Geneid	Chr	Start	End	Strand	Length	SRR11247594	SRR11247595	SRR11247596	SRR11247597	SRR11247598	SRR9592126	SRR9592127	SRR9592128	SRR9592129	SRR9592130	SRR9592131	SRR9592132	SRR9592133	SRR9592134	SRR9592135	SRR9592136	SRR9592137	SRR9592138	SRR9592139	SRR9592140	SRR9592141	SRR9592142	SRR9592143	SRR9592144	SRR9592145	SRR9592146	SRR9592147	SRR9592148	SRR9592149	SRR9592150	SRR9592151	SRR9592152	SRR9592153	SRR9592154	SRR9592155	SRR9592156	SRR9592157	SRR9592158	SRR9592159	SRR9592160	SRR9592161	SRR9592162	SRR9592163	SRR9592164	SRR9592165	SRR9974581	SRR9974582	SRR9974583	SRR9974584	SRR9974585	SRR9974586	SRR9974587	SRR9974588	SRR9974589	SRR9974590
gene:PF3D7_1232600	12	1344263	1345351	+	1089	1630	1094	383	774	413	921	865	456	270	2026	1751	516	607	341	256	1267	1047	580	484	336	433	2128	1494	750	202	2309	1364	450	1400	1386	513	1579	861	1450	292	256	5039	3749	355	748	515	814	2415	719	1289	644	248	935	944	343	1091	5	347	1365	1634
gene:PF3D7_1232700	12	1346052	1350512	+	4461	867	552	275	477	219	561	475	188	82	3680	2356	263	338	56	51	2005	1796	378	290	132	113	2439	2289	437	87	2311	941	95	1313	1102	123	1539	551	972	61	74	6521	4655	337	748	140	242	3286	440	863	438	125	933	597	72	963	0	83	1222	2328
gene:PF3D7_1232800	12	1350645	1351283	-	639	102	67	61	119	18	87	51	256	151	275	158	50	51	154	117	226	215	52	54	172	269	314	223	68	75	389	323	300	196	254	269	245	29	86	114	91	588	389	76	161	187	329	296	64	116	55	126	150	219	197	186	0	223	205	227
gene:PF3D7_1232900	12	1351482	1354104	-	2623	202	129	195	407	53	353	131	2287	1303	378	248	141	143	2212	1642	444	385	236	248	2144	1907	837	494	274	940	1313	1815	3060	732	1268	3204	813	82	176	1356	1306	809	590	314	659	1492	2430	566	134	281	235	1412	552	1142	2340	521	5	2181	612	369
gene:PF3D7_1233000	12	1355317	1357728	-	2412	365	231	408	718	317	641	318	1082	563	1819	1275	544	524	935	628	2432	2018	560	481	590	1014	3173	2141	921	348	3704	521	969	1969	658	1248	2363	178	343	515	584	4297	3082	291	569	1175	1930	2160	550	876	810	497	1483	296	759	1444	0	829	1906	1514
gene:PF3D7_1233100	12	1359169	1359576	+	408	696	461	650	1364	523	1778	646	1029	945	1461	996	749	887	1299	1001	1308	1181	951	1333	1206	1343	1832	1413	1120	783	1948	983	1455	1581	1146	1439	1936	337	541	926	1030	3673	2804	494	1430	888	1633	1649	1104	1013	961	1019	807	591	1153	1106	4	986	1621	1149
gene:PF3D7_1233200.2	12	1360631	1370637	-	10007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1233200.1	12	1360631	1370637	-	10007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1233300	12	1375346	1379587	+	4242	64	46	90	196	48	174	137	1598	952	720	639	36	34	708	499	1443	1237	143	130	631	1350	1548	1329	198	254	2260	428	1537	2140	505	1870	2406	70	132	815	936	2451	1856	60	174	1597	2824	979	90	222	171	397	981	291	1159	1542	0	1349	1842	715
gene:PF3D7_1233400	12	1380094	1382378	-	2285	1863	1304	1794	3544	1567	4433	1679	1343	1823	989	801	2260	2529	2802	1873	1422	1225	2799	4572	2523	3209	1732	1424	4043	1796	2351	2506	2547	1756	2584	2615	1954	846	1388	1730	1781	3287	2418	1318	3039	1760	2897	1333	3662	4208	3355	2568	918	1613	1853	1276	9	1856	1604	906
gene:PF3D7_1233600	12	1385707	1402218	+	16512	5811	4018	5598	11427	6220	11080	6812	4319	6833	4409	6906	15813	17563	10140	7290	15874	13855	10731	14683	7807	9632	17123	15967	14855	4490	23837	10501	7703	19095	11766	11287	22546	4016	6572	6141	6713	15441	11351	5671	13235	11984	19872	9273	13716	17911	12693	6499	9619	6587	5707	13607	24	7560	18139	6070
gene:PF3D7_1233700	12	1403139	1404884	+	1746	161	104	63	127	54	142	143	283	105	1288	772	87	91	203	153	855	757	89	114	125	156	977	647	136	67	880	309	226	444	333	233	510	90	177	92	104	2186	1726	74	177	210	305	1260	131	233	103	85	398	193	136	357	4	166	425	778
gene:PF3D7_1233800	12	1405182	1405968	-	787	359	238	260	545	246	458	368	2014	461	3766	2716	455	526	1374	948	3876	3450	343	334	695	739	5246	3427	449	272	5252	808	1179	3112	790	1377	3621	279	449	524	533	9193	6622	274	678	1077	1722	3987	261	544	386	371	2075	505	897	2363	2	936	3052	2729
gene:PF3D7_1233900	12	1407674	1411030	+	3357	1696	1156	1416	2935	1134	3538	1372	4673	2664	3809	3211	3066	3386	5036	3613	4590	4005	2332	3253	4776	4197	6783	3778	3058	2634	8074	2478	5836	4334	2834	7005	4927	755	1268	2718	2842	8868	6478	945	2414	3209	5214	4877	2518	2715	2562	3619	3468	1544	4429	3099	12	4815	3982	3234
gene:PF3D7_1234000	12	1411607	1413104	-	1498	171	134	148	386	114	348	163	1076	806	782	631	174	185	1807	1293	1587	1435	270	348	1205	1273	1317	877	327	575	1668	303	1543	1144	388	1557	1237	75	122	650	647	2276	1652	153	275	991	1522	1122	210	313	280	875	634	241	1223	855	0	1094	1049	710
gene:PF3D7_1234100	12	1414414	1426104	+	11691	7150	4868	5622	12029	7928	14384	6732	5021	8840	6566	6689	10824	11965	12529	8775	11050	9722	9871	12682	12418	14673	11256	10453	13412	8151	14987	11171	13143	9287	13074	16330	11409	3944	6410	8974	9611	19877	14485	5510	13228	9517	15599	11055	14864	15776	11606	11343	6144	7127	10007	6862	28	11051	9170	7215
gene:PF3D7_1234300	12	1433820	1435995	-	2176	725	513	270	533	227	426	382	1592	476	1612	1115	385	353	570	375	2504	2134	319	269	509	944	2675	1699	511	227	3335	720	946	2162	731	1169	2423	289	459	483	445	3554	2659	438	967	1066	1745	1716	278	526	377	342	1400	478	747	1649	1	739	1918	1095
gene:PF3D7_1234400	12	1436790	1439349	-	2560	21	19	33	64	9	66	26	29	12	7	2	57	61	19	14	12	6	27	110	17	8	12	4	40	11	10	82	23	6	90	24	14	8	20	9	2	20	24	19	39	7	9	13	82	50	36	13	4	42	15	10	1	14	7	6
gene:PF3D7_1234500	12	1439896	1441050	-	1155	1020	803	911	1946	691	2344	746	835	735	541	309	2386	2632	1605	1124	690	622	1243	1631	1307	1207	828	575	1665	734	1258	1093	1375	698	1303	1503	734	347	630	634	628	1042	753	476	1034	735	1135	542	1424	1386	1514	1163	477	779	987	421	5	1051	610	390
gene:PF3D7_1234600	12	1441736	1445128	-	3393	146	91	114	226	130	260	165	914	116	3484	2751	89	107	135	92	4723	4132	235	192	156	232	6082	4006	255	55	6005	270	247	4298	360	371	4740	157	284	208	223	11002	8038	103	167	678	1132	4734	160	376	233	105	2471	168	194	3159	1	247	3769	2995
gene:PF3D7_1234700	12	1446375	1450335	-	3961	125	67	223	389	46	246	103	433	138	233	169	87	80	209	129	291	267	130	149	193	113	206	232	119	99	198	648	138	249	677	172	346	50	84	103	78	905	651	70	166	66	116	290	126	242	76	126	84	474	127	168	0	122	288	179
gene:PF3D7_1234800	12	1452606	1457227	+	4622	3494	2430	3350	6707	2902	7788	3419	4698	6304	2603	2678	7300	7954	8080	5632	5105	4433	6037	8092	8210	8963	7911	6143	7892	5083	11360	5768	8787	6857	6226	11292	7624	1958	3265	5805	6083	8662	6087	2675	6336	6694	10948	4636	6494	6422	6697	6995	4581	3713	6768	4885	13	7436	6086	3176
gene:PF3D7_1234900	12	1458233	1459182	+	950	1448	939	652	1338	554	1220	1271	1424	695	12571	7136	484	538	1070	828	6478	5604	882	698	875	1333	7782	7164	1206	445	8507	2338	1067	6282	2312	1368	6921	1128	1972	824	872	19289	13767	813	2037	1898	3120	8382	775	1623	1002	596	3442	1390	828	4520	7	856	5599	5574
gene:PF3D7_1235000	12	1459834	1461486	+	1653	14	10	24	46	5	10	12	16	7	44	33	24	21	49	30	97	68	26	36	39	30	266	101	31	18	157	62	59	99	58	48	113	3	8	7	4	65	54	51	88	41	56	245	28	73	34	28	63	33	45	64	0	35	86	125
gene:PF3D7_1235100	12	1462209	1462602	-	394	45	25	46	79	20	41	54	13	9	493	398	21	23	19	18	292	253	53	41	34	17	338	305	42	10	364	128	0	310	143	4	446	38	50	6	2	783	505	48	104	13	19	388	28	87	55	15	127	72	2	258	0	3	349	261
gene:PF3D7_1235200	12	1464219	1467572	-	3354	1113	778	227	462	465	690	683	25	51	8630	5350	368	431	28	30	4149	3670	524	388	78	38	3614	3633	498	57	2518	910	6	895	1018	5	1198	859	1496	34	36	11050	7984	451	1080	31	43	6949	593	1163	449	75	1024	584	7	713	1	2	991	4587
gene:PF3D7_1235300	12	1470713	1475701	+	4989	22526	15794	18272	38421	24859	39602	19443	8913	11158	10779	11637	34773	39634	21544	15652	20152	18206	28087	34502	16318	22632	21973	16437	35740	10896	25156	32265	15335	16506	38249	17764	20187	9691	16597	11429	12114	28044	20867	16483	41207	15290	25020	20762	52261	56396	30914	15738	10580	20687	11682	11921	55	11768	16580	13642
gene:PF3D7_1235400	12	1476529	1480014	-	3486	196	133	155	345	152	411	172	309	435	346	355	142	165	572	353	661	526	281	247	314	583	470	414	392	217	890	393	468	814	485	651	1072	103	161	367	404	928	779	137	307	515	794	467	347	391	312	335	377	264	368	592	0	440	826	285
gene:PF3D7_1235500	12	1481002	1482942	+	1941	971	692	949	1954	534	1733	633	989	994	597	559	1475	1520	1553	1095	1363	1191	1507	1630	1761	1441	1661	1157	1908	1035	2345	1131	1232	1456	1232	1735	1573	343	544	856	876	1620	1175	528	1421	849	1507	1067	1437	1430	1573	1476	919	719	905	1081	3	1145	1280	665
gene:PF3D7_1235600	12	1484306	1485911	+	1606	776	529	561	1179	438	1129	943	2325	792	12474	8292	344	376	1020	739	12610	10997	1020	843	785	1675	16508	13929	1538	430	19442	1221	1030	12520	1479	1396	13882	724	1281	1023	1047	26767	19277	447	1012	3232	5337	12122	554	1479	1326	657	7981	778	777	9376	2	879	10972	8161
gene:PF3D7_1235700	12	1487084	1488691	+	1608	190	81	314	613	116	389	362	1725	733	2143	2280	83	114	695	483	3236	3031	614	629	557	1331	6223	4407	898	294	7330	358	1212	5158	459	1667	5555	191	330	672	668	6167	4405	127	308	1893	3202	3699	212	800	744	471	3119	256	977	3941	1	1047	4393	2619
gene:PF3D7_1235800	12	1489319	1497065	-	7747	24	17	58	125	13	106	58	142	52	110	114	39	34	109	77	171	138	46	78	56	113	233	159	51	31	227	86	66	348	117	78	376	11	38	50	59	583	406	42	54	206	342	149	47	91	56	44	82	69	37	226	0	71	314	110
gene:PF3D7_1235900	12	1497687	1501411	-	3725	3286	2278	2887	5991	3397	7198	3413	3202	4025	2724	2653	5273	5685	4911	3561	4505	3720	4529	7241	4972	6175	5465	4326	7047	3279	6565	4598	5330	4686	4941	6299	5234	1707	2844	3502	3760	8204	5982	2375	5530	4056	6791	4394	6013	6755	6060	4627	2729	2873	4043	3434	17	4030	4097	2995
gene:PF3D7_1236000	12	1502836	1504068	+	1233	202	154	281	587	142	448	170	944	518	1952	1143	209	229	862	607	2048	1881	374	380	822	861	2501	1754	480	474	2905	320	1057	1620	407	1244	1761	135	211	496	520	3869	2922	121	303	799	1357	1758	322	430	390	648	1179	199	753	1247	0	726	1462	1164
gene:PF3D7_1236100	12	1506932	1508269	-	1338	3870	2649	3743	7712	2685	10383	2274	5567	6430	4805	3228	1488	1584	14833	10820	6221	5397	7599	8912	11775	7509	8573	5313	9646	7653	11804	3878	9650	6541	4415	11218	7741	1614	2809	6002	6455	10561	7915	2773	6493	5345	8687	5456	6835	6225	8271	10919	4753	2469	7255	4803	13	7570	6423	3530
gene:PF3D7_1236200	12	1512200	1516516	-	4317	440	275	2724	5377	574	2786	1292	1235	1420	1835	1769	1003	1165	5493	3884	5561	5002	7985	7250	7264	6125	4471	4745	12015	4901	6872	9289	491	3318	8042	642	4138	438	772	782	818	3040	2264	1459	3521	1700	2854	6160	1490	9259	10280	7305	2874	6084	367	2333	15	411	3320	4180
gene:PF3D7_1236300	12	1520327	1521604	+	1278	107	73	136	259	91	277	150	279	144	884	584	76	74	1227	806	1448	1149	326	377	366	397	1482	955	566	201	1595	398	201	1110	410	193	1212	74	117	132	151	2191	1638	97	257	301	494	1236	104	498	439	315	629	265	119	774	1	146	990	834
gene:PF3D7_1236400	12	1522463	1524632	+	2170	2028	1454	1586	3537	1573	4318	2077	1030	861	2800	2158	3579	4006	3069	2181	3896	3323	2986	6269	1709	1272	4711	2829	3653	1223	4574	2826	1324	2439	3017	1563	2643	798	1375	784	848	7392	5539	1182	2824	795	1358	3322	4223	4090	3171	1769	1852	1838	1099	1866	7	1069	2311	2276
gene:PF3D7_1236500	12	1525407	1526216	-	810	36	25	37	40	18	18	32	4	10	65	39	10	10	2	0	6	15	8	14	15	15	16	19	15	3	10	82	0	1	102	0	8	14	19	0	1	86	84	15	33	5	6	47	13	37	14	11	4	51	0	8	0	1	8	33
gene:PF3D7_1236600	12	1527455	1528034	-	580	26	14	30	38	9	32	32	3	7	35	23	15	19	5	3	43	48	15	15	9	8	32	40	16	12	29	65	0	31	67	1	26	9	20	0	1	120	81	21	61	7	13	43	15	38	12	11	11	55	1	26	0	0	20	20
gene:PF3D7_1236700	12	1529821	1531347	-	1527	401	255	143	316	155	406	337	1174	1444	2221	1868	337	273	1708	1171	2846	2447	237	180	1653	2094	4057	2706	287	818	4406	538	2275	2932	644	2734	3292	199	335	1295	1355	6536	4720	270	584	1768	2767	2644	211	436	274	1231	1760	346	1769	2043	3	1708	2539	1800
gene:PF3D7_1236800	12	1532248	1534077	+	1830	585	445	188	365	262	327	314	208	58	3237	1961	228	213	129	83	2784	2420	286	221	116	133	2137	1877	464	110	1983	550	83	1513	642	112	1705	326	558	97	67	6148	4512	176	382	146	256	2706	267	637	342	148	865	359	67	1064	1	45	1328	1839
gene:PF3D7_1236900	12	1534519	1535879	-	1361	883	595	277	579	373	607	616	291	111	5948	2976	342	293	168	134	1512	1323	613	496	293	214	1535	1829	907	205	1119	889	67	623	1029	94	782	793	1344	90	87	5773	4311	439	1010	205	326	3518	488	1099	801	309	421	575	42	443	1	48	606	2283
gene:PF3D7_1237000	12	1538138	1540408	+	2271	423	320	295	614	197	1375	303	2072	2027	1882	1339	683	820	1865	1461	2839	2321	505	564	2092	2837	3706	3080	686	1269	4917	506	2431	3199	630	3014	3497	266	417	1961	1999	5154	3772	238	558	2338	3808	2543	313	500	563	1861	1958	365	1964	2344	3	1987	2795	1619
gene:PF3D7_1237100	12	1540766	1549144	-	8379	2160	1440	1080	2252	1349	2742	1750	3103	4448	4336	2224	1561	1747	3923	2870	2164	1999	1728	1374	4691	7186	2339	2748	2385	2914	3786	3046	6667	3023	3279	8885	3463	1434	2520	4452	4611	6285	4608	1229	2948	5283	8721	3816	2301	3055	1973	4186	1541	1957	5180	2186	16	6027	2674	2435
gene:PF3D7_1237200	12	1550324	1556071	+	5748	3402	2367	2979	5911	3905	7756	3879	3473	4972	820	597	6296	6988	6117	4437	1280	1062	4824	7860	6696	6738	1209	1400	7360	4201	2565	5344	8469	1988	5747	9931	2415	2161	3549	4792	5098	1994	1519	2552	6047	4758	7872	1241	6927	6872	6267	5926	1029	3406	6586	1510	13	6505	2007	786
gene:PF3D7_1237300	12	1556299	1557617	-	1319	19	17	12	27	15	32	30	23	8	28	28	23	16	11	9	45	45	14	18	8	9	10	15	32	12	14	25	19	59	30	13	82	8	11	9	4	167	119	14	25	7	12	29	24	55	22	20	5	16	6	65	1	7	91	17
gene:PF3D7_1237400	12	1558909	1560623	+	1715	616	431	408	811	229	1176	398	547	381	2665	1143	1286	1467	1419	953	2053	1745	686	930	457	592	1755	1444	770	283	2257	672	429	1370	773	521	1562	242	420	385	373	3029	2196	389	843	680	1144	1557	427	658	671	466	964	462	318	939	4	338	1354	1047
gene:PF3D7_1237500	12	1561534	1566579	-	5046	3490	2438	2815	5772	3165	6620	2785	3253	3656	6150	4153	6431	7128	7524	5619	6097	5347	4747	8471	5961	5358	6567	5494	6523	3690	8021	5328	6796	5472	6541	8383	6259	1605	2818	3703	3885	12851	9412	2378	5671	3675	6006	6581	7175	8217	5509	5233	3240	3381	4982	4047	19	5590	5259	4352
gene:PF3D7_1237600	12	1568605	1570569	+	1965	1953	1376	1821	3703	1766	3848	1897	2135	2745	518	392	3044	3486	4773	3519	1083	969	2502	3743	3996	4050	1430	1078	3397	2251	1959	3102	4676	1319	3093	4925	1478	949	1563	2373	2468	962	723	1474	3450	2151	3577	1263	3775	3841	3011	3372	738	1995	3605	952	10	3222	1165	807
gene:PF3D7_1237700	12	1572371	1573557	+	1187	3111	2134	1805	3851	1835	5113	2545	6561	4852	21440	11426	4030	4175	4348	3074	12974	11428	3432	4680	5741	6842	20351	15008	4833	3369	22175	3712	7812	13260	4020	8517	14512	1953	3503	4453	4859	36513	27109	1992	4598	6982	11497	17429	3773	4730	4117	4398	8867	2394	6223	9555	14	5776	11949	11846
gene:PF3D7_1237800	12	1575197	1575518	+	322	201	154	177	384	81	629	223	310	250	244	198	499	517	346	268	299	252	296	502	393	336	328	194	417	273	538	254	408	467	283	489	488	88	194	233	254	701	525	150	290	280	392	308	348	329	359	332	188	162	293	334	0	340	438	177
gene:PF3D7_1237900	12	1577181	1580747	+	3567	18274	12447	8289	16968	12791	19295	14862	5836	6933	5252	4174	23511	26854	8188	6049	2884	2626	12303	18378	9472	7953	3022	3071	17902	5892	5022	15365	12051	3493	17330	13319	4187	12195	20707	5913	6326	6568	4735	8850	22245	6138	10587	4613	21435	23693	15266	8337	2264	9961	9229	2694	13	8995	3251	3215
gene:PF3D7_1238000	12	1581984	1582987	+	1004	382	269	159	288	100	236	175	22	18	3211	1570	164	178	44	15	1163	948	155	185	56	38	1221	1113	172	29	940	369	11	310	447	31	417	224	323	27	14	4495	3396	172	334	25	17	2084	208	345	177	35	399	215	12	225	0	10	344	1384
gene:PF3D7_1238100	12	1583909	1584595	-	687	908	651	961	1897	759	2526	1177	6252	7565	2240	1874	1169	1230	6091	4330	3136	2693	1543	2250	6888	9866	4402	4362	1949	3967	7324	1542	12362	6992	1523	13276	7476	652	1076	6778	7043	7013	5320	809	1843	7575	12716	2881	1612	1723	1698	5710	3100	927	9741	5160	1	8691	6216	1986
gene:PF3D7_1238200	12	1586261	1587466	-	1206	14	12	20	35	12	35	16	16	12	10	0	33	40	22	11	13	7	25	21	11	6	13	9	29	7	7	27	6	2	22	8	15	2	9	11	5	30	13	12	31	5	5	7	30	30	24	21	3	26	9	7	0	6	10	7
gene:PF3D7_1238300	12	1589169	1592072	+	2904	3230	2291	3293	6702	3639	8067	3689	3568	4768	1866	1528	5792	6485	6197	4377	2990	2721	4591	8068	5295	6482	3338	2774	6343	3372	4841	5303	7233	4579	5946	8032	5181	2028	3339	3857	4010	5343	3863	3000	7531	4357	7445	2551	7535	7623	5531	4889	1843	3273	5545	3380	8	5413	4244	1756
gene:PF3D7_1238400	12	1592402	1593632	-	1231	78	60	56	110	34	123	70	285	79	189	166	28	20	51	46	297	286	76	76	114	54	141	90	77	99	109	114	53	294	133	55	423	39	73	44	40	1375	1023	76	139	51	78	182	33	108	80	110	28	76	49	250	0	70	375	124
gene:PF3D7_1238500	12	1594826	1600526	+	5701	754	469	636	1305	359	1024	724	3729	4357	3918	3275	608	685	7127	5329	5512	4975	1173	1003	6854	7069	8419	6601	1405	3468	10329	1503	7471	6506	1653	9107	7529	495	868	4270	4687	11486	8281	849	1973	5372	8770	5799	563	1640	1212	4911	4469	951	5711	4854	3	6033	6036	3920
gene:PF3D7_1238600	12	1601515	1602696	-	1182	1102	813	329	602	443	667	682	167	56	7627	5491	391	465	62	39	4273	3934	489	331	138	121	4291	3845	523	74	3752	923	53	1875	1091	63	2188	825	1416	67	80	11524	8472	542	1374	151	252	6787	551	1172	505	94	1513	552	37	1400	0	61	1695	4455
gene:PF3D7_1238700	12	1605107	1607539	+	2433	289	195	261	582	104	374	238	1584	999	2260	1855	155	182	955	717	1790	1607	307	272	819	1626	2172	1798	423	426	2813	545	1677	1946	574	2019	2223	222	355	847	928	4681	3355	366	849	1409	2370	2247	191	721	415	605	1126	359	1302	1458	1	1377	1733	1478
gene:PF3D7_1238800	12	1610363	1612741	+	2379	15967	11073	9426	18989	13404	22390	14573	7529	8440	8885	7522	24821	28224	7612	5340	12410	10945	15796	20777	10509	11198	10673	9973	24327	6111	14862	15885	12656	8961	17050	13976	10173	11584	19356	8213	8609	19393	14254	8530	20332	9165	15471	9970	23647	24598	20962	8910	6032	10207	9508	6478	33	9293	8390	6525
gene:PF3D7_1238900	12	1615323	1616852	-	1530	5553	3772	1427	2900	1340	2428	2199	211	598	811	1026	1822	2119	1501	1066	658	550	1722	1097	1254	1289	736	748	2095	921	912	2929	782	888	3126	913	1101	3537	6095	643	688	2204	1501	1134	2675	550	938	1358	2733	3582	1893	1257	382	1944	650	662	3	639	919	878
gene:PF3D7_1239000	12	1621237	1623705	-	2469	2006	1406	1008	2032	940	2237	1222	1310	1737	4080	3086	1580	1796	1563	1064	2204	1867	1470	1493	2110	2559	2239	2373	1656	1353	2917	2099	2097	2251	2136	2501	2563	1264	2340	1424	1637	5914	4335	1340	3288	1839	2878	3354	1482	2683	1453	1827	1145	1359	1538	1659	3	1517	2039	2292
gene:PF3D7_1239100	12	1626773	1627928	+	1156	148	106	97	223	52	172	90	535	184	416	457	75	71	142	112	718	597	152	138	174	322	976	838	175	61	1355	296	287	1252	289	380	1302	92	165	212	222	1631	1096	192	457	510	919	674	88	381	160	133	514	195	215	915	1	275	1060	472
gene:PF3D7_1239200	12	1634695	1642428	+	7734	1406	956	776	1602	1113	1687	1376	6825	3354	10994	12811	988	1025	2396	1739	24809	21429	1361	797	3816	6061	22085	18197	1918	1503	29709	2963	8051	24010	3905	9819	27259	1352	2453	3464	3612	33179	24693	2223	5241	8162	13381	16494	1087	4485	1621	2181	12431	1914	5868	17354	7	6475	21985	10875
gene:PF3D7_1239300	12	1645219	1645836	+	618	651	467	624	1218	651	1171	667	367	570	218	152	908	1062	941	614	243	218	942	1390	614	642	262	259	1199	462	417	954	916	330	864	948	442	289	506	446	483	396	296	523	1108	410	672	213	989	857	1086	682	138	588	657	224	0	631	303	142
gene:PF3D7_1239400	12	1646612	1647151	-	540	6	3	40	88	4	25	11	33	19	16	28	12	8	18	11	28	31	19	26	30	39	25	30	10	19	21	250	14	45	229	5	54	3	9	5	11	116	92	11	54	14	23	35	16	40	14	20	7	137	11	36	0	5	52	17
gene:PF3D7_1239500	12	1648667	1651687	+	3021	133	87	99	194	83	197	154	400	251	1828	1338	69	78	488	328	1918	1644	172	129	214	446	2443	1773	216	112	2659	512	480	1867	504	612	2145	133	227	293	286	4661	3542	115	244	496	832	2205	88	313	192	158	1151	268	372	1386	3	404	1717	1464
gene:PF3D7_1239600	12	1652936	1653844	-	909	156	92	71	171	55	179	115	1394	1111	772	658	58	71	808	531	1087	901	121	90	1249	1489	1882	1646	190	584	2296	276	1550	1750	230	1699	1953	119	194	957	998	2119	1559	120	278	1143	1841	991	73	203	195	855	910	159	1231	1351	1	1191	1700	652
gene:PF3D7_1239700	12	1655487	1658129	+	2643	543	370	395	788	324	777	587	2687	2931	5499	4919	312	334	3110	2292	8876	7780	757	633	3209	4431	12289	9819	1089	1653	14635	1312	4537	9687	1456	6067	11226	460	830	2827	3000	16955	12474	478	1102	3748	6357	8449	466	1210	904	2288	6190	876	3653	7067	2	3951	9046	5665
gene:PF3D7_1239800	12	1660451	1677754	+	17304	1034	704	648	1159	703	1131	831	2159	1794	9669	7660	629	713	4463	3265	16564	14574	846	480	2751	3179	11846	8204	1113	1218	13234	1906	4236	8854	2563	5674	11237	758	1186	1880	2019	23321	17507	609	1307	3580	6098	12498	898	2219	1010	1790	5623	1180	3186	6461	3	3623	9057	8365
gene:PF3D7_1239900	12	1678438	1681536	-	3099	2402	1679	2003	3990	1991	4988	2378	1361	1689	1898	1423	5022	5716	2415	1721	2169	1825	3669	6230	2381	2629	2736	2270	4869	1551	3637	3545	2387	2299	3832	2914	2625	1259	2144	1738	1779	4892	3649	1476	3639	2047	3244	2417	5151	5080	4214	2204	1461	2403	1918	1727	5	1971	2031	1612
gene:PF3D7_1240000	12	1682835	1684460	+	1626	1487	1057	1216	2596	1789	3194	1708	318	573	434	300	4233	4681	1239	875	549	503	2165	3345	866	749	431	461	3033	605	644	1977	612	290	2198	723	368	754	1245	514	582	1042	816	928	2112	495	830	593	3101	3029	2578	986	222	1261	446	240	7	453	293	351
gene:PF3D7_1240100	12	1685094	1685411	-	318	6268	4539	2346	4469	2142	5390	4266	107	300	225	308	3678	4160	338	258	197	162	3164	3974	365	382	100	214	4387	303	112	3674	166	100	2899	171	137	4520	7470	209	238	580	443	1728	3497	152	215	399	4034	3900	3881	373	45	2308	99	72	7	106	109	250
gene:PF3D7_1240300	12	1694150	1703087	+	8938	625	415	913	1693	235	1479	969	707	1679	4988	3692	1062	1200	1983	1486	4220	3664	1584	2331	2103	3861	3215	4411	1977	1129	4030	1305	1746	2203	1438	1981	2533	547	900	922	998	6410	4652	1194	2988	2616	4243	5690	1039	1606	1696	1595	1601	916	1303	1710	4	1328	1954	3901
gene:PF3D7_1240400	12	1704512	1712490	+	7979	436	240	1784	3596	205	1109	548	59	276	469	329	251	288	479	374	467	383	3876	5199	1851	1825	1066	1472	4584	1318	1119	1834	182	110	1975	241	146	242	375	148	159	805	650	3293	7904	1254	1984	4238	1757	1734	3835	1861	475	1167	145	153	6	173	129	2823
gene:PF3D7_1240600	12	1719574	1727456	+	7883	568	363	11002	20835	277	1212	566	93	415	437	260	23333	26520	61441	44445	1766	1541	4005	6027	2074	1262	106	138	4531	1810	216	920	246	30	933	388	32	229	378	245	236	946	737	28608	64946	4473	7578	1354	1699	1319	3723	2668	87	536	223	85	4	246	29	935
