Geneid	Chr	Start	End	Strand	Length	ERR435801	ERR435802	ERR435803	ERR435804	ERR435805	ERR435806	ERR435807	ERR435808
gene:PBANKA_122050	12	758273	764338	-	6066	152	1007	70	21	21	17	37	29
gene:PBANKA_122060	12	766417	776130	-	9714	1022	6059	815	835	1251	1177	1904	1479
gene:PBANKA_122070	12	777629	779032	+	1404	59	451	25	42	28	33	33	33
gene:PBANKA_122080	12	780778	786363	+	5586	2184	11736	1097	99	68	142	416	239
gene:PBANKA_122090	12	787065	788039	-	975	14	90	6	13	26	23	33	19
gene:PBANKA_122100	12	788835	790028	+	1194	10	81	6	10	12	11	9	10
gene:PBANKA_122110	12	790389	791649	-	1261	32	271	16	33	84	53	52	35
gene:PBANKA_122120	12	792943	793748	-	806	414	2996	733	1230	1772	1626	1594	1249
gene:PBANKA_122130	12	795636	796319	-	684	636	3129	911	1124	1114	1114	1364	1112
gene:PBANKA_122140	12	797083	798054	-	972	391	2317	206	240	155	208	437	266
gene:PBANKA_122150	12	798862	799962	+	1101	1985	13553	2419	2312	9260	8711	14376	11589
gene:PBANKA_122160	12	801022	804390	-	3369	885	6887	361	190	56	86	219	127
gene:PBANKA_122170	12	805981	806499	-	519	121	1320	100	168	170	147	137	135
gene:PBANKA_122180	12	808274	811006	+	2733	77	651	45	42	8	20	25	16
gene:PBANKA_122190	12	811954	812334	+	381	107	869	74	101	179	145	113	95
gene:PBANKA_122200	12	812756	814939	-	2184	32	241	12	17	23	37	17	22
gene:PBANKA_122210	12	817604	819556	+	1953	236	1872	85	88	104	81	118	108
gene:PBANKA_122220	12	820970	821361	+	392	282	2192	223	567	1710	1086	990	770
gene:PBANKA_122230	12	821778	823176	-	1399	1494	8456	2329	2116	4813	4439	8913	7619
gene:PBANKA_122240	12	824256	825380	-	1125	326	2393	170	317	757	657	850	656
gene:PBANKA_122250	12	828222	829886	+	1665	5866	47589	5439	4176	3740	4072	10189	7148
gene:PBANKA_122260	12	831068	835417	-	4350	723	4004	492	568	1338	1496	2253	1670
gene:PBANKA_122270	12	836437	840000	-	3564	1892	11741	3544	1953	672	953	1652	1195
gene:PBANKA_122280	12	840860	842230	-	1371	1372	11042	1227	2177	1528	1220	1562	1251
gene:PBANKA_122290	12	843278	844631	+	1354	1717	12051	1563	1900	716	828	1248	909
gene:PBANKA_122300	12	846115	849767	+	3653	201	1656	133	34	25	23	70	50
gene:PBANKA_122310	12	850845	852058	-	1214	222	1875	84	255	425	334	283	231
gene:PBANKA_122320	12	852925	854241	-	1317	277	1743	216	396	790	609	752	627
gene:PBANKA_122330	12	856030	857116	-	1087	150	1423	80	167	91	104	59	44
gene:PBANKA_122340	12	859161	860560	-	1400	212	1201	128	234	212	162	159	147
gene:PBANKA_122350	12	862361	865834	+	3474	328	1706	173	188	370	397	472	371
gene:PBANKA_122360	12	865949	867441	-	1493	98	797	52	116	367	249	324	257
gene:PBANKA_122370	12	868235	869341	+	1107	64	508	39	50	64	71	96	91
gene:PBANKA_122380	12	871606	874661	+	3056	5387	45796	4669	2886	1746	2190	6025	4065
gene:PBANKA_122390	12	875219	876310	-	1092	292	1680	183	137	280	350	678	524
gene:PBANKA_122400	12	877573	883339	-	5767	275	2182	204	285	364	271	267	210
gene:PBANKA_122410	12	884394	887186	+	2793	469	3038	283	488	833	694	752	690
gene:PBANKA_122420	12	889813	892263	+	2451	965	8581	1239	432	223	298	695	435
gene:PBANKA_122430	12	893188	893703	-	516	33	118	18	58	35	33	29	13
gene:PBANKA_122440	12	895524	900695	+	5172	123	1012	56	9	9	10	31	11
gene:PBANKA_122450	12	900834	905198	-	4365	151	1061	116	63	100	87	142	111
gene:PBANKA_122460	12	905647	907197	-	1551	2374	13739	3753	2887	1188	1777	3447	2469
gene:PBANKA_122470	12	907827	911286	+	3460	250	1803	377	219	110	114	244	172
gene:PBANKA_122480	12	911934	913321	+	1388	68	517	63	66	95	77	91	68
gene:PBANKA_122490	12	914037	915785	+	1749	542	4245	272	342	208	264	316	218
gene:PBANKA_122500	12	918565	922262	+	3698	765	6299	258	219	62	76	158	119
gene:PBANKA_122510	12	924726	927878	+	3153	26	139	19	1	1	4	3	6
gene:PBANKA_122520	12	928302	929466	+	1165	2	16	1	2	4	2	3	2
gene:PBANKA_122530	12	935479	938538	+	3060	47	314	29	19	13	7	16	16
gene:PBANKA_122540	12	939824	940114	-	291	9964	61878	13397	25415	47724	37047	57125	48582
gene:PBANKA_122550	12	942287	943930	-	1644	815	7908	582	473	361	385	427	310
gene:PBANKA_122560	12	945943	947405	+	1463	98	1023	42	173	164	121	113	89
gene:PBANKA_122570	12	948788	950092	+	1305	2279	16025	2178	3239	4428	4006	7811	5857
gene:PBANKA_122580	12	950780	951412	-	633	185	1436	131	231	270	217	294	236
gene:PBANKA_122590	12	952567	958740	+	6174	643	3542	670	260	111	129	214	152
gene:PBANKA_122600	12	959523	961455	+	1933	77	690	108	100	82	76	123	96
gene:PBANKA_122610	12	961813	977918	-	16106	3551	20946	1845	118	96	99	231	146
gene:PBANKA_122620	12	979579	981621	-	2043	587	3696	279	444	745	764	1234	993
gene:PBANKA_122630	12	982640	984760	-	2121	589	3973	1102	470	77	118	219	123
gene:PBANKA_122640	12	986047	988786	-	2740	666	4497	899	812	439	498	690	505
gene:PBANKA_122650	12	991860	992740	+	881	825	7410	411	829	2170	1932	2781	2167
gene:PBANKA_122660	12	993322	994680	-	1359	26	389	12	26	28	22	43	36
gene:PBANKA_122670	12	996461	999910	-	3450	165	877	97	62	18	56	115	70
gene:PBANKA_122680	12	1001700	1004846	-	3147	4594	32484	3187	978	548	892	3556	2179
gene:PBANKA_122690	12	1006144	1008051	-	1908	201	1668	68	188	178	135	199	157
gene:PBANKA_122700	12	1010457	1012679	+	2223	288	1997	235	244	289	215	287	228
gene:PBANKA_122710	12	1014398	1016977	+	2580	972	5202	1380	1107	284	558	496	345
gene:PBANKA_122720	12	1017611	1019359	-	1749	962	5999	1224	1082	420	476	667	449
gene:PBANKA_122730	12	1020104	1020631	+	528	160	1232	196	283	121	112	132	98
gene:PBANKA_122740	12	1021108	1022809	-	1702	378	3365	176	203	107	102	219	156
gene:PBANKA_122750	12	1024612	1026154	-	1543	124	839	74	115	108	124	197	162
gene:PBANKA_122760	12	1026641	1032263	-	5623	316	2112	166	186	203	229	328	285
gene:PBANKA_122770	12	1033869	1037696	+	3828	70	442	53	55	43	54	48	37
gene:PBANKA_122780	12	1038076	1040682	-	2607	624	2949	1349	869	152	203	225	148
gene:PBANKA_122790	12	1041460	1044756	+	3297	324	2270	598	268	31	28	48	45
gene:PBANKA_122800	12	1045172	1045834	-	663	297	2274	147	337	276	225	266	215
gene:PBANKA_122810	12	1050366	1056494	+	6129	2491	17839	2510	396	131	237	635	395
gene:PBANKA_122820	12	1057150	1060788	-	3639	392	3511	164	153	47	56	93	40
gene:PBANKA_122830	12	1062927	1076054	-	13128	16110	138681	18620	632	215	313	1188	612
gene:PBANKA_122840	12	1080805	1083249	+	2445	100	490	39	21	8	14	26	15
gene:PBANKA_122850	12	1084066	1088645	-	4580	136	1008	79	33	15	12	30	15
gene:PBANKA_122860	12	1091031	1091405	+	375	70	534	30	60	73	64	65	52
gene:PBANKA_122870	12	1092572	1094275	+	1704	412	3064	421	549	268	277	466	326
gene:PBANKA_122880	12	1096280	1098619	+	2340	4	27	0	2	4	2	18	9
gene:PBANKA_122890	12	1100216	1101127	+	912	23044	205188	29140	47584	53513	48726	90760	71848
gene:PBANKA_122900	12	1103822	1107252	+	3431	8	140	4	6	0	3	4	3
gene:PBANKA_122910	12	1108826	1109629	+	804	263	1767	250	355	235	204	243	247
gene:PBANKA_122920	12	1110410	1111456	-	1047	138	1098	107	175	184	171	209	163
gene:PBANKA_122930	12	1113198	1114901	-	1704	117	819	106	98	33	42	57	42
gene:PBANKA_122940	12	1116399	1117988	+	1590	116	601	77	102	68	68	124	81
gene:PBANKA_122950	12	1118869	1119996	-	1128	306	2388	202	365	325	382	495	384
gene:PBANKA_122960	12	1121179	1124984	+	3806	359	2666	370	315	146	179	305	195
gene:PBANKA_122970	12	1125701	1126144	+	444	161	1007	366	434	236	210	126	110
gene:PBANKA_122980	12	1126499	1127689	-	1191	157	1277	94	127	170	166	259	183
gene:PBANKA_122990	12	1128824	1131119	+	2296	788	5220	497	859	1878	1734	2451	1920
gene:PBANKA_123000	12	1131541	1133580	-	2040	32	166	13	18	26	21	33	24
gene:PBANKA_123005	12	1134217	1139747	-	5531	691	4897	376	33	29	46	54	37
gene:PBANKA_123010	12	1140804	1144383	-	3580	761	4818	387	102	80	113	166	118
gene:PBANKA_123020	12	1147915	1150053	+	2139	123	1045	55	45	35	51	72	40
gene:PBANKA_123030	12	1150719	1158148	-	7430	73	451	52	67	38	32	37	28
gene:PBANKA_123050	12	1158707	1160019	+	1313	211	1499	83	193	265	245	430	345
gene:PBANKA_123060	12	1160224	1163699	-	3476	541	2954	237	242	286	399	885	595
gene:PBANKA_123070	12	1164522	1168676	-	4155	327	2299	180	150	382	410	704	523
gene:PBANKA_123080	12	1170421	1171590	+	1170	312	1920	139	207	392	359	725	557
gene:PBANKA_123090	12	1172130	1174980	+	2851	174	1261	114	193	125	98	121	84
gene:PBANKA_123100	12	1175827	1176550	-	724	117	758	107	250	197	142	122	110
gene:PBANKA_123110	12	1178055	1179653	+	1599	52	440	33	45	24	28	53	27
gene:PBANKA_123120	12	1179892	1180827	-	936	559	3522	477	462	681	810	735	531
gene:PBANKA_123130	12	1182379	1184437	+	2059	451	4495	192	374	364	273	444	303
gene:PBANKA_123140	12	1185092	1189069	-	3978	361	2446	193	161	34	62	100	76
gene:PBANKA_123150	12	1190687	1194589	+	3903	397	2855	187	93	39	61	197	145
gene:PBANKA_123160	12	1196200	1202196	-	5997	379	2913	200	30	18	16	71	48
gene:PBANKA_123170	12	1206605	1207539	-	935	460	3727	729	1154	581	603	713	531
gene:PBANKA_123180	12	1209071	1209860	-	790	212	1843	322	683	550	485	595	464
gene:PBANKA_123190	12	1211200	1212606	-	1407	77	415	25	20	29	44	117	104
gene:PBANKA_123200	12	1213653	1215566	-	1914	1194	9535	664	475	1683	2129	5944	3988
gene:PBANKA_123210	12	1217253	1218393	-	1141	93	1095	65	163	96	106	151	107
gene:PBANKA_123220	12	1222103	1225637	+	3535	89	754	60	40	35	22	75	51
gene:PBANKA_123230	12	1226372	1228660	-	2289	378	3192	191	219	82	92	138	107
gene:PBANKA_123240	12	1229583	1230503	-	921	84	721	57	72	53	45	42	36
gene:PBANKA_123250	12	1233307	1235457	+	2151	628	6036	273	348	121	140	154	119
gene:PBANKA_123260	12	1235895	1236659	-	765	102	976	62	100	87	76	135	103
gene:PBANKA_123270	12	1237835	1239624	-	1790	219	1760	97	175	260	237	399	341
gene:PBANKA_123280	12	1240598	1242282	+	1685	1000	6886	1087	1440	3271	2852	4442	3487
gene:PBANKA_123290	12	1243229	1246802	+	3574	758	5188	632	324	87	131	270	202
gene:PBANKA_123300	12	1247672	1248067	-	396	29	245	16	35	47	32	31	30
gene:PBANKA_123310	12	1249091	1250296	-	1206	141	1271	56	118	142	127	184	139
gene:PBANKA_123320	12	1251250	1251906	-	657	1925	11201	2976	5629	4801	3867	4574	3654
gene:PBANKA_123330	12	1253225	1256041	-	2817	1525	11972	1128	634	280	410	969	594
gene:PBANKA_123340	12	1258876	1262175	+	3300	375	3119	183	104	124	143	303	243
gene:PBANKA_123350	12	1264099	1268189	-	4091	1923	13020	1136	601	410	680	1845	1183
gene:PBANKA_123360	12	1270252	1271469	-	1218	281	2547	164	475	1035	721	1095	819
gene:PBANKA_123370	12	1272267	1273361	-	1095	3318	30116	2428	5024	21601	20161	33744	27129
gene:PBANKA_123380	12	1275484	1276383	+	900	214	1561	106	139	153	163	227	168
gene:PBANKA_123390	12	1277328	1277702	+	375	297	2211	99	362	466	458	402	387
gene:PBANKA_123400	12	1278207	1279449	-	1243	1674	14937	1616	4749	6637	5131	6595	5544
gene:PBANKA_123410	12	1281834	1283495	+	1662	691	5134	362	319	160	216	539	377
gene:PBANKA_123420	12	1284279	1284782	-	504	460	3884	421	956	2043	1711	1857	1482
gene:PBANKA_123430	12	1286897	1292291	-	5395	125	1049	56	40	42	27	45	35
gene:PBANKA_123440	12	1295199	1297088	+	1890	210	1429	122	151	136	187	397	294
gene:PBANKA_123450	12	1298845	1301155	+	2311	937	5884	1100	1209	1297	1290	1876	1491
gene:PBANKA_123460	12	1302714	1305224	-	2511	3458	24730	5492	2395	648	1151	2419	1545
gene:PBANKA_123470	12	1308578	1309918	-	1341	405	3039	328	403	309	299	264	208
gene:PBANKA_123480	12	1311384	1312484	+	1101	180	1411	138	333	277	255	259	155
gene:PBANKA_123490	12	1314155	1316791	+	2637	214	1255	111	145	129	154	199	145
gene:PBANKA_123500	12	1317575	1319401	-	1827	407	2620	200	223	124	233	552	384
gene:PBANKA_123510	12	1320274	1321070	+	797	213	1284	126	339	1869	1264	1192	902
gene:PBANKA_123520	12	1321522	1322451	-	930	170	1112	76	138	215	183	275	212
gene:PBANKA_123530	12	1323330	1324482	-	1153	20	140	24	21	82	62	110	61
gene:PBANKA_123540	12	1326222	1329071	-	2850	40	250	65	57	19	40	40	29
gene:PBANKA_123550	12	1329976	1335171	-	5196	56	403	30	19	12	10	20	17
gene:PBANKA_123560	12	1336220	1337659	+	1440	91	818	50	84	69	57	80	31
gene:PBANKA_123570	12	1338460	1343816	-	5357	82	488	53	91	211	201	325	227
gene:PBANKA_123580	12	1345083	1346093	+	1011	70	396	68	37	62	95	94	61
gene:PBANKA_123590	12	1346361	1350659	-	4299	309	2113	367	238	357	372	424	315
gene:PBANKA_123600	12	1351769	1353310	-	1542	441	3196	532	549	191	250	314	261
gene:PBANKA_123610	12	1354041	1355754	+	1714	483	2824	632	749	593	648	899	649
gene:PBANKA_123620	12	1356230	1356502	-	273	12	119	11	16	18	17	13	12
gene:PBANKA_123630	12	1358571	1361000	+	2430	156	1008	62	53	23	21	46	31
gene:PBANKA_123640	12	1361783	1364437	+	2655	290	1710	134	189	240	242	351	243
gene:PBANKA_123650	12	1365334	1367544	+	2211	42	216	39	8	4	5	10	6
gene:PBANKA_123670	12	1371727	1372748	+	1022	169	1241	191	356	568	443	297	299
gene:PBANKA_123680	12	1373231	1375303	-	2073	268	1565	179	135	90	154	243	185
gene:PBANKA_123690	12	1377048	1377748	+	701	346	2420	400	751	847	786	1050	892
gene:PBANKA_123700	12	1378137	1380205	-	2069	262	1738	526	1098	829	775	651	503
gene:PBANKA_123710	12	1382799	1410125	+	27327	322	2653	186	31	18	19	24	21
gene:PBANKA_123720	12	1410949	1411711	+	763	63	491	37	114	182	134	115	92
gene:PBANKA_123730	12	1413805	1415265	+	1461	221	1862	109	155	83	87	98	82
gene:PBANKA_123740	12	1416396	1417450	+	1055	8	54	1	9	20	14	14	7
gene:PBANKA_123750	12	1417759	1418496	-	738	20	110	23	38	19	25	18	10
gene:PBANKA_123760	12	1421915	1426158	+	4244	2446	20481	1091	240	43	68	200	135
gene:PBANKA_123770	12	1427205	1427912	+	708	607	4387	281	48	13	16	58	35
gene:PBANKA_123780	12	1430325	1434584	+	4260	316	3541	145	76	19	32	119	79
gene:PBANKA_123790	12	1435846	1437656	-	1811	54	513	33	38	31	34	61	42
gene:PBANKA_123800	12	1438943	1442066	+	3124	19	153	16	11	16	16	28	15
gene:PBANKA_123810	12	1442508	1443221	-	714	149	1306	68	184	136	118	102	89
gene:PBANKA_123820	12	1445300	1447550	+	2251	659	5364	816	979	339	408	656	488
gene:PBANKA_123830	12	1448087	1449154	-	1068	42	222	25	60	204	145	136	109
gene:PBANKA_123840	12	1449782	1450958	+	1177	58	366	21	59	73	69	55	52
gene:PBANKA_123850	12	1451724	1455970	-	4247	76	471	42	39	39	40	54	30
gene:PBANKA_123860	12	1459838	1461958	+	2121	198	1624	78	85	46	45	83	67
gene:PBANKA_123870	12	1463067	1464074	-	1008	105	1159	55	170	134	107	87	63
gene:PBANKA_123880	12	1467775	1471155	+	3381	1117	10266	1293	638	104	146	384	244
gene:PBANKA_123890	12	1472876	1476295	+	3420	850	5308	1117	785	281	406	881	599
gene:PBANKA_123900	12	1476912	1477729	-	818	2127	21178	926	2648	2207	1926	2235	1636
gene:PBANKA_123910	12	1480435	1481628	-	1194	15	80	6	10	15	12	18	5
gene:PBANKA_123920	12	1482909	1484006	-	1098	95	735	129	142	28	36	31	28
gene:PBANKA_123930	12	1485639	1486013	+	375	50	180	42	73	13	8	9	16
gene:PBANKA_123940	12	1487535	1488239	+	705	129	832	73	114	111	90	112	66
gene:PBANKA_123950	12	1489212	1489634	-	423	421	2841	496	781	342	360	429	367
gene:PBANKA_123960	12	1491236	1493730	-	2495	83	463	33	45	26	33	40	41
gene:PBANKA_123970	12	1495944	1498613	+	2670	27	213	20	23	13	7	17	9
gene:PBANKA_123980	12	1503736	1505679	+	1944	335	2799	318	108	42	45	95	53
gene:PBANKA_123990	12	1508785	1510809	+	2025	742	5836	320	351	383	451	1177	864
gene:PBANKA_124000	12	1512628	1517712	+	5085	256	1941	114	165	140	158	152	132
gene:PBANKA_124010	12	1518684	1519991	-	1308	1261	7510	1428	1646	1457	1719	2565	2078
gene:PBANKA_124020	12	1522458	1523867	+	1410	90	432	38	47	92	96	101	96
gene:PBANKA_124030	12	1524150	1528385	-	4236	17	127	17	5	3	5	4	4
gene:PBANKA_124040	12	1529296	1530477	-	1182	86	540	64	74	74	58	98	69
gene:PBANKA_124050	12	1531277	1532044	+	768	54	360	25	81	98	66	69	59
gene:PBANKA_124060	12	1533422	1534315	+	894	9004	66503	9344	14093	17005	17791	34967	27239
gene:PBANKA_124070	12	1535545	1537237	+	1693	77	730	48	133	319	253	278	214
gene:PBANKA_124080	12	1537393	1539489	-	2097	40	298	15	34	30	27	28	27
gene:PBANKA_124090	12	1540303	1541367	+	1065	40	246	14	32	23	20	16	9
gene:PBANKA_124100	12	1542460	1544647	-	2188	1163	8189	685	678	684	861	2176	1540
gene:PBANKA_124110	12	1546287	1547255	-	969	74	673	37	67	44	50	48	49
gene:PBANKA_124120	12	1548621	1549703	+	1083	62	379	29	29	18	19	18	27
gene:PBANKA_124130	12	1551219	1554761	+	3543	953	5626	624	434	267	270	561	365
gene:PBANKA_124140	12	1556450	1556875	+	426	1700	10005	1703	2877	2345	2280	3695	3151
gene:PBANKA_124150	12	1557840	1559828	-	1989	1783	12644	2248	1726	849	1562	2234	1777
gene:PBANKA_124160	12	1560941	1561684	-	744	14	129	11	14	11	8	17	14
gene:PBANKA_124170	12	1562697	1563703	+	1007	52	391	29	73	178	137	104	78
gene:PBANKA_124180	12	1564154	1567082	-	2929	77	949	41	37	67	68	143	110
gene:PBANKA_124190	12	1568761	1569663	-	903	36	266	17	42	36	44	29	18
gene:PBANKA_124200	12	1571410	1573486	-	2077	133	1323	66	124	104	99	133	98
gene:PBANKA_124210	12	1574855	1576762	-	1908	467	3437	302	718	570	472	583	460
gene:PBANKA_124220	12	1578606	1579139	+	534	16	135	16	14	45	53	52	31
gene:PBANKA_124230	12	1580675	1582121	+	1447	380	2659	467	489	308	346	387	282
gene:PBANKA_124240	12	1582545	1585381	-	2837	241	2079	105	225	145	176	204	146
gene:PBANKA_124250	12	1588275	1590173	+	1899	170	1274	98	94	40	56	58	49
gene:PBANKA_124260	12	1590573	1590947	-	375	430	3138	506	1068	851	577	584	490
gene:PBANKA_124270	12	1592053	1595589	-	3537	747	5417	388	220	307	355	630	413
gene:PBANKA_124280	12	1597486	1599241	-	1756	202	1458	143	136	140	175	199	164
gene:PBANKA_124290	12	1600059	1601747	-	1689	985	5960	886	370	178	328	445	336
gene:PBANKA_124300	12	1604549	1606724	+	2176	994	6607	918	988	763	806	1395	1055
gene:PBANKA_124310	12	1607526	1609429	+	1904	146	1358	121	332	646	623	1027	915
gene:PBANKA_124320	12	1609625	1609933	-	309	483	3061	634	1444	7853	5916	8165	7426
gene:PBANKA_124330	12	1610697	1611305	-	609	194	1871	156	360	464	467	575	429
gene:PBANKA_124340	12	1612686	1614263	-	1578	400	2703	621	474	171	212	290	199
gene:PBANKA_124350	12	1615601	1617349	-	1749	454	3555	303	762	1477	1138	1989	1688
gene:PBANKA_124360	12	1618357	1620468	-	2112	429	3821	321	212	90	84	212	133
gene:PBANKA_124370	12	1622161	1622914	-	754	175	923	85	147	36	38	66	44
gene:PBANKA_124380	12	1624123	1625165	+	1043	307	2234	191	348	230	211	286	217
gene:PBANKA_124390	12	1627239	1632774	+	5536	135	1395	116	51	39	42	61	36
gene:PBANKA_124400	12	1633714	1634841	+	1128	263	2156	133	425	310	269	277	182
gene:PBANKA_124410	12	1636367	1639258	-	2892	81	562	48	61	167	149	292	212
gene:PBANKA_124420	12	1641320	1646541	+	5222	128	996	77	19	16	19	35	28
gene:PBANKA_124430	12	1648168	1649439	-	1272	426	3529	382	771	663	598	809	681
gene:PBANKA_124440	12	1651783	1652043	-	261	60	540	47	100	215	177	145	121
gene:PBANKA_124450	12	1654165	1654982	+	818	28	195	20	24	37	45	50	36
gene:PBANKA_124460	12	1656446	1658002	-	1557	47	408	20	34	35	35	40	27
gene:PBANKA_124470	12	1660625	1664697	+	4073	75	549	23	22	16	13	30	12
gene:PBANKA_124480	12	1664996	1669615	-	4620	33	255	16	13	7	10	17	1
gene:PBANKA_124490	12	1670444	1673964	+	3521	20	139	9	26	76	66	60	40
gene:PBANKA_124500	12	1674062	1675476	-	1415	28	226	54	75	65	61	56	56
gene:PBANKA_124510	12	1676407	1679364	+	2958	92	786	100	89	25	27	51	28
gene:PBANKA_124520	12	1680463	1682658	+	2196	279	2408	131	340	551	481	628	464
gene:PBANKA_124530	12	1683227	1690837	-	7611	475	3360	355	44	3	15	44	28
gene:PBANKA_124540	12	1692627	1694627	+	2001	155	1199	255	176	44	77	110	70
gene:PBANKA_124550	12	1695783	1703342	-	7560	125	974	64	15	3	12	15	7
gene:PBANKA_124560	12	1704600	1705241	-	642	3	55	3	8	9	11	2	3
gene:PBANKA_124570	12	1705720	1707075	+	1356	24	153	13	21	13	13	17	16
gene:PBANKA_124580	12	1707386	1710604	-	3219	85	499	175	50	15	36	25	20
gene:PBANKA_124590	12	1720912	1722339	-	1428	42	309	24	42	99	95	139	100
gene:PBANKA_124592	12	1725156	1725465	+	310	0	0	0	0	0	0	0	1
gene:PBANKA_124600	12	1731555	1732417	+	863	26	166	10	43	55	36	72	61
gene:PBANKA_124610.2	12	1733290	1734731	-	1442	2	25	1	1	3	4	18	9
gene:PBANKA_124610.1	12	1733638	1734731	-	1094	0	0	0	0	0	0	0	0
gene:PBANKA_124620	12	1738558	1739004	+	447	8	111	7	21	16	17	33	28
gene:PBANKA_124630	12	1742356	1743481	+	1126	3	7	3	0	2	4	4	5
gene:PBANKA_124640	12	1746362	1747515	+	1154	3	39	8	5	8	5	12	10
gene:PBANKA_124650	12	1749865	1751057	+	1193	4	30	2	10	5	2	3	2
gene:PBANKA_124660	12	1753263	1754193	+	931	19	96	8	9	14	15	7	5
gene:PBANKA_124670	12	1757239	1758367	+	1129	2	22	2	2	1	0	7	6
gene:PBANKA_124680	12	1760731	1761882	+	1152	1	13	1	1	1	5	3	2
gene:PBANKA_124700	12	1768220	1770418	+	2199	2	13	4	0	0	3	1	1
gene:PBANKA_124710	12	1771848	1772757	+	910	15	187	6	6	15	22	46	34
gene:PBANKA_130010	13	2365	3488	-	1124	0	4	1	1	0	0	0	0
gene:PBANKA_130020	13	6317	7453	-	1137	5	35	2	6	3	3	6	1
gene:PBANKA_130030	13	12591	13782	+	1192	30	257	25	53	20	25	7	1
gene:PBANKA_130040	13	18254	19359	-	1106	0	0	0	0	1	0	0	0
gene:PBANKA_130050	13	23765	25267	-	1503	7	60	2	8	4	3	7	8
gene:PBANKA_130060	13	28186	30090	+	1905	57	480	61	81	16	19	28	20
gene:PBANKA_130070	13	31172	36019	-	4848	2368	29806	833	281	53	78	209	141
gene:PBANKA_130080	13	38136	54496	+	16361	155	1328	51	7	4	6	7	5
gene:PBANKA_130090	13	54956	55639	-	684	24	127	18	29	42	31	47	30
gene:PBANKA_130100	13	56653	59469	-	2817	17	106	10	10	10	4	16	9
gene:PBANKA_130110	13	60113	64357	-	4245	3	46	1	1	1	4	10	4
gene:PBANKA_130120	13	64781	65185	-	405	2	5	0	1	0	0	0	1
gene:PBANKA_130130	13	66727	67740	-	1014	219	1904	105	113	60	91	80	61
gene:PBANKA_130140	13	70595	71717	-	1123	40	303	23	48	55	56	36	18
gene:PBANKA_130150	13	73346	75861	+	2516	5	31	2	2	3	3	2	2
gene:PBANKA_130160	13	76165	78034	-	1870	38	286	37	44	158	121	130	124
gene:PBANKA_130170	13	79844	81652	+	1809	46	349	31	39	26	24	51	40
gene:PBANKA_130180	13	82022	92644	-	10623	136	748	59	16	4	6	17	13
gene:PBANKA_130190	13	93338	95896	-	2559	82	591	36	68	36	40	52	38
gene:PBANKA_130200	13	97897	111266	+	13370	16	86	8	2	2	3	8	7
gene:PBANKA_130210	13	111494	112019	-	526	0	3	1	0	0	0	3	1
gene:PBANKA_130220	13	113035	114651	-	1617	29	319	17	23	26	24	34	40
gene:PBANKA_130230	13	121035	127532	+	6498	15	91	13	7	8	13	9	13
gene:PBANKA_130240	13	128359	131172	-	2814	74	563	53	45	13	21	48	30
gene:PBANKA_130250	13	132787	133683	+	897	18	148	10	18	5	19	12	16
gene:PBANKA_130260	13	135131	138622	+	3492	34	183	19	16	26	29	35	31
gene:PBANKA_130270	13	142408	145567	+	3160	88	678	46	151	208	190	236	182
gene:PBANKA_130280	13	147230	147817	+	588	235	2407	65	207	179	147	246	232
gene:PBANKA_130290	13	149110	150175	+	1066	24	260	17	43	29	26	24	24
