Geneid	Chr	Start	End	Strand	Length	SRR3134662	SRR3134663	SRR3134664	SRR3134665	SRR3134666	SRR3134667
gene:PF3D7_1319900	13	822078	826547	-	4470	3150	1883	1446	1416	1820	1632
gene:PF3D7_1320000	13	829534	833310	+	3777	7620	3001	2862	2647	3285	2637
gene:PF3D7_1320100	13	834180	835308	-	1129	1150	432	491	493	481	452
gene:PF3D7_1320200	13	836563	838446	+	1884	5415	2346	2121	2217	2495	2541
gene:PF3D7_1320300	13	838848	840965	-	2118	976	387	397	310	428	278
gene:PF3D7_1320400	13	841671	842750	-	1080	564	273	232	226	278	230
gene:PF3D7_1320500	13	843639	845111	+	1473	2101	869	867	881	930	808
gene:PF3D7_1320600	13	847090	848383	+	1294	15275	5444	5537	5953	6318	5824
gene:PF3D7_1320700	13	849662	853990	+	4329	13936	5499	6166	5737	7442	6331
gene:PF3D7_1320800	13	854932	856463	+	1532	8400	3219	3041	3473	3589	3093
gene:PF3D7_1320900	13	857147	857944	-	798	5162	1480	1602	1684	1760	1699
gene:PF3D7_1321000	13	859299	861347	+	2049	18836	11523	9437	6838	10034	9458
gene:PF3D7_1321100	13	861442	872332	-	10891	2166	972	716	775	609	668
gene:PF3D7_1321200	13	875265	875847	+	583	7196	2700	2774	2813	3217	2724
gene:PF3D7_1321300	13	876221	886264	-	10044	1297	732	547	532	631	555
gene:PF3D7_1321400	13	887271	889699	+	2429	908	468	357	424	365	417
gene:PF3D7_1321500.2	13	890106	894782	-	4677	0	0	0	0	0	0
gene:PF3D7_1321500.1	13	890106	894782	-	4677	0	0	0	0	0	0
gene:PF3D7_1321600	13	897716	901044	+	3329	2108	1086	822	1046	976	1158
gene:PF3D7_1321700	13	902383	905166	+	2784	24235	8034	8387	8155	9814	8096
gene:PF3D7_1321800	13	908503	909639	+	1137	2877	1021	1086	993	1173	996
gene:PF3D7_1321900	13	911667	912545	-	879	1398	715	469	564	596	531
gene:PF3D7_1322000	13	916360	918594	+	2235	8449	3166	3017	2941	3508	3003
gene:PF3D7_1322100	13	920971	929449	+	8479	16384	4544	4499	4211	4634	3748
gene:PF3D7_1322200	13	931314	943825	+	12512	26233	7384	9239	6949	10802	6975
gene:PF3D7_1322300	13	944275	949285	-	5011	4158	1980	1755	1767	1875	1657
gene:PF3D7_1322400	13	951155	952479	+	1325	5095	2001	2144	1924	2372	2104
gene:PF3D7_1322500	13	953154	955789	+	2636	22761	8113	8085	7423	9116	7583
gene:PF3D7_1322600	13	955957	957495	-	1539	914	469	427	385	431	386
gene:PF3D7_1322700	13	958219	959175	-	957	7429	2776	2911	2937	3395	2814
gene:PF3D7_1322800	13	960166	960646	+	481	1251	448	434	426	491	405
gene:PF3D7_1322900	13	961213	963561	+	2349	141013	54057	50189	63126	58193	63501
gene:PF3D7_1323000	13	963661	964690	-	1030	255	126	97	86	116	99
gene:PF3D7_1323100	13	965486	966280	-	795	9927	3675	3629	3904	4040	3653
gene:PF3D7_1323200	13	968110	968798	-	689	6893	1947	2550	2198	2957	2077
gene:PF3D7_1323300	13	970278	971336	+	1059	7516	2972	3219	2921	3706	2988
gene:PF3D7_1323400	13	971847	973036	-	1190	6646	2661	2434	2672	2783	2341
gene:PF3D7_1323500	13	975403	977175	+	1773	7121	2997	2754	2531	2974	2501
gene:PF3D7_1323600	13	978965	980221	+	1257	9573	3839	3259	4002	3730	3643
gene:PF3D7_1323700	13	982611	983801	+	1191	8130	2228	2616	2521	2961	2315
gene:PF3D7_1323800	13	984596	988657	-	4062	3085	1387	1304	1164	1463	1119
gene:PF3D7_1323900	13	989468	990598	+	1131	2601	1010	1032	867	1085	870
gene:PF3D7_1324000	13	990899	995278	-	4380	6263	2683	2389	2428	2456	2532
gene:PF3D7_1324100	13	997721	999262	+	1542	877	483	333	427	431	404
gene:PF3D7_1324200	13	1000100	1001882	-	1783	15611	5893	6002	6453	6729	6777
gene:PF3D7_1324300	13	1002748	1019303	-	16556	5846	2543	2309	1930	2702	1949
gene:PF3D7_1324400	13	1021509	1022537	+	1029	3217	1343	1233	1235	1572	1165
gene:PF3D7_1324500	13	1023260	1027743	-	4484	7224	2804	2670	2527	2944	2442
gene:PF3D7_1324600	13	1028492	1033629	+	5138	5518	2250	2107	1849	2399	1933
gene:PF3D7_1324700	13	1034900	1035637	+	738	3190	1129	1202	1093	1342	1096
gene:PF3D7_1324800	13	1036543	1038531	-	1989	4268	2108	1722	2010	2200	2066
gene:PF3D7_1324900	13	1041157	1042107	+	951	13462	4199	4819	4918	5387	4512
gene:PF3D7_1325000	13	1042855	1043088	-	234	809	376	304	453	397	356
gene:PF3D7_1325100	13	1044552	1045865	-	1314	9661	3647	3341	3659	3686	3334
gene:PF3D7_1325200	13	1047848	1049359	-	1512	7793	2802	2759	3203	3048	3133
gene:PF3D7_1325300	13	1050915	1051319	+	405	166	90	94	32	88	52
gene:PF3D7_1325400	13	1052751	1063310	+	10560	25188	10066	9702	8487	11656	8943
gene:PF3D7_1325500	13	1063944	1066411	+	2468	2542	1002	855	888	959	833
gene:PF3D7_1325600	13	1067097	1067685	+	589	4544	1829	1644	1763	1964	1925
gene:PF3D7_1325700	13	1068050	1068635	-	586	793	351	317	333	402	397
gene:PF3D7_1325800	13	1071146	1075747	+	4602	2452	1018	992	1028	1064	1124
gene:PF3D7_1325900	13	1076161	1084587	-	8427	13719	5404	5182	4755	5833	4607
gene:PF3D7_1326000	13	1085786	1086861	-	1076	8917	3106	3072	3119	3360	3226
gene:PF3D7_1326100	13	1087584	1089099	+	1516	3567	1184	1400	1274	1562	1270
gene:PF3D7_1326200	13	1090329	1091327	-	999	881	331	330	256	334	247
gene:PF3D7_1326300	13	1092394	1094187	-	1794	5628	2213	2025	2295	2517	2023
gene:PF3D7_1326400	13	1095553	1098464	-	2912	2865	1313	1166	1132	1354	1044
gene:PF3D7_1326500	13	1099489	1105836	-	6348	7701	2875	3201	2499	3700	2592
gene:PF3D7_1326600	13	1107875	1122540	+	14666	13601	4952	5219	4678	6246	4648
gene:PF3D7_1326700	13	1125280	1126908	+	1629	5081	1727	1926	1556	2073	1714
gene:PF3D7_1326800	13	1127436	1128761	-	1326	657	268	273	221	288	250
gene:PF3D7_1326900	13	1129363	1133046	-	3684	2850	1080	1094	957	1288	1003
gene:PF3D7_1327000	13	1134070	1138040	-	3971	1367	663	559	484	663	511
gene:PF3D7_1327100	13	1138558	1141561	-	3004	143517	51862	47648	55063	49842	56980
gene:PF3D7_1327200	13	1143157	1143915	+	759	2461	946	1021	872	1045	928
gene:PF3D7_1327300	13	1145719	1151106	+	5388	123518	34364	40483	34738	43665	35076
gene:PF3D7_1327400	13	1152603	1153511	-	909	683	323	318	297	369	330
gene:PF3D7_1327500	13	1155022	1157905	+	2884	208	149	102	107	87	81
gene:PF3D7_1327600	13	1159366	1159980	+	615	896	481	374	403	387	324
gene:PF3D7_1327700	13	1160461	1161276	-	816	1168	633	592	446	654	495
gene:PF3D7_1327800	13	1162620	1164302	+	1683	2955	1478	1143	1348	1321	1163
gene:PF3D7_1327900	13	1165307	1166558	+	1252	611	276	252	209	308	239
gene:PF3D7_1328000	13	1174191	1180832	-	6642	11991	4660	4245	3898	4835	3781
gene:PF3D7_1328100	13	1184208	1185020	+	813	16404	6029	5694	6555	6634	6191
gene:PF3D7_1328200	13	1186619	1195201	+	8583	5019	2574	1951	2166	2314	2187
gene:PF3D7_1328300	13	1196229	1197509	-	1281	10846	3898	3616	3692	4262	3402
gene:PF3D7_1328400	13	1200840	1202342	-	1503	2257	917	858	821	1118	883
gene:PF3D7_1328500	13	1204186	1207200	-	3015	8426	3150	2697	2858	3240	2857
gene:PF3D7_1328600	13	1209744	1211772	-	2029	7473	2363	2773	2262	2814	2414
gene:PF3D7_1328800	13	1214907	1215728	+	822	7911	2951	2987	3274	3494	3125
gene:PF3D7_1328900	13	1215925	1217118	-	1194	753	301	251	282	285	273
gene:PF3D7_1329000	13	1217917	1225535	-	7619	10494	4345	4278	4032	5464	3952
gene:PF3D7_1329100	13	1227372	1234418	-	7047	26104	8792	9180	8493	10986	8213
gene:PF3D7_1329200	13	1237200	1238429	-	1230	2349	794	868	725	833	665
gene:PF3D7_1329300	13	1239486	1241234	-	1749	8270	2697	2976	2770	3546	2577
gene:PF3D7_1329400	13	1243172	1246344	+	3173	14485	6100	5096	6520	5777	6512
gene:PF3D7_1329500	13	1252059	1257973	+	5915	20581	7565	7246	7207	8863	6398
gene:PF3D7_1329600	13	1258956	1259861	-	906	2976	956	1225	912	1220	927
gene:PF3D7_1329700	13	1261345	1262943	-	1599	7756	2940	2832	2744	3133	2698
gene:PF3D7_1329800	13	1265137	1268763	+	3627	877	602	455	491	603	450
gene:PF3D7_1329900	13	1269311	1271434	+	2124	1780	703	691	601	732	599
gene:PF3D7_1330000.2	13	1272213	1273859	+	1647	0	0	0	0	0	0
gene:PF3D7_1330000.1	13	1272213	1273859	+	1647	0	0	0	0	0	0
gene:PF3D7_1330100	13	1274448	1275008	+	561	2145	910	814	920	937	984
gene:PF3D7_1330200	13	1275104	1275899	+	796	3323	1161	1131	1292	1241	1286
gene:PF3D7_1330300	13	1276089	1278373	-	2285	8400	3099	2755	2972	3251	2792
gene:PF3D7_1330400.1	13	1279800	1281285	-	1486	1756	511	633	460	698	463
gene:PF3D7_1330400.2	13	1280063	1281285	-	1223	0	0	0	0	0	0
gene:PF3D7_1330500	13	1284988	1287165	+	2178	24324	8105	8934	8977	10004	9354
gene:PF3D7_1330600	13	1287891	1289408	-	1518	21244	8216	7960	9187	9445	9165
gene:PF3D7_1330700	13	1290118	1292954	+	2837	5647	1967	1864	1804	1922	1599
gene:PF3D7_1330800	13	1294615	1296966	+	2352	58136	20121	21552	21889	23882	22300
gene:PF3D7_1331000	13	1297600	1299273	-	1674	2029	921	759	840	836	835
gene:PF3D7_1331100	13	1299906	1305294	-	5389	11039	4832	4318	4427	5356	4133
gene:PF3D7_1331200	13	1306654	1307999	+	1346	2266	1072	956	771	1154	778
gene:PF3D7_1331300	13	1309177	1310006	+	830	6250	1877	2164	1931	2293	1759
gene:PF3D7_1331400	13	1310771	1312216	+	1446	217008	87626	75404	96378	85121	95609
gene:PF3D7_1331500	13	1313924	1315786	+	1863	3783	2070	1820	1635	2259	1754
gene:PF3D7_1331600	13	1316496	1317806	-	1311	23362	8620	7899	8309	8238	8575
gene:PF3D7_1331700	13	1319089	1321845	-	2757	7812	2976	2801	2827	3312	2635
gene:PF3D7_1331800	13	1324012	1324802	+	791	18997	5891	6554	6760	7485	6663
gene:PF3D7_1332000	13	1325913	1327532	-	1620	5645	1991	2127	2003	2418	1593
gene:PF3D7_1332100	13	1329491	1331059	+	1569	3911	1488	1428	1380	1616	1239
gene:PF3D7_1332200	13	1332299	1335592	+	3294	2814	1013	790	990	861	793
gene:PF3D7_1332300	13	1336401	1336892	+	492	3311	1257	1303	1259	1372	1303
gene:PF3D7_1332400	13	1337117	1339693	-	2577	5989	2599	2644	2005	2915	2099
gene:PF3D7_1332500	13	1340786	1341442	+	657	20592	7480	7137	8099	8020	7838
gene:PF3D7_1332600	13	1342012	1343805	-	1794	2283	1051	862	1004	1010	1055
gene:PF3D7_1332700	13	1344806	1346278	-	1473	16922	5973	6045	6117	6825	5940
gene:PF3D7_1332800	13	1348779	1349522	+	744	6350	2316	2344	2621	2584	2539
gene:PF3D7_1332900	13	1350042	1353860	-	3819	26666	10505	9583	10019	10986	9226
gene:PF3D7_1333000	13	1355285	1357194	+	1910	10605	3904	3790	3814	4170	3398
gene:PF3D7_1333100	13	1357704	1360319	-	2616	2239	1366	1129	1121	1368	1173
gene:PF3D7_1333200	13	1362093	1367609	+	5517	5174	2801	2360	2305	2782	2246
gene:PF3D7_1333300	13	1368081	1368716	-	636	2813	1078	1110	1032	1271	1059
gene:PF3D7_1333400	13	1370083	1370799	+	717	22832	8189	7977	8972	9223	9236
gene:PF3D7_1333500	13	1371671	1373056	+	1386	9288	3336	3487	3332	3538	3725
gene:PF3D7_1333600	13	1373390	1377397	-	4008	6403	2668	2556	2654	2976	2441
gene:PF3D7_1333700	13	1379109	1379621	-	513	19858	7288	6465	7975	7375	7210
gene:PF3D7_1333800	13	1382631	1383335	+	705	9407	3782	3577	3848	4090	4292
gene:PF3D7_1333900	13	1385058	1389143	+	4086	1113	592	461	429	518	456
gene:PF3D7_1334000	13	1390016	1391353	-	1338	5554	2094	2132	1910	2378	1860
gene:PF3D7_1334100	13	1392614	1395565	-	2952	8717	3619	3620	3171	3937	3035
gene:PF3D7_1334200	13	1398271	1399845	+	1575	7007	2489	2556	2234	2785	2395
gene:PF3D7_1334300	13	1400897	1402276	-	1380	1084	719	357	617	385	573
gene:PF3D7_1334400	13	1403522	1404451	-	930	120	121	47	110	79	108
gene:PF3D7_1334500	13	1405731	1407512	-	1782	153	90	51	67	26	53
gene:PF3D7_1334600	13	1409049	1409945	-	897	1788	940	656	889	726	794
gene:PF3D7_1334700	13	1411100	1411708	-	609	86	93	25	67	44	86
gene:PF3D7_1334800	13	1413102	1413947	-	846	129	131	40	111	44	82
gene:PF3D7_1335000	13	1416316	1417458	-	1143	52	60	14	61	27	48
gene:PF3D7_1335100	13	1419086	1420141	-	1056	507	439	173	326	202	341
gene:PF3D7_1335300	13	1428874	1438852	-	9979	84	66	23	62	36	53
gene:PF3D7_1335400	13	1440779	1450385	+	9607	136	130	64	107	54	91
gene:PF3D7_1335500	13	1451489	1453443	+	1955	182	73	38	59	36	45
gene:PF3D7_1335600	13	1454507	1455875	+	1369	724	337	314	206	345	232
gene:PF3D7_1335700	13	1456110	1461326	-	5217	3173	1361	1232	997	1493	1011
gene:PF3D7_1335800	13	1462180	1463991	+	1812	2699	1279	1240	887	1278	978
gene:PF3D7_1335900	13	1464895	1466619	-	1725	7600	2736	2427	3078	2676	3025
gene:PF3D7_1336000	13	1469844	1471453	+	1610	3033	1255	1151	1024	1395	995
gene:PF3D7_1336100	13	1472183	1473114	+	932	1443	475	485	513	543	528
gene:PF3D7_1336200	13	1474274	1475661	+	1388	7985	2493	2782	2748	2905	2804
gene:PF3D7_1336300	13	1476333	1477307	+	975	278	109	92	76	88	67
gene:PF3D7_1336400	13	1477961	1480024	-	2064	9881	3251	3392	3369	3786	3284
gene:PF3D7_1336600	13	1480954	1481702	+	749	5333	1951	1940	2135	2245	2041
gene:PF3D7_1336700	13	1482361	1482837	-	477	1665	677	660	651	728	615
gene:PF3D7_1336800	13	1486456	1487616	+	1161	4639	1976	1866	1876	2159	2077
gene:PF3D7_1336900	13	1488061	1490262	-	2202	1173	557	444	584	536	497
gene:PF3D7_1337000	13	1491265	1494308	-	3044	1853	805	777	741	877	737
gene:PF3D7_1337100	13	1495259	1497240	+	1982	3171	1457	1280	1488	1345	1536
gene:PF3D7_1337200	13	1497877	1501494	+	3618	1412	629	490	601	533	458
gene:PF3D7_1337300	13	1503015	1506022	+	3008	7570	3093	2861	2691	3220	2689
gene:PF3D7_1337400	13	1506965	1508977	+	2013	2804	1293	1273	1050	1360	1151
gene:PF3D7_1337500	13	1509589	1519593	-	10005	30698	8133	10310	8308	11182	9318
gene:PF3D7_1337700	13	1525562	1527814	+	2253	11068	4396	4227	3969	4508	3955
gene:PF3D7_1337800	13	1528502	1530208	-	1707	246	128	77	134	95	113
gene:PF3D7_1337900	13	1534507	1535166	+	660	3045	1199	1156	1072	1251	1169
gene:PF3D7_1338000	13	1536463	1540353	+	3891	8414	2966	2942	2821	3437	2974
gene:PF3D7_1338100	13	1542080	1543981	+	1902	25540	8742	9314	8706	10294	8084
gene:PF3D7_1338200	13	1545070	1545735	-	666	6048	2154	2171	1997	2401	1937
gene:PF3D7_1338300	13	1548692	1550396	+	1705	38356	12107	13298	13270	15124	13183
gene:PF3D7_1338400	13	1550949	1553103	-	2155	17467	6555	6507	7184	6936	7455
gene:PF3D7_1338500	13	1554199	1556364	+	2166	606	321	239	273	280	256
gene:PF3D7_1338600	13	1556659	1559734	-	3076	23303	8479	8038	8440	9051	8156
gene:PF3D7_1338700	13	1561255	1563123	-	1869	13435	4035	4081	3970	4501	3840
gene:PF3D7_1338800	13	1564932	1567660	-	2729	206322	76528	71546	88317	83074	86882
gene:PF3D7_1338900	13	1568374	1571169	-	2796	6169	2506	2397	2327	2642	2414
gene:PF3D7_1339000	13	1572631	1573723	-	1093	3150	1033	1192	1117	1376	948
gene:PF3D7_1339300	13	1583226	1584053	+	828	6956	2151	2291	2361	2556	2288
gene:PF3D7_1339400	13	1585806	1586399	-	594	4333	1552	1493	1532	1716	1580
gene:PF3D7_1339500	13	1587028	1587874	-	847	938	328	329	331	330	259
gene:PF3D7_1339600	13	1588404	1590290	+	1887	2241	844	888	790	913	803
gene:PF3D7_1339700	13	1590510	1596320	-	5811	8261	4417	3473	3589	4115	3326
gene:PF3D7_1339800	13	1597400	1597618	-	219	777	341	343	214	394	261
gene:PF3D7_1339900	13	1598401	1601178	+	2778	4905	2216	2107	2023	2304	2133
gene:PF3D7_1340000	13	1601698	1603554	-	1857	5319	2120	1833	1797	2001	1601
gene:PF3D7_1340100	13	1604376	1605212	-	837	7132	2393	2660	2659	2967	2693
gene:PF3D7_1340200	13	1605800	1605976	-	177	12	4	1	7	8	4
gene:PF3D7_1340300	13	1607323	1610190	+	2868	8570	3527	3098	3149	3466	2976
gene:PF3D7_1340400	13	1610715	1611989	-	1275	18346	7803	6734	8644	7391	9278
gene:PF3D7_1340500	13	1613197	1616805	-	3609	13183	3627	4508	3069	4579	3258
gene:PF3D7_1340600	13	1618001	1619728	-	1728	6389	2763	2268	2547	2670	2219
gene:PF3D7_1340700	13	1621292	1622718	-	1427	12659	3963	4169	4507	4681	4339
gene:PF3D7_1340800	13	1624054	1624490	+	437	3685	1263	1263	1212	1399	1273
gene:PF3D7_1340900	13	1627311	1629480	+	2170	23028	7964	8226	8490	9942	7445
gene:PF3D7_1341200	13	1633860	1634530	-	671	7353	2485	2699	2789	3078	2536
gene:PF3D7_1341300	13	1636556	1637833	+	1278	18359	5246	6168	5489	6863	5282
gene:PF3D7_1341500	13	1639617	1641143	+	1527	6481	2231	2237	2061	2550	2007
gene:PF3D7_1341600	13	1642119	1644479	+	2361	3451	1111	1158	1099	1281	1104
gene:PF3D7_1341700	13	1645066	1645666	+	601	4962	1777	1960	1793	1998	1770
gene:PF3D7_1341800	13	1646330	1647718	-	1389	94080	35819	34014	40852	38166	42410
gene:PF3D7_1341900	13	1649113	1650649	-	1537	17276	5127	5823	5914	6776	5834
gene:PF3D7_1342000	13	1653211	1654131	-	921	12449	4498	4673	4844	5139	4761
gene:PF3D7_1342100	13	1657442	1660171	+	2730	6384	2068	2299	2055	2739	1845
gene:PF3D7_1342200	13	1660812	1663730	-	2919	620	326	276	270	347	250
gene:PF3D7_1342300	13	1664854	1665645	+	792	1971	848	759	713	880	720
gene:PF3D7_1342400	13	1666832	1668153	-	1322	10720	3714	3792	3633	4453	3559
gene:PF3D7_1342500	13	1669694	1670956	-	1263	3070	1296	1015	1193	1188	1230
gene:PF3D7_1342600	13	1673699	1676539	+	2841	43046	12323	13903	13819	15244	13054
gene:PF3D7_1342700	13	1677540	1677917	-	378	1610	583	575	669	751	610
gene:PF3D7_1342800	13	1679693	1681444	+	1752	114793	43153	40669	49348	47303	47408
gene:PF3D7_1342900	13	1682393	1693969	-	11577	7515	2873	2878	2399	3325	2426
gene:PF3D7_1343000	13	1696894	1698113	+	1220	12770	4955	4761	5642	5706	5960
gene:PF3D7_1343100	13	1699683	1700630	-	948	3093	1163	1127	959	1308	939
gene:PF3D7_1343200	13	1704570	1706123	+	1554	7325	2796	2683	2662	2844	2718
gene:PF3D7_1343300	13	1707731	1710679	-	2949	18766	6225	6878	6217	7895	6179
gene:PF3D7_1343400	13	1714443	1719255	+	4813	5941	2570	2051	2370	2294	2135
gene:PF3D7_1343500	13	1720319	1721672	+	1354	10143	3316	3557	3747	3981	3371
gene:PF3D7_1343600	13	1721904	1723685	-	1782	1632	718	715	639	774	719
gene:PF3D7_1343700	13	1724817	1726997	-	2181	14020	5166	4827	4988	5411	4322
gene:PF3D7_1343800	13	1730702	1753486	-	22785	11382	4497	4468	3389	5176	3618
gene:PF3D7_1343900	13	1756212	1758158	+	1947	2198	1061	948	970	1056	1072
gene:PF3D7_1344000	13	1759466	1761991	+	2526	1927	1037	693	820	874	857
gene:PF3D7_1344100	13	1764190	1766607	+	2418	12590	4184	4144	3842	4469	3513
gene:PF3D7_1344200	13	1769129	1771927	+	2799	12301	4530	4772	4145	5384	4238
gene:PF3D7_1344300	13	1774275	1779042	-	4768	9368	2973	3178	3077	3463	2881
gene:PF3D7_1344400	13	1785333	1786805	-	1473	8853	4223	4134	3218	4566	3909
gene:PF3D7_1344500	13	1787820	1788869	-	1050	12436	5188	5189	4664	5653	5339
gene:PF3D7_1344600	13	1789425	1790672	+	1248	12920	5164	4611	6012	5524	6303
gene:PF3D7_1344700	13	1791032	1794766	-	3735	235	94	89	76	110	78
gene:PF3D7_1344800	13	1796274	1797709	+	1436	14939	3955	5213	4739	5515	5341
gene:PF3D7_1344900	13	1801271	1805737	+	4467	9873	4180	3878	3773	4503	3555
gene:PF3D7_1345000	13	1807159	1809617	+	2459	57210	19239	19821	21503	22528	21609
gene:PF3D7_1345100	13	1809736	1810521	-	786	518	280	216	296	212	256
gene:PF3D7_1345200	13	1812220	1813929	-	1710	1290	679	542	609	630	564
gene:PF3D7_1345300	13	1815075	1815548	-	474	5705	1896	1894	2004	2169	2290
gene:PF3D7_1345400	13	1816344	1821300	-	4957	14504	6211	5396	5545	5950	5648
gene:PF3D7_1345500	13	1823190	1824026	+	837	1323	558	509	527	513	502
gene:PF3D7_1345600	13	1826411	1827649	+	1239	6561	2487	2527	2729	2868	2427
gene:PF3D7_1345700	13	1828283	1829689	-	1407	14594	5303	5267	5856	6017	5939
gene:PF3D7_1345800	13	1831842	1834991	+	3150	4664	2099	1880	1931	2186	1817
gene:PF3D7_1345900	13	1835511	1836799	-	1289	22529	8195	8226	8549	8747	8614
gene:PF3D7_1346000	13	1837752	1840105	-	2354	5037	2431	2298	1752	2488	2014
gene:PF3D7_1346100	13	1843376	1844897	+	1522	42919	13900	15623	15307	18131	15765
gene:PF3D7_1346200	13	1845878	1846384	-	507	363	195	268	124	254	216
gene:PF3D7_1346300	13	1849528	1850517	+	990	7087	2626	2520	2707	2856	2481
gene:PF3D7_1346400	13	1852898	1870864	+	17967	51369	14848	16982	13910	19224	13306
gene:PF3D7_1346500	13	1871922	1873709	+	1788	4256	1845	1558	1700	1677	1742
gene:PF3D7_1346600	13	1874060	1874725	-	666	2274	950	964	638	1049	756
gene:PF3D7_1346700	13	1876016	1877362	-	1347	18416	6815	6295	6939	6827	6775
gene:PF3D7_1346800	13	1878875	1880194	-	1320	17364	7900	7140	7954	8298	8411
gene:PF3D7_1346900	13	1881902	1882657	+	756	8012	3375	4061	2613	4723	3348
gene:PF3D7_1347000	13	1882964	1884946	-	1983	4821	1665	1777	1917	1982	1791
gene:PF3D7_1347100	13	1886344	1888476	+	2133	30374	10478	10502	11331	11771	12008
gene:PF3D7_1347200	13	1889853	1891121	-	1269	6924	2137	2331	2274	2710	2311
gene:PF3D7_1347300	13	1893613	1895023	-	1411	733	379	332	274	356	301
gene:PF3D7_1347400	13	1895983	1896402	+	420	1327	528	512	517	576	509
gene:PF3D7_1347500	13	1897983	1899362	-	1380	30608	9372	10156	10742	11272	10655
gene:PF3D7_1347600	13	1902723	1905355	+	2633	55882	20163	20211	21692	22772	21755
gene:PF3D7_1347700	13	1908960	1910885	+	1926	27071	8883	8934	8487	9575	7678
gene:PF3D7_1347800	13	1911507	1912832	+	1326	833	260	313	264	368	299
gene:PF3D7_1347900	13	1912948	1918904	-	5957	3719	1489	1401	1407	1843	1336
gene:PF3D7_1348000	13	1919834	1923999	-	4166	5255	1986	2094	1813	2200	1794
gene:PF3D7_1348100	13	1925049	1926780	+	1732	4980	1795	1877	1864	2004	1747
gene:PF3D7_1348200	13	1927449	1928260	+	812	1701	608	709	611	794	598
gene:PF3D7_1348300	13	1929091	1933721	-	4631	8718	3083	3285	2712	3915	2670
gene:PF3D7_1348400	13	1935596	1947380	-	11785	82075	26797	32219	24900	35846	30772
gene:PF3D7_1348500	13	1950400	1951847	+	1448	9348	2749	3436	2562	3639	2561
gene:PF3D7_1348600	13	1953304	1954852	+	1549	1930	850	781	709	848	734
gene:PF3D7_1348700	13	1955254	1958358	-	3105	947	407	349	411	374	381
gene:PF3D7_1348800	13	1959657	1965677	+	6021	1048	527	396	476	497	439
gene:PF3D7_1348900	13	1965963	1966322	-	360	2024	792	741	830	929	881
gene:PF3D7_1349000	13	1966890	1969427	-	2538	8149	2845	2824	2667	2817	2609
gene:PF3D7_1349100	13	1969769	1970752	-	984	3010	799	1076	945	1150	915
gene:PF3D7_1349200	13	1971890	1974481	-	2592	7367	2614	2619	2272	2882	2132
gene:PF3D7_1349300	13	1977269	1982692	+	5424	16722	5734	6050	5036	6566	4831
gene:PF3D7_1349400	13	1983823	1985011	+	1189	1719	719	541	707	676	643
gene:PF3D7_1349500	13	1985337	1995614	-	10278	10315	4127	4040	3213	4870	3288
gene:PF3D7_1349600	13	1997023	1998282	+	1260	3566	1401	1378	1410	1503	1346
gene:PF3D7_1349700	13	1998815	1999771	+	957	8025	3451	3030	3268	3587	3694
gene:PF3D7_1349800	13	2000681	2002000	+	1320	873	402	361	288	476	330
gene:PF3D7_1349900	13	2002429	2002989	-	561	4549	1252	1983	1036	2160	1343
gene:PF3D7_1350000	13	2003332	2005134	-	1803	14553	3614	5208	4112	5356	4365
gene:PF3D7_1350100	13	2005962	2007950	-	1989	17803	7176	6703	7875	7351	7405
gene:PF3D7_1350200	13	2009477	2010281	-	805	1798	729	714	658	703	583
gene:PF3D7_1350300	13	2011168	2012085	+	918	2213	884	875	749	1132	796
gene:PF3D7_1350400	13	2012799	2014919	+	2121	1383	648	568	552	658	539
gene:PF3D7_1350500	13	2015367	2018801	-	3435	7547	2927	2806	2843	3159	2593
