Geneid	Chr	Start	End	Strand	Length	SRR1605330	SRR1605331	SRR1605332	SRR1605333	SRR1605334	SRR1605335	SRR1605336	SRR1605337	SRR1605338	SRR1605339	SRR1605340	SRR1605341	SRR1605342	SRR1605343	SRR1605344	SRR1605345	SRR1605346	SRR1605347
PF3D7_1141400	11	1663621	1665250	+	1630	17	32	212	205	88	118	5	8	158	150	124	101	8	5	148	184	144	128
PF3D7_1141500	11	1665761	1668162	+	2402	0	0	2	3	5	0	1	0	5	4	3	2	1	0	3	2	3	3
PF3D7_1141600	11	1668302	1669081	-	780	4	9	61	77	17	22	1	3	34	52	28	24	6	1	36	44	37	27
PF3D7_1141700	11	1669951	1671512	+	1562	29	24	124	114	37	53	10	10	77	63	51	55	26	13	93	145	47	25
PF3D7_1141800	11	1672519	1674557	-	2039	5	38	28	48	65	68	10	6	14	9	60	66	8	5	52	36	95	69
PF3D7_1141900	11	1676255	1677769	-	1515	0	3	1	1	4	5	1	0	1	0	4	4	1	0	9	5	6	10
PF3D7_1142000	11	1679078	1681156	+	2079	0	4	5	1	2	3	0	0	3	5	2	2	0	0	7	10	1	0
PF3D7_1142100	11	1681868	1690084	-	8217	137	406	159	120	276	186	101	100	153	161	112	149	88	107	146	183	159	117
PF3D7_1142200	11	1692897	1694137	-	1241	5	7	5	14	6	9	0	0	4	4	3	5	4	4	7	3	5	2
PF3D7_1142300	11	1695507	1701258	+	5752	33	71	116	77	233	166	12	7	117	110	116	107	9	10	122	190	176	100
PF3D7_1142400	11	1702089	1703642	-	1554	115	199	221	292	128	136	135	110	114	117	101	98	128	119	120	152	115	99
PF3D7_1142500	11	1705696	1706573	-	878	404	463	551	701	110	139	1035	688	427	441	79	84	621	578	196	238	129	219
PF3D7_1142600	11	1708066	1708679	-	614	1427	1576	1390	1607	300	338	3153	2117	1034	992	331	269	2496	2354	647	769	380	522
PF3D7_1142700	11	1710325	1712172	-	1848	104	160	82	73	22	37	106	99	45	63	26	10	68	72	73	93	12	9
PF3D7_1142800	11	1713081	1713974	+	894	8	23	81	101	26	24	7	11	65	50	40	33	13	9	61	89	31	23
PF3D7_1142900	11	1715283	1716806	+	1524	14	9	8	6	30	22	1	1	4	10	44	21	4	5	4	7	26	28
PF3D7_1143000	11	1717546	1718694	+	1149	5	7	54	62	37	51	4	2	38	32	23	35	1	1	35	46	33	23
PF3D7_1143100	11	1720047	1724861	-	4815	92	303	10	12	1285	780	26	25	11	13	294	258	24	30	56	86	426	207
PF3D7_1143200	11	1729793	1730899	+	1107	35	73	112	131	239	218	16	13	81	83	231	214	25	26	213	257	285	314
PF3D7_1143300	11	1731899	1732900	-	1002	199	247	189	240	150	154	283	214	146	177	147	164	323	331	225	276	171	158
PF3D7_1143400	11	1735126	1736572	+	1447	227	319	438	429	187	197	391	279	368	319	187	212	327	307	398	471	220	268
PF3D7_1143500	11	1737256	1740029	-	2774	4	8	86	101	47	54	3	3	55	69	31	11	3	2	41	50	36	21
PF3D7_1143600	11	1740935	1741828	-	894	11	8	4	5	12	15	4	2	3	3	10	2	4	5	1	4	8	7
PF3D7_1143700	11	1742589	1746306	+	3718	3	8	6	6	14	12	2	2	1	1	0	3	2	1	4	2	2	2
PF3D7_1143800	11	1748439	1751138	+	2700	77	217	35	31	75	53	156	121	31	25	89	73	201	191	130	198	140	93
PF3D7_1143900	11	1751577	1753269	-	1693	14	17	53	66	24	42	11	9	30	32	15	15	12	12	21	26	25	29
PF3D7_1144000	11	1755438	1755935	+	498	464	691	813	895	181	252	1661	1086	680	608	209	265	1103	1026	523	687	229	348
PF3D7_1144100	11	1756557	1757182	-	626	7	19	77	135	34	36	10	6	72	62	30	20	17	7	50	55	22	34
PF3D7_1144200	11	1757488	1758637	-	1150	4	8	2	3	5	3	1	1	1	0	2	0	5	1	9	13	2	2
PF3D7_1144300	11	1759257	1759922	-	666	154	178	208	284	29	37	387	257	149	172	31	18	226	223	102	116	39	51
PF3D7_1144400	11	1762256	1766650	+	4395	1	1	1	1	0	1	0	0	0	1	1	0	1	1	4	4	0	0
PF3D7_1144500	11	1768328	1769344	+	1017	12	19	51	63	10	22	27	27	40	47	11	3	20	19	48	60	12	17
PF3D7_1144600	11	1770949	1771902	+	954	40	118	173	160	54	64	49	81	102	110	69	38	80	62	105	120	60	54
PF3D7_1144700	11	1772350	1773819	-	1470	15	24	325	305	83	142	13	14	224	184	79	79	11	17	153	166	88	127
PF3D7_1144800	11	1774750	1776726	+	1977	6	7	21	31	16	20	1	0	13	17	8	9	1	0	26	27	8	6
PF3D7_1144900	11	1777525	1778928	-	1404	23	94	161	208	139	154	65	53	119	99	192	178	93	90	208	216	223	250
PF3D7_1145000	11	1780084	1782398	-	2315	16	38	11	19	69	57	6	5	15	7	31	34	7	18	10	12	57	40
PF3D7_1145100	11	1783357	1786563	-	3207	159	214	246	265	219	243	155	121	195	194	190	229	144	142	359	415	230	165
PF3D7_1145200	11	1789323	1795370	-	6048	159	348	140	141	2782	1420	31	44	121	95	771	713	39	61	103	114	1284	622
PF3D7_1145300	11	1798776	1799670	-	895	12	19	49	70	50	39	16	20	53	47	62	62	28	17	52	50	63	91
PF3D7_1145400	11	1800544	1803550	-	3007	217	395	464	499	686	705	206	174	428	361	758	534	191	204	780	806	955	661
PF3D7_1145500	11	1807359	1810130	+	2772	7	7	73	77	27	25	2	2	46	52	22	16	2	3	68	76	18	14
PF3D7_1145600	11	1810290	1812442	-	2153	6	10	65	80	53	61	7	3	53	46	101	90	4	6	124	126	94	67
PF3D7_1145700	11	1813419	1814573	+	1155	3	7	34	39	21	33	1	0	19	16	25	14	1	2	23	26	35	14
PF3D7_1145800	11	1814957	1817704	-	2748	16	75	48	54	17	18	14	17	44	47	5	8	21	18	53	69	6	3
PF3D7_1145900	11	1818594	1820743	+	2150	5	10	30	28	18	18	7	8	14	11	9	7	10	5	21	24	15	20
PF3D7_1146000	11	1821032	1822969	-	1938	37	110	51	67	55	58	79	65	38	61	36	23	100	84	183	209	33	38
PF3D7_1146100	11	1824148	1825579	-	1432	1	11	3	13	6	8	2	1	6	5	9	3	5	1	3	4	5	6
PF3D7_1146200	11	1826203	1826792	-	590	11	44	16	15	28	24	9	11	9	11	15	29	27	20	32	21	21	36
PF3D7_1146300	11	1828240	1829054	-	815	3	4	1	0	8	8	2	2	1	0	1	3	3	7	2	0	3	4
PF3D7_1146500	11	1830464	1831417	+	954	0	2	1	0	5	3	0	2	1	0	0	3	1	1	0	3	4	3
PF3D7_1146600	11	1834401	1838773	+	4373	93	268	99	86	727	489	24	27	120	96	285	234	32	43	148	180	441	297
PF3D7_1146700	11	1839423	1842878	-	3456	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1146800	11	1843645	1853372	-	9728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1146900	11	1856390	1857656	+	1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1147000	11	1858329	1867357	-	9029	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1147100	11	1870415	1871077	-	663	1	3	0	2	6	5	0	0	1	0	1	1	0	0	0	0	2	5
PF3D7_1147200	11	1873147	1881414	+	8268	2	12	1	3	52	44	0	3	1	2	6	17	1	3	2	6	13	9
PF3D7_1147300	11	1883775	1887860	+	4086	48	72	295	219	393	328	9	13	289	313	167	237	8	10	219	258	272	241
PF3D7_1147400	11	1888637	1889139	-	503	7	22	33	60	37	49	13	7	49	49	40	40	9	14	37	33	58	89
PF3D7_1147500	11	1889826	1892597	-	2772	5	8	21	15	3	7	2	7	13	8	4	4	7	14	18	19	0	2
PF3D7_1147600	11	1893436	1895843	-	2408	2	11	30	31	23	43	2	3	7	13	16	19	2	1	39	35	20	25
PF3D7_1147700	11	1897204	1897884	+	681	8	22	158	264	73	100	14	11	149	128	118	127	16	9	242	289	108	117
PF3D7_1147800.2	11	1899181	1905695	+	6515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1147800.1	11	1899181	1905942	+	6762	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
PF3D7_1147900	11	1907055	1907708	-	654	84	134	129	206	98	88	142	104	84	67	75	72	151	141	58	73	95	143
PF3D7_1148000	11	1909210	1913499	-	4290	14	37	154	147	102	101	2	3	163	169	50	57	3	4	113	164	89	63
PF3D7_1148700	11	1934333	1935582	-	1250	830	173	54	12	18	12	381	386	34	58	24	34	396	460	208	281	5	9
PF3D7_1148800	11	1941348	1942588	+	1241	48	139	18	8	8	8	54	43	12	15	12	10	64	47	31	50	7	10
PF3D7_1148900	11	1945778	1946047	+	270	118	287	4	1	9	4	405	301	2	4	4	16	346	375	45	56	6	8
PF3D7_1149000	11	1950210	1968726	+	18517	28	13	235	79	123	110	5	1	241	216	38	66	9	11	394	647	57	19
PF3D7_1149100.2	11	1972400	1973874	+	1475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1149100.1	11	1972400	1973874	+	1475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1149200	11	1976407	1979804	+	3398	460	3317	6	11	894	543	401	424	27	23	200	310	503	541	73	113	376	317
PF3D7_1149300	11	1982354	1984247	+	1894	5	23	9	7	8	12	6	11	5	5	7	12	13	13	63	68	5	8
PF3D7_1149400	11	1985870	1986639	-	770	59	6	138	88	16	19	20	8	85	110	22	33	26	20	343	468	6	10
PF3D7_1149600	11	2001068	2003313	+	2246	103	515	3	4	99	53	100	92	8	5	35	39	99	135	54	85	41	31
PF3D7_1149700	11	2004754	2005011	+	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1149800	11	2006706	2007829	+	1124	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PF3D7_1149900	11	2009875	2010902	+	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1150000	11	2012989	2014316	+	1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1150200	11	2018714	2019967	-	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1150300	11	2021854	2023034	-	1181	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF3D7_1150400	11	2025817	2035886	+	10070	2	7	2	0	8	7	5	3	1	0	7	6	1	2	1	3	6	8
PF3D7_1200100	12	16973	24497	+	7525	56	96	81	30	180	126	39	39	42	33	95	112	42	46	35	46	163	201
PF3D7_1200200	12	26321	27687	-	1367	1	0	1	0	0	2	2	2	0	0	0	0	1	2	2	0	0	0
PF3D7_1200300	12	30078	31261	-	1184	0	1	0	0	0	0	3	2	0	0	0	0	1	1	1	0	0	0
PF3D7_1200400	12	32703	41940	+	9238	1	5	8	3	8	9	1	1	2	3	4	12	3	5	3	6	4	6
PF3D7_1200500	12	43800	45106	-	1307	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1200600	12	46788	56805	-	10018	3	7	0	1	0	2	3	4	1	1	1	2	1	1	3	1	1	1
PF3D7_1200610	12	57076	57435	-	360	0	2	0	0	0	0	2	3	0	0	0	0	4	1	0	0	0	1
PF3D7_1200700	12	61556	64336	-	2781	648	1555	6	8	126	63	750	667	6	10	37	59	726	747	149	190	51	77
PF3D7_1200800	12	68808	70842	-	2035	61	172	22	24	24	20	89	98	21	10	16	25	169	177	115	190	6	13
PF3D7_1200900	12	73229	74522	-	1294	55	128	69	29	50	40	22	26	29	43	41	39	43	39	84	122	32	27
PF3D7_1201000	12	76846	79067	-	2222	201	31	397	290	99	136	6	17	450	409	22	56	16	18	712	856	29	29
PF3D7_1201100	12	81449	84451	-	3003	23	10	21	4	15	17	5	3	12	13	27	52	122	135	623	809	9	1
PF3D7_1201200	12	89934	90749	+	816	801	1641	21	13	214	200	1034	868	10	16	130	88	784	758	81	106	153	125
PF3D7_1201300	12	92242	92562	+	321	3	9	1	1	2	1	11	8	2	2	1	4	7	8	5	6	1	1
PF3D7_1201400	12	93581	97146	-	3566	13	17	20	18	9	12	9	13	17	19	7	7	10	12	39	46	1	4
PF3D7_1201500	12	98978	100471	+	1494	108	201	96	81	48	31	105	80	93	97	20	20	115	105	170	235	22	18
PF3D7_1201600	12	101581	102624	-	1044	4	8	6	6	18	19	0	1	9	7	7	11	3	4	3	5	21	11
PF3D7_1201700	12	103861	104604	-	744	2	1	1	13	4	9	2	1	6	5	1	9	2	1	8	9	5	8
PF3D7_1201800	12	105683	106339	-	657	0	9	13	20	16	11	0	0	11	9	8	11	0	0	16	22	12	14
PF3D7_1201900	12	107338	108202	-	865	30	50	70	100	49	49	31	27	54	59	38	56	30	27	63	87	67	64
PF3D7_1202000	12	109247	112758	-	3512	12	30	16	15	18	12	7	11	10	8	4	7	12	12	17	34	8	4
PF3D7_1202100.1	12	113787	115923	+	2137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1202100.2	12	113787	115923	+	2137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1202200	12	116475	117449	-	975	31	85	279	284	274	324	29	24	217	225	242	277	40	24	212	244	299	393
PF3D7_1202300	12	119402	141499	+	22098	5	15	26	24	49	54	6	2	12	19	11	26	2	5	13	23	24	23
PF3D7_1202400	12	141642	143268	-	1627	17	40	141	167	121	153	39	35	104	114	82	111	40	40	140	154	105	141
PF3D7_1202500	12	144046	147285	-	3240	7	25	14	14	14	8	7	8	7	8	4	1	5	7	6	10	9	6
PF3D7_1202600	12	148238	155478	-	7241	132	500	359	186	676	402	102	99	372	361	366	371	84	91	270	345	596	395
PF3D7_1202700	12	158233	160011	+	1779	179	192	73	93	75	70	163	142	24	47	54	31	160	159	49	86	57	40
PF3D7_1202800	12	160716	161255	+	540	30	38	35	49	4	7	54	41	30	41	3	10	69	60	53	38	7	6
PF3D7_1202900	12	162429	162722	-	294	504	801	560	819	370	420	942	692	455	372	416	458	792	807	506	497	476	675
PF3D7_1203000	12	167706	171275	+	3570	70	68	323	368	254	306	30	16	328	318	226	147	20	13	496	594	268	100
PF3D7_1203100	12	171507	172136	-	630	133	154	89	102	28	47	187	165	71	71	26	32	165	186	84	84	25	40
PF3D7_1203200	12	172936	173361	+	426	81	93	56	50	21	22	176	125	53	53	32	26	141	128	44	54	21	31
PF3D7_1203300	12	173875	176853	-	2979	3	18	30	47	54	45	4	0	24	31	23	24	2	1	43	47	24	20
PF3D7_1203400	12	178162	181914	+	3753	56	61	187	266	181	216	17	24	168	174	186	148	20	21	139	162	213	227
PF3D7_1203500	12	182298	183968	-	1671	168	291	146	190	76	90	400	304	125	147	67	62	316	303	241	259	70	50
PF3D7_1203600	12	184914	185768	+	855	13	26	36	45	20	23	12	16	31	39	35	38	20	17	63	84	22	30
PF3D7_1203700	12	187146	188842	-	1697	1243	2588	1957	2113	951	1041	2912	2125	1494	1417	1127	994	2272	2202	1529	1862	1246	1191
PF3D7_1203900	12	194144	195462	+	1319	62	226	178	182	212	180	175	112	107	99	185	186	205	164	151	166	226	254
PF3D7_1204000	12	197509	198830	+	1322	5	2	1	0	3	4	1	0	0	0	2	3	1	1	0	0	3	1
PF3D7_1204100	12	198970	202239	-	3270	15	12	45	36	66	49	1	6	26	35	24	17	8	5	60	70	25	9
PF3D7_1204200	12	202948	204837	+	1890	19	14	36	42	30	27	25	8	16	17	11	16	10	9	17	23	10	10
PF3D7_1204300	12	205491	205976	-	486	1927	2613	3134	4018	613	829	5529	3768	2374	2416	676	731	2779	2621	1472	1586	759	1147
PF3D7_1204400	12	208165	210893	-	2729	14	18	1	7	15	18	21	18	0	1	4	3	17	18	1	0	11	6
PF3D7_1204500	12	211517	212356	-	840	28	76	139	238	35	44	53	50	79	80	24	27	52	46	76	72	37	31
PF3D7_1204600	12	213211	214191	+	981	68	52	48	66	16	12	136	96	38	37	15	8	155	135	47	61	7	13
PF3D7_1204700	12	214834	215695	+	862	14	22	105	161	46	71	8	13	79	79	39	36	8	11	95	101	61	53
PF3D7_1204900	12	217184	218239	+	1056	70	193	12	32	337	290	61	49	11	7	155	119	68	84	26	44	181	181
PF3D7_1205000	12	219580	222173	+	2594	74	92	156	206	326	317	28	27	121	91	222	196	36	54	153	187	305	226
PF3D7_1205100	12	222695	224991	-	2297	46	59	135	216	82	73	39	41	127	108	44	44	39	55	150	185	64	52
PF3D7_1205200	12	226054	227070	-	1017	17	8	4	6	33	29	5	4	7	3	25	25	3	4	7	12	24	22
PF3D7_1205300	12	230463	231407	+	945	14	22	67	123	47	61	0	5	56	42	60	54	7	7	70	92	59	57
PF3D7_1205400	12	232389	235646	-	3258	17	30	33	26	35	35	5	3	12	12	25	31	12	9	25	23	31	26
PF3D7_1205500	12	242811	248168	+	5358	392	1134	274	267	477	511	194	221	186	179	496	230	182	183	333	441	608	245
PF3D7_1205600	12	249336	251399	-	2064	114	130	998	1066	227	310	152	96	906	920	238	199	86	71	903	996	292	313
PF3D7_1205700	12	253155	254123	+	969	16	14	41	35	37	52	13	13	14	30	25	29	10	14	16	16	39	46
PF3D7_1205800	12	256367	263731	+	7365	215	813	398	338	865	566	94	84	381	383	303	347	126	139	312	416	428	314
PF3D7_1205900	12	264615	267863	-	3249	77	177	151	118	257	205	51	52	133	131	166	226	97	110	259	251	195	199
PF3D7_1206000	12	270300	271214	-	915	163	277	100	150	640	528	138	124	45	39	509	436	130	139	54	57	554	649
PF3D7_1206100	12	272320	274742	-	2423	21	36	20	25	142	107	17	18	7	5	51	33	25	14	6	9	79	57
PF3D7_1206200	12	275744	279336	-	3593	445	718	824	813	266	278	415	312	750	755	158	123	251	268	464	562	212	122
PF3D7_1206300	12	281020	289302	-	8283	115	292	64	48	1414	736	13	26	47	38	217	294	24	36	50	67	322	233
PF3D7_1206400	12	290836	291876	+	1041	2	3	3	1	8	10	0	0	0	0	4	2	0	0	0	0	7	2
PF3D7_1206500	12	292424	294379	+	1956	4	5	15	14	23	11	1	0	6	8	9	4	2	2	15	31	13	7
PF3D7_1206600	12	294997	299349	-	4353	164	327	119	127	56	64	118	110	117	145	40	40	99	158	126	192	35	23
PF3D7_1206700	12	301129	302826	-	1698	326	448	656	586	397	426	232	223	548	504	425	410	222	248	541	746	517	407
PF3D7_1206800	12	308214	310397	+	2184	14	19	45	32	19	23	5	7	27	21	25	18	6	7	33	47	34	13
PF3D7_1206900	12	310831	313239	+	2409	7	11	19	11	5	16	0	0	7	7	5	7	0	3	6	8	8	1
PF3D7_1207000	12	313869	321908	-	8040	28	125	152	124	490	334	5	8	195	210	165	159	8	12	169	178	228	167
PF3D7_1207100	12	324336	326858	-	2523	237	622	235	169	298	211	128	121	246	272	153	197	171	230	593	781	191	121
PF3D7_1207200	12	329635	337806	-	8172	2	6	16	21	23	27	1	0	28	23	23	11	2	1	13	14	24	13
PF3D7_1207300	12	343326	344361	-	1036	1	2	2	2	2	1	0	1	1	0	0	0	1	0	1	1	0	0
PF3D7_1207400	12	345922	347239	+	1318	1	3	0	0	5	1	2	1	0	0	3	1	3	0	3	2	2	1
PF3D7_1207500	12	348274	349100	+	827	17	48	85	112	57	90	15	11	56	55	103	90	14	22	103	121	90	123
PF3D7_1207600	12	349479	351284	-	1806	31	37	48	30	15	28	25	19	54	63	6	8	15	13	47	56	4	3
PF3D7_1207700	12	351850	354006	-	2157	1	0	4	2	3	1	1	1	4	1	3	10	0	0	11	25	1	2
PF3D7_1207800	12	354540	357446	-	2907	2	2	6	15	6	10	2	4	17	19	4	5	5	1	52	74	8	2
PF3D7_1207900	12	357915	359333	-	1419	3	2	15	21	5	7	0	1	19	16	3	8	3	1	19	35	6	3
PF3D7_1208000	12	359995	360499	+	505	1	1	2	1	0	0	0	0	0	2	1	0	0	0	3	4	0	1
PF3D7_1208100	12	361900	375874	+	13975	57	107	40	23	39	39	31	24	29	36	9	9	35	33	23	34	25	22
PF3D7_1208200	12	376552	387483	+	10932	2	7	9	7	6	3	0	1	5	2	2	4	2	2	3	3	6	0
PF3D7_1208300	12	388545	389147	+	603	32	17	270	372	64	77	30	19	173	211	56	65	23	23	231	282	73	73
PF3D7_1208400	12	390932	395626	+	4695	5	15	34	30	66	56	2	1	28	28	35	28	0	3	21	20	48	28
PF3D7_1208500	12	395986	401247	-	5262	0	0	11	6	1	4	0	1	8	7	2	1	0	1	5	7	1	0
PF3D7_1208600	12	402300	402527	+	228	26	28	63	82	7	16	80	59	59	63	4	19	44	54	65	63	6	17
PF3D7_1208700	12	403350	404814	+	1465	12	10	94	87	32	46	8	5	58	47	28	38	5	13	77	104	29	21
PF3D7_1208800	12	405608	409150	-	3543	68	120	58	71	80	92	43	32	75	62	79	96	54	64	90	124	78	61
PF3D7_1208900	12	415404	419732	+	4329	94	242	816	849	638	684	29	44	592	538	759	426	49	63	680	829	935	414
PF3D7_1209000	12	421371	422201	-	831	41	37	80	162	30	30	68	59	83	93	50	45	72	71	76	108	31	55
PF3D7_1209100	12	423462	426011	-	2550	2	7	1	6	6	5	3	0	1	6	2	3	3	2	15	19	3	2
PF3D7_1209200	12	427272	427978	+	707	69	98	92	77	33	35	141	105	73	80	48	40	123	124	79	127	41	47
PF3D7_1209300	12	428495	432880	-	4386	62	216	83	95	511	310	12	12	148	136	163	166	28	20	191	208	315	176
PF3D7_1209400	12	436092	438470	+	2379	71	210	56	48	360	306	9	24	54	58	230	96	26	24	194	239	286	116
PF3D7_1209500.2	12	439711	442858	+	3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1209500.1	12	439711	442858	+	3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1209600	12	443680	444987	+	1308	9	9	7	13	38	41	4	3	4	3	12	15	4	5	9	8	52	27
PF3D7_1209700	12	445625	447268	+	1644	15	18	87	81	23	32	15	10	40	61	26	13	9	7	45	51	35	32
PF3D7_1209800	12	447381	447950	-	570	1	0	21	23	8	19	1	4	5	7	5	7	1	1	3	2	5	2
PF3D7_1209900	12	448772	451339	-	2568	11	25	82	73	74	73	8	5	72	70	61	47	6	10	55	88	77	70
PF3D7_1210000	12	452595	453828	+	1234	24	34	110	122	68	79	6	2	64	79	85	62	7	9	111	106	72	83
PF3D7_1210100	12	455304	456236	-	933	22	61	85	127	89	98	12	13	53	45	116	102	29	28	102	125	121	92
PF3D7_1210200	12	458677	461679	-	3003	1	6	1	0	8	9	3	1	0	3	3	4	0	2	0	3	9	3
PF3D7_1210300	12	465115	465744	+	630	23	32	36	49	10	9	11	20	20	11	5	6	19	19	15	13	6	6
PF3D7_1210400	12	466602	469307	-	2706	55	155	87	85	49	52	65	65	103	80	59	43	55	77	161	188	49	29
PF3D7_1210500	12	470229	471545	+	1317	0	0	1	2	0	0	2	0	0	3	1	0	1	2	0	2	0	1
PF3D7_1210600	12	472260	475457	-	3198	89	311	241	228	131	113	72	78	163	168	79	65	67	70	118	170	104	57
PF3D7_1210700	12	476577	478370	-	1794	16	24	75	70	49	46	5	4	58	51	51	47	4	7	49	77	50	46
PF3D7_1210900	12	480593	482806	+	2214	9	13	63	81	53	71	8	3	31	37	45	55	7	8	39	36	65	79
PF3D7_1211000	12	484065	489902	+	5838	9	31	14	12	75	43	0	3	14	16	25	12	1	3	29	35	37	12
PF3D7_1211100	12	490862	491557	+	696	12	20	10	7	18	15	1	2	9	9	2	6	2	3	10	26	8	4
PF3D7_1211200	12	491893	497388	-	5496	5	68	40	51	36	29	11	10	35	32	9	25	23	21	38	40	28	19
PF3D7_1211300	12	498524	502229	-	3706	10	41	76	69	107	120	12	9	89	80	82	80	8	9	161	227	85	60
PF3D7_1211400	12	505344	506662	+	1319	407	627	743	787	238	305	1162	912	734	687	335	344	925	838	722	730	365	409
PF3D7_1211500	12	507808	508971	-	1164	17	37	62	85	29	27	28	23	34	44	32	27	26	40	75	102	17	20
PF3D7_1211600	12	510323	519437	+	9115	67	121	185	137	198	152	22	22	176	152	48	114	26	26	150	210	71	66
PF3D7_1211700	12	521687	524470	+	2784	156	402	1223	1214	1012	1243	108	98	985	854	1182	930	118	116	1124	1172	1535	1418
PF3D7_1211800	12	526109	527780	+	1672	842	1539	1565	2180	2170	2456	1255	800	1729	1686	2551	2328	1423	1410	2207	2293	2569	3212
PF3D7_1211900	12	529005	532799	-	3795	238	669	432	372	705	539	324	308	411	375	800	556	296	324	835	1083	1067	615
PF3D7_1212000	12	534912	535915	-	1004	53	80	295	274	108	111	56	24	220	192	129	125	55	38	172	221	128	195
PF3D7_1212100	12	536951	538627	+	1677	31	25	110	102	64	45	39	35	112	80	63	75	25	31	78	87	61	65
PF3D7_1212200	12	540725	542932	-	2208	3	7	21	22	6	3	1	0	12	12	5	2	2	0	18	12	4	5
PF3D7_1212300	12	543518	548532	+	5015	10	27	111	95	68	57	4	2	74	88	21	22	4	4	86	139	25	15
PF3D7_1212400	12	549888	550910	+	1023	8	13	49	54	26	26	1	3	25	27	25	31	4	4	68	95	30	18
PF3D7_1212500	12	552102	553853	-	1752	185	298	359	475	177	278	368	289	233	237	263	264	285	268	454	530	314	274
PF3D7_1212600.1	12	555820	556762	-	943	1	4	9	24	8	8	6	3	11	14	8	7	3	8	21	18	6	11
PF3D7_1212600.2	12	556085	556762	-	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1212700	12	558047	562180	-	4134	604	1526	916	600	527	511	443	499	1157	1058	204	186	370	477	667	830	373	176
PF3D7_1212800	12	565966	566931	+	966	33	37	127	145	88	131	60	37	102	78	130	110	32	43	167	214	127	121
PF3D7_1212900	12	568569	571835	-	3267	68	187	107	87	130	90	55	43	116	98	80	100	74	61	183	233	124	78
PF3D7_1213200	12	577529	578365	+	837	12	10	60	35	13	13	5	2	26	23	9	7	2	4	9	13	11	7
PF3D7_1213300	12	578470	578917	-	448	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF3D7_1213400	12	579595	581325	-	1731	9	30	3	5	22	21	5	6	2	1	11	2	2	4	1	2	15	10
PF3D7_1213500	12	583089	585323	+	2235	6	11	11	23	7	15	4	3	7	7	7	8	4	1	2	3	4	8
PF3D7_1213600	12	586809	587090	+	282	7	15	98	177	28	41	11	4	87	76	31	42	5	7	92	91	43	53
PF3D7_1213700	12	588128	588982	-	855	65	100	85	110	20	25	161	112	65	81	18	21	188	187	99	117	14	19
PF3D7_1213800	12	590194	592434	-	2241	309	513	469	512	123	144	416	342	399	365	165	136	330	363	539	668	183	158
PF3D7_1213900	12	595167	598776	-	3610	131	233	60	76	55	66	93	80	72	70	37	42	121	146	151	206	60	32
PF3D7_1214000	12	600954	601564	-	611	4	16	107	159	32	39	4	1	69	44	46	36	7	3	63	81	32	43
PF3D7_1214100	12	602428	606962	+	4535	26	47	272	321	185	157	8	4	142	173	147	100	4	9	157	185	190	132
PF3D7_1214200	12	607379	608006	-	628	1	4	17	11	0	5	3	0	8	9	0	0	3	1	6	7	1	1
PF3D7_1214300	12	608542	610013	-	1472	30	36	115	141	56	57	56	36	83	95	47	31	40	37	97	133	49	53
PF3D7_1214400	12	610271	610769	-	499	13	39	49	39	13	17	70	54	33	22	14	13	64	67	31	54	17	19
PF3D7_1214500	12	611892	613128	+	1237	11	11	6	11	1	3	20	21	8	3	2	0	9	18	9	6	6	2
PF3D7_1214600	12	613561	614574	-	1014	32	75	60	139	20	33	137	92	47	45	15	14	149	111	106	114	25	11
PF3D7_1214700	12	615636	616100	+	465	7	19	46	43	16	28	11	6	13	20	16	14	16	25	30	39	5	13
PF3D7_1214800	12	616782	617387	+	606	4	4	9	10	6	5	5	4	7	5	2	2	1	2	6	10	2	2
