Geneid	Chr	Start	End	Strand	Length	SRR3437887	SRR3437888	SRR3437889	SRR3437890	SRR3437891	SRR3437892	SRR3437893	SRR3437894	SRR3437895	SRR3437896	SRR3437897	SRR3437898
PBANKA_121760	12	647437	648373	-	937	1312	1333	4368	4717	6943	7108	8058	8280	7474	7777	1749	1820
PBANKA_121770	12	650715	652218	-	1504	100	108	490	470	204	193	405	432	521	537	422	391
PBANKA_121780	12	656023	657601	-	1579	96	78	328	330	86	90	145	138	181	231	327	336
PBANKA_121790	12	658427	659586	+	1160	63	80	138	162	53	59	80	84	138	99	86	99
PBANKA_121800	12	660231	661664	-	1434	3390	3347	1495	1488	2817	2921	4027	4062	2423	2456	1199	1233
PBANKA_121810	12	666016	675630	+	9615	133	132	326	353	517	510	113	89	1197	1282	330	322
PBANKA_121820	12	676881	678488	-	1608	1200	1299	1297	1305	196	211	470	485	413	392	1562	1655
PBANKA_121830	12	679769	681352	-	1584	5523	5638	1424	1469	148	153	1574	1518	363	396	1406	1411
PBANKA_121840	12	682140	683629	-	1490	63	62	251	200	121	130	164	178	238	262	175	187
PBANKA_121850	12	685393	686883	-	1491	330	308	403	397	160	158	253	270	282	279	427	436
PBANKA_121860	12	689516	690355	+	840	20	29	138	127	57	50	87	68	106	110	118	104
PBANKA_121870	12	691409	692731	+	1323	173	151	147	166	227	249	227	215	316	339	195	203
PBANKA_121880	12	692987	701588	-	8602	10963	11270	6408	6366	4539	4749	6092	6080	5624	5712	5925	5996
PBANKA_121890	12	703024	703776	-	753	511	457	788	788	213	208	313	271	328	389	840	839
PBANKA_121900	12	704616	706973	-	2358	116	106	912	910	510	524	265	289	610	601	2028	2137
PBANKA_121910	12	708433	709345	-	913	44	52	147	147	37	51	279	274	114	114	168	173
PBANKA_121920	12	710252	710878	-	627	103	131	307	311	176	195	271	300	327	395	182	175
PBANKA_121930	12	714324	716834	+	2511	3363	3380	4140	4225	1186	1241	1413	1585	1873	1934	5546	5685
PBANKA_121940	12	718053	718913	-	861	169	203	332	350	45	54	39	34	87	102	360	337
PBANKA_121950	12	720062	723231	+	3170	489	536	1086	1124	283	295	495	458	605	640	1020	1035
PBANKA_121960	12	725135	728248	+	3114	233	233	431	368	63	88	143	137	130	148	478	492
PBANKA_121970	12	728942	729688	-	747	31	33	59	59	52	57	62	59	65	92	49	61
PBANKA_121980	12	730332	737588	-	7257	4316	4481	2862	3049	533	525	629	611	914	951	3132	3360
PBANKA_121990	12	738873	742407	-	3535	870	896	1666	1689	556	570	999	972	873	888	1466	1469
PBANKA_122000	12	743697	744274	+	578	34	43	122	127	21	31	54	55	49	74	124	118
PBANKA_122010	12	744825	748455	-	3631	490	463	2014	2007	1033	1078	662	712	1228	1198	3068	3154
PBANKA_122020	12	750377	752476	-	2100	1985	2021	1549	1621	4017	4047	3037	3040	2410	2477	1870	1921
PBANKA_122030	12	754826	755959	-	1134	73	75	295	304	125	115	219	216	242	226	282	331
PBANKA_122040	12	757026	757223	+	198	30	36	76	73	36	38	43	40	51	45	67	71
PBANKA_122050	12	758273	764338	-	6066	4401	4401	7374	7736	7316	7401	7350	7478	6635	6990	4474	4599
PBANKA_122060	12	766417	776130	-	9714	16752	16965	11567	11954	8216	8417	9341	9471	8676	8902	6224	6272
PBANKA_122070	12	777629	779032	+	1404	852	961	751	818	394	417	436	459	415	418	689	697
PBANKA_122080	12	780778	786363	+	5586	6175	6320	4074	4141	5278	5452	3636	3762	3358	3466	4821	4950
PBANKA_122090	12	787065	788039	-	975	264	242	147	154	104	110	102	98	140	124	144	122
PBANKA_122100	12	788835	790028	+	1194	516	530	1041	1050	199	211	166	146	260	276	1398	1519
PBANKA_122110	12	790389	791649	-	1261	127	142	349	365	79	91	70	70	120	120	373	428
PBANKA_122120	12	792943	793748	-	806	950	973	2919	3007	2011	2022	2090	2036	1899	1854	2901	3001
PBANKA_122130	12	795636	796319	-	684	161	142	1137	1143	1765	1767	1576	1705	1847	2009	1301	1280
PBANKA_122140	12	797083	798054	-	972	446	432	750	761	246	248	240	289	550	582	624	641
PBANKA_122150	12	798862	799962	+	1101	186	221	307	342	219	267	133	110	596	602	392	402
PBANKA_122160	12	801022	804390	-	3369	6256	6339	4337	4539	3155	3235	2232	2321	2633	2615	3959	3924
PBANKA_122170	12	805981	806499	-	519	69	78	161	169	164	162	308	340	282	319	145	112
PBANKA_122180	12	808274	811006	+	2733	485	512	660	726	215	248	586	591	423	455	703	734
PBANKA_122190	12	811954	812334	+	381	59	58	101	91	65	48	37	56	144	106	92	84
PBANKA_122200	12	812756	814939	-	2184	101	102	917	961	284	286	351	372	381	389	1527	1580
PBANKA_122210	12	817604	819556	+	1953	1161	1235	825	872	788	754	1434	1462	1189	1192	631	635
PBANKA_122220	12	820970	821361	+	392	28	13	80	51	31	28	30	35	54	39	57	66
PBANKA_122230	12	821778	823176	-	1399	205	204	1117	1076	1097	1073	1440	1531	2074	2069	730	754
PBANKA_122240	12	824256	825380	-	1125	293	303	493	532	120	142	241	260	297	324	473	480
PBANKA_122250	12	828222	829886	+	1665	452	452	698	802	2897	3020	588	584	2345	2398	1123	1116
PBANKA_122260	12	831068	835417	-	4350	1794	1870	1432	1494	535	536	478	452	688	703	1413	1524
PBANKA_122270	12	836437	840000	-	3564	3969	4152	1558	1659	3092	3159	461	408	2651	2708	2404	2599
PBANKA_122280	12	840860	842230	-	1371	487	571	639	697	245	267	287	292	568	549	469	520
PBANKA_122290	12	843278	844631	+	1354	1613	1579	1598	1566	579	556	764	724	966	1048	1332	1469
PBANKA_122300	12	846115	849767	+	3653	1579	1701	1228	1291	547	537	556	579	707	669	1488	1486
PBANKA_122310	12	850845	852058	-	1214	499	485	1041	1073	141	152	284	293	352	394	831	813
PBANKA_122320	12	852925	854241	-	1317	35	41	79	74	43	39	39	21	176	144	73	90
PBANKA_122330	12	856030	857116	-	1087	162	173	583	606	298	329	434	488	497	575	503	486
PBANKA_122340	12	859161	860560	-	1400	949	1049	729	776	397	385	512	519	573	618	518	570
PBANKA_122350	12	862361	865834	+	3474	1819	1833	2853	2920	2073	2104	1161	1148	2155	2241	3145	3384
PBANKA_122360	12	865949	867441	-	1493	256	247	542	548	388	373	177	213	399	391	540	534
PBANKA_122370	12	868235	869341	+	1107	290	280	284	282	68	84	60	93	98	109	329	345
PBANKA_122380	12	871606	874661	+	3056	4721	4777	3562	3731	5108	5374	3030	3145	5299	5545	4044	4025
PBANKA_122390	12	875219	876310	-	1092	160	154	565	568	323	309	265	304	476	467	582	644
PBANKA_122400	12	877573	883339	-	5767	279	285	1163	1194	704	662	548	547	821	864	1095	1087
PBANKA_122410	12	884394	887186	+	2793	1513	1575	1043	1030	745	720	836	865	777	799	793	825
PBANKA_122420	12	889813	892263	+	2451	5723	5830	3456	3641	7617	7743	8426	8673	5550	5717	3380	3346
PBANKA_122430	12	893188	893703	-	516	28	56	102	96	31	36	72	71	60	70	124	113
PBANKA_122440	12	895524	900695	+	5172	1012	1016	553	563	199	226	231	219	374	396	571	578
PBANKA_122450	12	900834	905198	-	4365	174	176	460	440	181	179	262	245	480	508	317	327
PBANKA_122460	12	905647	907197	-	1551	520	534	976	967	477	482	220	189	589	621	1183	1190
PBANKA_122470	12	907827	911286	+	3460	2648	2843	2188	2311	892	929	570	599	1021	1043	3329	3486
PBANKA_122480	12	911934	913321	+	1388	156	155	442	423	130	141	123	107	214	252	440	389
PBANKA_122490	12	914037	915785	+	1749	4437	4527	1454	1466	2374	2305	2306	2469	2552	2744	1429	1413
PBANKA_122500	12	918565	922262	+	3698	15695	15973	7047	7522	3905	4077	5030	5223	5150	5315	3224	3303
PBANKA_122510	12	924726	927878	+	3153	1188	1226	1208	1262	516	603	770	805	780	731	855	826
PBANKA_122520	12	928302	929466	+	1165	15	15	69	77	11	4	4	2	28	15	60	67
PBANKA_122530	12	935479	938538	+	3060	3117	3221	639	712	133	128	958	932	239	253	1063	1065
PBANKA_122540	12	939824	940114	-	291	318	343	1295	1267	1736	1685	136	158	2875	2984	684	760
PBANKA_122550	12	942287	943930	-	1644	2292	2425	495	460	100	106	905	868	284	300	552	574
PBANKA_122560	12	945943	947405	+	1463	26	33	138	142	29	22	66	82	57	63	95	101
PBANKA_122570	12	948788	950092	+	1305	111	139	412	397	182	166	244	234	282	263	309	340
PBANKA_122580	12	950780	951412	-	633	608	617	638	644	256	296	250	269	358	361	503	541
PBANKA_122590	12	952567	958740	+	6174	19970	20226	6791	7112	3056	3081	8987	9216	3499	3603	11880	12093
PBANKA_122600	12	959523	961455	+	1933	215	241	604	640	956	906	757	791	793	792	632	664
PBANKA_122610	12	961813	977918	-	16106	17766	18033	17325	17521	7013	7124	6781	7109	9913	10084	19644	20378
PBANKA_122620	12	979579	981621	-	2043	578	637	641	671	213	223	195	210	343	380	567	608
PBANKA_122630	12	982640	984760	-	2121	1754	1683	949	964	1594	1692	1399	1335	1200	1198	874	910
PBANKA_122640	12	986047	988786	-	2740	1109	1129	2953	3083	2238	2279	1487	1458	2144	2175	3141	3238
PBANKA_122650	12	991860	992740	+	881	62	76	511	503	128	155	164	176	243	261	464	491
PBANKA_122660	12	993322	994680	-	1359	39	48	220	229	54	64	114	100	99	100	213	242
PBANKA_122670	12	996461	999910	-	3450	3546	3548	4765	4892	8802	9169	10734	11142	6739	6987	5081	5047
PBANKA_122680	12	1001700	1004846	-	3147	429	418	870	844	454	516	637	669	649	652	1075	1045
PBANKA_122690	12	1006144	1008051	-	1908	318	362	525	578	464	500	573	621	759	754	398	453
PBANKA_122700	12	1010457	1012679	+	2223	6932	6996	3482	3545	5068	5222	4687	4767	3650	3728	2295	2325
PBANKA_122710	12	1014398	1016977	+	2580	662	684	3191	3230	7814	8067	5114	5238	2670	2609	5347	5178
PBANKA_122720	12	1017611	1019359	-	1749	1569	1679	1165	1192	1374	1417	672	788	1118	1156	2213	2199
PBANKA_122730	12	1020104	1020631	+	528	66	78	130	129	147	171	68	110	236	270	120	120
PBANKA_122740	12	1021108	1022809	-	1702	392	408	744	789	286	294	385	394	461	501	628	629
PBANKA_122750	12	1024612	1026154	-	1543	375	367	66	62	23	7	101	102	41	39	65	62
PBANKA_122760	12	1026641	1032263	-	5623	3598	3738	2072	2172	3332	3419	2948	3075	4181	4193	1086	1101
PBANKA_122770	12	1033869	1037696	+	3828	1520	1622	1762	1807	1603	1587	1613	1618	1736	1857	1629	1644
PBANKA_122780	12	1038076	1040682	-	2607	1191	1150	4085	4053	9439	9517	6067	6088	7279	7698	5746	6077
PBANKA_122790	12	1041460	1044756	+	3297	1577	1630	790	812	2267	2273	1972	2051	1651	1633	987	958
PBANKA_122800	12	1045172	1045834	-	663	72	74	187	201	87	74	76	83	173	220	202	163
PBANKA_122810	12	1050366	1056494	+	6129	24987	25833	17219	17581	28207	28181	20668	21109	21214	21763	15952	16432
PBANKA_122820	12	1057150	1060788	-	3639	336	369	850	890	214	220	386	408	602	578	830	857
PBANKA_122830	12	1062927	1076054	-	13128	13600	13912	5066	5141	4504	4662	3679	3759	6697	6939	10427	10975
PBANKA_122840	12	1080805	1083249	+	2445	3524	3555	3920	3969	1396	1450	1352	1415	2234	2338	3977	4102
PBANKA_122850	12	1084066	1088645	-	4580	2451	2657	3498	3582	1200	1272	1390	1513	1671	1585	4430	4615
PBANKA_122860	12	1091031	1091405	+	375	116	113	260	245	103	88	117	127	148	201	230	229
PBANKA_122870	12	1092572	1094275	+	1704	1882	1983	804	753	1966	2045	1776	1894	1656	1618	736	776
PBANKA_122880	12	1096280	1098619	+	2340	1267	1350	2128	2133	5357	5597	5706	5868	5076	5163	1414	1413
PBANKA_122890	12	1100216	1101127	+	912	42	49	84	95	31	27	179	162	64	73	367	316
PBANKA_122900	12	1103822	1107252	+	3431	1901	2101	1766	1841	4377	4304	4618	4805	2707	2771	1689	1805
PBANKA_122910	12	1108826	1109629	+	804	297	310	523	540	206	216	197	196	251	293	635	685
PBANKA_122920	12	1110410	1111456	-	1047	5941	5965	3855	3858	2555	2707	3262	3431	2281	2293	4285	4278
PBANKA_122930	12	1113198	1114901	-	1704	712	740	735	757	292	269	756	857	418	434	517	567
PBANKA_122940	12	1116399	1117988	+	1590	558	624	482	508	544	614	1246	1289	448	529	179	212
PBANKA_122950	12	1118869	1119996	-	1128	482	492	464	461	246	199	240	244	306	317	459	485
PBANKA_122960	12	1121179	1124984	+	3806	2488	2538	2363	2391	1276	1381	1743	1652	1726	1797	1476	1488
PBANKA_122970	12	1125701	1126144	+	444	87	67	233	237	198	191	161	180	155	197	201	195
PBANKA_122980	12	1126499	1127689	-	1191	140	138	119	120	86	92	130	127	254	251	123	115
PBANKA_122990	12	1128824	1131119	+	2296	2569	2607	715	765	225	246	979	997	489	521	926	1011
PBANKA_123000	12	1131541	1133580	-	2040	198	220	211	224	109	102	186	175	227	273	208	235
PBANKA_123005	12	1134217	1139747	-	5531	5557	5731	5573	5653	3370	3436	3298	3359	3463	3550	5876	6054
PBANKA_123010	12	1140804	1144383	-	3580	2274	2221	4391	4358	3357	3443	2439	2578	2700	2786	6037	6458
PBANKA_123020	12	1147915	1150053	+	2139	544	582	337	366	353	356	370	373	484	473	203	218
PBANKA_123030	12	1150719	1158148	-	7430	2938	3014	2639	2870	1097	1166	1221	1222	1557	1582	2619	2707
PBANKA_123050	12	1158707	1160019	+	1313	237	251	298	336	351	334	275	249	330	363	319	320
PBANKA_123060	12	1160224	1163699	-	3476	819	819	700	751	161	185	297	311	294	337	689	656
PBANKA_123070	12	1164522	1168676	-	4155	1173	1130	1642	1652	620	660	581	571	984	1036	1681	1782
PBANKA_123080	12	1170421	1171590	+	1170	27	11	133	123	28	32	43	30	85	72	126	125
PBANKA_123090	12	1172130	1174980	+	2851	137	133	277	224	45	49	41	34	70	78	267	298
PBANKA_123100	12	1175827	1176550	-	724	1211	1139	1237	1253	754	762	814	787	914	915	1080	1088
PBANKA_123110	12	1178055	1179653	+	1599	439	484	544	542	206	201	254	217	196	205	487	548
PBANKA_123120	12	1179892	1180827	-	936	744	792	1134	1213	247	247	352	340	336	331	1208	1190
PBANKA_123130	12	1182379	1184437	+	2059	128	127	592	557	129	142	1173	1271	391	451	670	620
PBANKA_123140	12	1185092	1189069	-	3978	1352	1299	3257	3185	2416	2414	1882	1994	1884	1999	2858	2884
PBANKA_123150	12	1190687	1194589	+	3903	833	851	1405	1442	277	272	580	576	505	525	1430	1447
PBANKA_123160	12	1196200	1202196	-	5997	10700	10860	13	10	27238	27557	16959	17377	13818	14151	10980	11388
PBANKA_123170	12	1206605	1207539	-	935	7077	7282	5040	5061	4776	4819	4443	4507	4425	4365	4493	4525
PBANKA_123180	12	1209071	1209860	-	790	1115	1178	2421	2549	1433	1491	1565	1685	1498	1616	2129	2070
PBANKA_123190	12	1211200	1212606	-	1407	31	34	90	106	24	23	38	35	29	31	70	75
PBANKA_123200	12	1213653	1215566	-	1914	237	227	88	63	240	227	224	176	213	177	91	98
PBANKA_123210	12	1217253	1218393	-	1141	809	851	1609	1614	2417	2481	2741	2716	1720	1756	1403	1359
PBANKA_123220	12	1222103	1225637	+	3535	4927	5126	7439	7665	2011	2061	2567	2629	2036	2057	10548	10892
PBANKA_123230	12	1226372	1228660	-	2289	888	968	123	127	75	78	235	233	135	179	243	271
PBANKA_123240	12	1229583	1230503	-	921	243	233	206	195	114	106	130	146	197	197	257	250
PBANKA_123250	12	1233307	1235457	+	2151	2407	2435	2242	2376	1016	975	975	1035	1091	1157	2923	2971
PBANKA_123260	12	1235895	1236659	-	765	418	417	176	196	89	64	266	250	167	187	260	251
PBANKA_123270	12	1237835	1239624	-	1790	323	403	305	301	286	295	323	325	564	565	168	146
PBANKA_123280	12	1240598	1242282	+	1685	440	505	326	308	206	218	207	230	338	329	227	216
PBANKA_123290	12	1243229	1246802	+	3574	2033	1997	2748	2777	2216	2246	1378	1388	2630	2731	3300	3439
PBANKA_123300	12	1247672	1248067	-	396	246	237	254	252	115	115	203	171	162	178	215	198
PBANKA_123310	12	1249091	1250296	-	1206	161	167	661	686	147	108	226	230	305	320	514	556
PBANKA_123320	12	1251250	1251906	-	657	93	79	141	134	32	28	141	143	72	84	146	132
PBANKA_123330	12	1253225	1256041	-	2817	794	788	2003	2072	823	865	770	805	1376	1264	2789	2806
PBANKA_123340	12	1258876	1262175	+	3300	2266	2282	1848	2013	713	735	899	879	1393	1473	1968	2096
PBANKA_123350	12	1264099	1268189	-	4091	2037	2078	900	901	333	353	899	981	785	755	1235	1240
PBANKA_123360	12	1270252	1271469	-	1218	68	44	263	331	49	53	327	368	192	215	469	424
PBANKA_123370	12	1272267	1273361	-	1095	62	66	29	28	34	32	37	32	94	77	125	136
PBANKA_123380	12	1275484	1276383	+	900	79	87	222	188	146	124	107	91	295	292	219	227
PBANKA_123390	12	1277328	1277702	+	375	151	165	190	193	37	43	54	55	80	97	246	203
PBANKA_123400	12	1278207	1279449	-	1243	462	520	1198	1323	627	646	744	654	1008	1059	625	657
PBANKA_123410	12	1281834	1283495	+	1662	821	888	505	558	277	277	258	278	371	364	496	500
PBANKA_123420	12	1284279	1284782	-	504	3899	3873	2943	3108	2414	2390	2760	2860	2042	2054	2739	2756
PBANKA_123430	12	1286897	1292291	-	5395	4285	4510	3484	3527	1908	2096	1799	1831	2509	2629	2856	2991
PBANKA_123440	12	1295199	1297088	+	1890	842	883	672	650	113	115	180	181	138	187	798	829
PBANKA_123450	12	1298845	1301155	+	2311	1586	1553	1479	1586	1385	1391	1705	1779	1728	1684	1214	1343
PBANKA_123460	12	1302714	1305224	-	2511	1600	1593	2019	2007	673	709	767	684	831	865	2234	2195
PBANKA_123470	12	1308578	1309918	-	1341	199	225	275	266	59	64	66	74	102	125	241	234
PBANKA_123480	12	1311384	1312484	+	1101	1399	1397	2359	2442	1314	1380	1957	1914	1771	1744	1661	1737
PBANKA_123490	12	1314155	1316791	+	2637	1646	1706	1142	1200	501	483	472	508	659	627	1749	1754
PBANKA_123500	12	1317575	1319401	-	1827	384	416	660	679	177	165	243	247	295	319	813	819
PBANKA_123510	12	1320274	1321070	+	797	56	64	174	191	53	80	59	59	93	105	197	219
PBANKA_123520	12	1321522	1322451	-	930	61	55	292	269	99	99	138	122	169	168	276	295
PBANKA_123530	12	1323330	1324482	-	1153	109	127	300	269	131	111	119	115	217	172	295	311
PBANKA_123540	12	1326222	1329071	-	2850	930	966	1409	1384	732	784	800	826	1266	1279	1498	1552
PBANKA_123550	12	1329976	1335171	-	5196	1757	1798	1730	1829	821	813	774	850	1289	1300	2090	2172
PBANKA_123560	12	1336220	1337659	+	1440	628	598	1623	1742	731	771	909	950	1606	1735	2361	2399
PBANKA_123570	12	1338460	1343816	-	5357	110	130	196	206	66	48	82	75	131	122	164	181
PBANKA_123580	12	1345083	1346093	+	1011	217	251	322	300	144	144	87	108	276	288	288	296
PBANKA_123590	12	1346361	1350659	-	4299	588	639	2417	2525	1072	1069	1023	1091	1734	1713	2837	2950
PBANKA_123600	12	1351769	1353310	-	1542	424	408	430	435	90	80	77	93	132	152	510	545
PBANKA_123610	12	1354041	1355754	+	1714	149	156	195	164	72	67	42	51	103	98	267	244
PBANKA_123620	12	1356230	1356502	-	273	17	13	41	53	20	19	26	23	41	28	18	10
PBANKA_123630	12	1358571	1361000	+	2430	655	598	597	649	200	231	188	227	376	392	670	738
PBANKA_123640	12	1361783	1364437	+	2655	1562	1681	876	903	484	552	336	321	815	798	1245	1280
PBANKA_123650	12	1365334	1367544	+	2211	275	274	907	917	233	239	533	533	155	144	1781	1746
PBANKA_123670	12	1371727	1372748	+	1022	198	170	361	397	78	79	136	120	159	151	358	403
PBANKA_123680	12	1373231	1375303	-	2073	2017	2010	1343	1498	4600	4778	4736	4771	2589	2652	1330	1325
PBANKA_123690	12	1377048	1377748	+	701	333	415	650	755	1481	1493	1226	1284	1622	1613	522	567
PBANKA_123700	12	1378137	1380205	-	2069	1076	1094	666	665	1401	1424	1267	1300	1723	1856	612	724
PBANKA_123710	12	1382799	1410125	+	27327	60239	62476	31163	32153	27390	28196	23438	23716	27757	28421	15872	16713
PBANKA_123720	12	1410949	1411711	+	763	40	56	93	120	26	29	48	59	62	67	124	133
PBANKA_123730	12	1413805	1415265	+	1461	37	38	294	231	235	243	388	430	425	404	84	96
PBANKA_123740	12	1416396	1417450	+	1055	34	38	113	109	27	16	27	25	54	78	86	88
PBANKA_123750	12	1417759	1418496	-	738	86	102	104	104	51	38	27	34	79	85	117	109
PBANKA_123760	12	1421915	1426158	+	4244	3979	4187	668	706	397	428	930	1051	672	657	1053	1040
PBANKA_123770	12	1427205	1427912	+	708	58	74	131	123	64	52	127	132	91	97	153	178
PBANKA_123780	12	1430325	1434584	+	4260	338	350	1964	2082	1746	1854	3206	3159	1723	1781	1946	2003
PBANKA_123790	12	1435846	1437656	-	1811	214	208	590	671	163	174	244	225	359	340	619	627
PBANKA_123800	12	1438943	1442066	+	3124	357	349	401	434	104	88	142	131	188	206	385	381
PBANKA_123810	12	1442508	1443221	-	714	41	25	224	233	130	122	194	155	272	274	130	128
PBANKA_123820	12	1445300	1447550	+	2251	625	648	928	967	1190	1211	1261	1326	1321	1371	918	870
PBANKA_123830	12	1448087	1449154	-	1068	41	38	45	61	12	11	41	40	38	42	45	64
PBANKA_123840	12	1449782	1450958	+	1177	151	158	172	158	42	46	128	108	118	117	113	132
PBANKA_123850	12	1451724	1455970	-	4247	716	783	438	485	130	132	221	211	305	324	537	560
PBANKA_123860	12	1459838	1461958	+	2121	31	30	322	302	167	177	262	259	393	396	248	262
PBANKA_123870	12	1463067	1464074	-	1008	73	72	341	301	89	81	89	114	245	265	262	243
PBANKA_123880	12	1467775	1471155	+	3381	468	479	2752	2833	2177	2310	3229	3339	2305	2256	2760	2899
PBANKA_123890	12	1472876	1476295	+	3420	3251	3340	3918	4015	11293	11809	7021	7179	6212	6367	4377	4350
PBANKA_123900	12	1476912	1477729	-	818	118	121	719	754	243	249	1215	1239	706	788	1014	975
PBANKA_123910	12	1480435	1481628	-	1194	805	774	643	627	260	341	402	354	308	321	621	726
PBANKA_123920	12	1482909	1484006	-	1098	47	40	179	219	105	106	127	134	168	174	162	160
PBANKA_123930	12	1485639	1486013	+	375	8	12	69	70	17	11	23	26	36	31	59	76
PBANKA_123940	12	1487535	1488239	+	705	253	266	245	306	94	88	168	150	219	223	244	264
PBANKA_123950	12	1489212	1489634	-	423	74	94	254	247	88	93	125	115	208	200	273	263
PBANKA_123960	12	1491236	1493730	-	2495	140	128	444	461	275	292	387	383	542	591	534	551
PBANKA_123970	12	1495944	1498613	+	2670	887	930	748	731	420	429	532	616	603	625	729	770
PBANKA_123980	12	1503736	1505679	+	1944	398	424	620	699	550	617	687	708	760	787	535	608
PBANKA_123990	12	1508785	1510809	+	2025	2256	2389	2373	2566	1000	1110	1549	1493	1841	1950	1631	1656
PBANKA_124000	12	1512628	1517712	+	5085	7892	8101	8028	8458	5910	5874	5270	5330	5424	5586	6606	6849
PBANKA_124010	12	1518684	1519991	-	1308	2059	2136	1131	1101	3138	3190	3295	3267	2226	2258	1055	1101
PBANKA_124020	12	1522458	1523867	+	1410	435	460	952	977	586	638	937	925	960	1000	758	750
PBANKA_124030	12	1524150	1528385	-	4236	264	267	563	637	353	308	296	271	707	752	532	501
PBANKA_124040	12	1529296	1530477	-	1182	150	127	173	167	61	71	50	66	146	204	150	167
PBANKA_124050	12	1531277	1532044	+	768	104	109	115	120	92	84	119	104	226	221	88	84
PBANKA_124060	12	1533422	1534315	+	894	4077	4317	6151	6441	16910	17584	8396	8554	17926	18301	6164	6242
PBANKA_124070	12	1535545	1537237	+	1693	46	58	58	61	34	35	51	60	103	104	65	52
PBANKA_124080	12	1537393	1539489	-	2097	260	240	325	353	57	63	112	87	100	102	440	444
