Geneid	Chr	Start	End	Strand	Length	ERR2216044	ERR2216045	ERR2216046	ERR2216047	ERR2216048	ERR2216049	ERR2216050	ERR2216051	ERR2216052	ERR2216053	ERR2216054	ERR2216055	ERR2216056	ERR2216057
PBANKA_123490	12	1314155	1316791	+	2637	15	24	6	2	74	19	223	114	266	177	330	199	82	32
PBANKA_123500	12	1317575	1319401	-	1827	1	0	3	0	21	2	63	49	43	32	37	16	24	14
PBANKA_123510	12	1320274	1321070	+	797	3	0	0	6	52	31	135	96	114	88	25	34	16	19
PBANKA_123520	12	1321522	1322451	-	930	44	58	0	0	41	12	167	112	237	172	90	77	4	14
PBANKA_123530	12	1323330	1324482	-	1153	8	10	2	1	25	18	75	65	110	90	39	56	0	7
PBANKA_123540	12	1326222	1329071	-	2850	45	55	5	5	43	11	93	46	101	45	37	35	38	14
PBANKA_123550	12	1329976	1335171	-	5196	76	98	12	0	85	40	125	65	140	67	82	48	50	26
PBANKA_123560	12	1336220	1337659	+	1440	26	25	14	5	445	249	549	621	466	277	180	163	59	58
PBANKA_123570	12	1338460	1343816	-	5357	3	0	0	0	4	2	21	25	35	22	36	11	3	3
PBANKA_123580	12	1345083	1346093	+	1011	10	20	2	0	22	10	43	35	25	19	11	14	11	0
PBANKA_123590	12	1346361	1350659	-	4299	78	119	4	3	65	16	161	76	166	90	90	65	28	10
PBANKA_123600	12	1351769	1353310	-	1542	6	5	1	0	46	25	130	121	126	74	42	43	18	8
PBANKA_123610	12	1354041	1355754	+	1714	9	20	0	0	27	11	117	64	99	84	43	11	15	16
PBANKA_123620	12	1356230	1356502	-	273	48	53	0	0	1	0	4	1	5	4	3	0	1	0
PBANKA_123630	12	1358571	1361000	+	2430	91	109	1	3	66	16	216	176	245	125	72	57	23	11
PBANKA_123640	12	1361783	1364437	+	2655	10	28	3	2	66	22	1329	970	1598	964	398	308	41	30
PBANKA_123650	12	1365334	1367544	+	2211	2	0	1	0	2	0	8	2	14	23	18	26	12	6
PBANKA_123670	12	1371727	1372748	+	1022	315	450	3	1	36	7	77	61	100	94	49	27	14	7
PBANKA_123680	12	1373231	1375303	-	2073	5	4	0	1	3	1	62	57	124	53	498	513	162	89
PBANKA_123690	12	1377048	1377748	+	701	15	12	1	4	46	13	92	82	148	74	218	240	349	343
PBANKA_123700	12	1378137	1380205	-	2069	205	262	13	2	88	64	173	162	150	91	206	218	443	472
PBANKA_123710	12	1382799	1410125	+	27327	41	67	171	33	175	41	1264	624	2727	1650	1957	1264	846	352
PBANKA_123720	12	1410949	1411711	+	763	0	0	5	0	27	25	62	81	95	65	16	32	6	1
PBANKA_123730	12	1413805	1415265	+	1461	3	4	2	0	3	0	71	55	126	87	127	118	16	18
PBANKA_123740	12	1416396	1417450	+	1055	3	1	3	4	39	5	50	59	41	25	22	16	0	3
PBANKA_123750	12	1417759	1418496	-	738	0	1	6	4	94	26	107	116	84	36	21	18	39	34
PBANKA_123760	12	1421915	1426158	+	4244	0	2	4	1	20	17	135	118	141	80	70	45	26	13
PBANKA_123770	12	1427205	1427912	+	708	0	0	0	0	0	1	11	6	6	4	3	3	1	5
PBANKA_123780	12	1430325	1434584	+	4260	0	1	1	0	4	2	21	37	37	50	195	255	1352	2266
PBANKA_123790	12	1435846	1437656	-	1811	0	0	2	9	250	86	489	474	776	550	305	260	60	24
PBANKA_123800	12	1438943	1442066	+	3124	0	3	3	3	33	14	55	55	58	43	42	33	10	4
PBANKA_123810	12	1442508	1443221	-	714	135	183	0	2	37	13	171	170	249	235	140	167	18	12
PBANKA_123820	12	1445300	1447550	+	2251	603	892	10	8	161	68	438	399	431	237	300	297	535	603
PBANKA_123830	12	1448087	1449154	-	1068	0	0	0	0	7	9	55	65	64	80	34	39	1	3
PBANKA_123840	12	1449782	1450958	+	1177	0	0	0	0	25	7	103	101	187	142	62	76	6	5
PBANKA_123850	12	1451724	1455970	-	4247	1	0	5	1	21	12	69	37	54	34	38	21	31	15
PBANKA_123860	12	1459838	1461958	+	2121	18	23	2	0	51	23	120	118	122	102	46	57	81	150
PBANKA_123870	12	1463067	1464074	-	1008	9	10	4	2	100	43	216	288	278	201	57	98	30	30
PBANKA_123880	12	1467775	1471155	+	3381	57	88	35	32	719	338	821	899	1125	783	419	351	1532	2021
PBANKA_123890	12	1472876	1476295	+	3420	217	324	6	2	66	29	138	93	155	79	544	491	219	141
PBANKA_123900	12	1476912	1477729	-	818	81	97	2	3	27	14	149	105	159	123	100	92	11	11
PBANKA_123910	12	1480435	1481628	-	1194	1	1	0	4	17	1	67	32	44	35	22	19	40	44
PBANKA_123920	12	1482909	1484006	-	1098	109	123	5	1	83	27	130	107	117	88	37	29	46	48
PBANKA_123930	12	1485639	1486013	+	375	16	28	3	1	12	6	21	18	32	18	11	11	3	2
PBANKA_123940	12	1487535	1488239	+	705	1	1	1	0	10	8	35	13	44	33	17	13	2	2
PBANKA_123950	12	1489212	1489634	-	423	40	55	2	1	81	35	105	95	109	138	31	38	10	13
PBANKA_123960	12	1491236	1493730	-	2495	21	26	0	0	39	12	154	73	140	66	74	48	21	3
PBANKA_123970	12	1495944	1498613	+	2670	49	71	5	2	61	36	157	151	146	69	36	52	243	235
PBANKA_123980	12	1503736	1505679	+	1944	147	224	1	14	108	64	332	338	349	247	225	149	557	589
PBANKA_123990	12	1508785	1510809	+	2025	21	23	13	10	199	79	380	369	813	560	777	604	136	121
PBANKA_124000	12	1512628	1517712	+	5085	182	311	3	2	128	48	412	268	469	301	225	163	26	31
PBANKA_124010	12	1518684	1519991	-	1308	101	202	11	0	25	4	58	40	83	48	121	120	96	44
PBANKA_124020	12	1522458	1523867	+	1410	10	13	1	3	44	19	279	141	341	185	209	138	40	11
PBANKA_124030	12	1524150	1528385	-	4236	9	13	1	1	51	15	97	63	123	60	61	35	74	49
PBANKA_124040	12	1529296	1530477	-	1182	1	2	0	2	11	2	76	40	65	37	26	13	21	12
PBANKA_124050	12	1531277	1532044	+	768	3	4	0	7	24	6	71	48	60	44	27	46	6	5
PBANKA_124060	12	1533422	1534315	+	894	146	177	0	3	23	17	86	78	112	69	1401	1952	355	305
PBANKA_124070	12	1535545	1537237	+	1693	5	3	1	0	7	2	14	13	21	11	18	13	3	3
PBANKA_124080	12	1537393	1539489	-	2097	5	3	1	2	22	11	41	22	47	25	24	11	15	15
PBANKA_124090	12	1540303	1541367	+	1065	0	0	1	0	18	5	31	13	19	18	11	11	10	4
PBANKA_124100	12	1542460	1544647	-	2188	10	22	3	8	43	21	84	117	97	76	51	30	24	9
PBANKA_124110	12	1546287	1547255	-	969	1	0	1	6	35	8	108	79	204	163	99	76	20	13
PBANKA_124120	12	1548621	1549703	+	1083	1	1	0	0	37	7	109	71	150	89	42	66	2	8
PBANKA_124130	12	1551219	1554761	+	3543	17	25	12	2	112	32	405	217	482	276	472	254	82	52
PBANKA_124140	12	1556450	1556875	+	426	2	2	0	0	11	1	3	2	0	0	2	0	0	0
PBANKA_124150	12	1557840	1559828	-	1989	48	84	13	4	134	69	304	287	383	306	240	159	72	38
PBANKA_124160	12	1560941	1561684	-	744	1	0	0	0	20	10	53	34	86	36	22	5	4	2
PBANKA_124170	12	1562697	1563703	+	1007	56	81	5	2	53	19	146	94	201	142	66	50	10	11
PBANKA_124180	12	1564154	1567082	-	2929	377	531	6	8	200	114	1106	1006	2715	1760	1727	1318	177	131
PBANKA_124190	12	1568761	1569663	-	903	9	12	6	19	228	104	424	416	475	356	125	143	25	26
PBANKA_124200	12	1571410	1573486	-	2077	8	12	3	2	116	40	292	215	435	327	161	152	19	10
PBANKA_124210	12	1574855	1576762	-	1908	30	28	4	3	39	9	133	127	153	73	48	44	53	32
PBANKA_124220	12	1578606	1579139	+	534	0	1	0	0	7	2	30	16	48	28	26	24	176	171
PBANKA_124230	12	1580675	1582121	+	1447	65	91	23	18	791	281	945	624	790	424	247	143	333	250
PBANKA_124240	12	1582545	1585381	-	2837	31	38	1	3	94	37	618	490	755	521	242	208	43	29
PBANKA_124250	12	1588275	1590173	+	1899	7	8	4	6	70	27	242	194	305	162	143	72	244	196
PBANKA_124260	12	1590573	1590947	-	375	43	43	2	2	143	50	248	244	344	303	101	107	20	14
PBANKA_124270	12	1592053	1595589	-	3537	2	4	8	2	64	31	221	156	357	224	185	159	59	59
PBANKA_124280	12	1597486	1599241	-	1756	44	70	8	9	352	129	459	411	438	226	166	125	645	549
PBANKA_124290	12	1600059	1601747	-	1689	93	120	0	0	10	0	30	21	49	31	65	104	45	28
PBANKA_124300	12	1604549	1606724	+	2176	23	51	0	0	1	1	16	14	43	28	135	99	24	11
PBANKA_124310	12	1607526	1609429	+	1904	23	20	5	0	23	21	71	46	108	72	74	68	81	76
PBANKA_124320	12	1609625	1609933	-	309	65	101	5	2	73	24	110	71	118	97	68	72	394	398
PBANKA_124330	12	1610697	1611305	-	609	8	9	1	0	19	6	72	66	44	37	23	25	41	57
PBANKA_124340	12	1612686	1614263	-	1578	51	83	0	0	41	25	77	48	76	35	54	46	372	399
PBANKA_124350	12	1615601	1617349	-	1749	3	1	0	0	2	0	26	24	34	34	15	19	9	5
PBANKA_124360	12	1618357	1620468	-	2112	43	51	22	6	55	21	121	137	189	130	96	57	92	50
PBANKA_124370	12	1622161	1622914	-	754	7	15	0	1	43	10	70	84	78	37	31	22	4	4
PBANKA_124380	12	1624123	1625165	+	1043	23	19	5	3	105	43	144	125	164	127	66	54	9	13
PBANKA_124390	12	1627239	1632774	+	5536	75	156	5	12	189	97	489	297	1210	677	982	665	106	85
PBANKA_124400	12	1633714	1634841	+	1128	2	6	0	6	92	34	119	109	134	126	26	36	19	8
PBANKA_124410	12	1636367	1639258	-	2892	0	0	0	2	20	5	72	33	43	30	11	11	4	11
PBANKA_124420	12	1641320	1646541	+	5222	17	34	7	7	111	43	296	141	453	273	244	190	53	22
PBANKA_124430	12	1648168	1649439	-	1272	254	327	5	2	48	21	121	122	198	149	116	140	64	106
PBANKA_124440	12	1651783	1652043	-	261	15	15	5	6	197	104	139	184	148	131	60	64	14	5
PBANKA_124450	12	1654165	1654982	+	818	4	12	2	0	7	2	20	16	34	18	4	10	4	1
PBANKA_124460	12	1656446	1658002	-	1557	1	6	0	0	67	37	362	340	473	277	125	125	20	11
PBANKA_124470	12	1660625	1664697	+	4073	1	3	3	0	34	9	106	62	175	84	170	119	23	3
PBANKA_124480	12	1664996	1669615	-	4620	7	5	3	7	49	24	136	114	166	79	79	54	15	7
PBANKA_124490	12	1670444	1673964	+	3521	2	3	10	9	17	10	40	8	34	23	29	17	48	32
PBANKA_124500	12	1674062	1675476	-	1415	24	29	0	4	61	11	112	72	88	59	23	25	65	48
PBANKA_124510	12	1676407	1679364	+	2958	5	4	1	3	91	45	151	114	125	91	41	52	66	89
PBANKA_124520	12	1680463	1682658	+	2196	0	0	2	1	105	41	178	207	188	139	41	54	37	19
PBANKA_124530	12	1683227	1690837	-	7611	57	105	2	9	29	10	107	102	231	135	341	300	188	230
PBANKA_124540	12	1692627	1694627	+	2001	30	87	2	1	67	28	176	86	191	104	80	62	31	22
PBANKA_124550	12	1695783	1703342	-	7560	6	3	0	1	5	5	24	24	158	69	267	177	55	32
PBANKA_124560	12	1704600	1705241	-	642	7	2	0	0	19	2	36	31	45	19	22	14	3	4
PBANKA_124570	12	1705720	1707075	+	1356	22	14	2	0	27	7	37	31	42	51	29	20	15	12
PBANKA_124580	12	1707386	1710604	-	3219	372	485	16	6	113	32	380	196	414	185	281	210	929	604
PBANKA_124590	12	1720912	1722339	-	1428	2	2	8	4	7	2	19	15	31	17	71	45	442	456
PBANKA_124592	12	1725156	1725465	+	310	0	0	0	0	0	0	0	0	0	0	1	0	0	1
PBANKA_124600	12	1731555	1732417	+	863	0	0	1	0	1	5	13	7	19	20	10	14	36	42
PBANKA_124610.2	12	1733290	1734731	-	1442	0	0	0	0	0	0	0	1	9	3	28	53	206	311
PBANKA_124610.1	12	1733638	1734731	-	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_124620	12	1738558	1739004	+	447	0	0	0	0	0	0	6	7	5	4	13	6	21	10
PBANKA_124630	12	1742356	1743481	+	1126	0	0	0	0	0	0	0	0	1	0	3	0	2	1
PBANKA_124640	12	1746362	1747515	+	1154	1	2	1	0	0	1	0	1	2	2	5	5	36	46
PBANKA_124650	12	1749865	1751057	+	1193	0	0	3	0	4	0	51	24	104	44	60	42	16	6
PBANKA_124660	12	1753263	1754193	+	931	1	0	1	0	68	36	220	196	176	120	72	64	38	8
PBANKA_124670	12	1757239	1758367	+	1129	0	1	2	1	2	1	5	3	12	10	19	15	28	24
PBANKA_124680	12	1760731	1761882	+	1152	0	0	3	0	5	1	4	0	2	1	1	1	45	44
PBANKA_124700	12	1768220	1770418	+	2199	10	5	137	27	154	53	174	31	158	44	181	45	593	170
PBANKA_124710	12	1771848	1772757	+	910	0	1	0	2	0	1	2	0	6	2	45	45	65	86
PBANKA_130010	13	2365	3488	-	1124	0	0	0	0	0	0	2	1	4	3	0	3	3	8
PBANKA_130020	13	6317	7453	-	1137	1	0	0	1	0	0	0	0	2	0	1	2	5	1
PBANKA_130030	13	12591	13782	+	1192	3	8	0	2	2	1	11	21	12	5	11	6	27	24
PBANKA_130040	13	18254	19359	-	1106	0	0	0	0	2	0	0	0	1	0	1	5	1	0
PBANKA_130050	13	23765	25267	-	1503	0	1	0	0	1	1	6	3	16	6	4	3	1	0
PBANKA_130060	13	28186	30090	+	1905	4	15	0	0	29	8	97	72	127	82	62	61	32	30
PBANKA_130070	13	31172	36019	-	4848	83	96	0	0	16	1	192	143	198	86	49	41	11	11
PBANKA_130080	13	38136	54496	+	16361	197	325	0	1	23	14	346	300	409	272	229	183	36	36
PBANKA_130090	13	54956	55639	-	684	7	6	2	1	40	20	60	64	59	30	15	17	4	5
PBANKA_130100	13	56653	59469	-	2817	28	61	2	0	40	21	155	162	219	148	69	49	11	11
PBANKA_130110	13	60113	64357	-	4245	34	59	0	1	54	9	131	113	117	75	58	34	12	2
PBANKA_130120	13	64781	65185	-	405	16	23	0	1	20	10	39	36	39	16	13	4	4	3
PBANKA_130130	13	66727	67740	-	1014	0	1	3	1	30	30	125	82	115	71	39	40	2	13
PBANKA_130140	13	70595	71717	-	1123	4	2	2	1	151	86	291	339	329	280	72	106	9	12
PBANKA_130150	13	73346	75861	+	2516	0	2	0	5	40	20	159	124	195	125	83	61	34	39
PBANKA_130160	13	76165	78034	-	1870	9	7	0	2	27	10	66	67	86	73	160	121	214	280
PBANKA_130170	13	79844	81652	+	1809	5	10	5	6	97	35	176	125	190	109	124	106	121	139
PBANKA_130180	13	82022	92644	-	10623	13	21	1	1	8	2	58	44	128	71	179	64	15	12
PBANKA_130190	13	93338	95896	-	2559	113	168	7	2	29	22	626	404	1903	1299	2181	1945	275	207
PBANKA_130200	13	97897	111266	+	13370	33	32	5	4	39	10	246	171	926	553	873	568	125	73
PBANKA_130210	13	111494	112019	-	526	0	3	5	2	30	8	55	51	59	39	18	20	3	2
PBANKA_130220	13	113035	114651	-	1617	2	0	0	0	137	30	281	313	511	406	212	221	44	36
PBANKA_130230	13	121035	127532	+	6498	0	2	4	3	30	12	559	406	995	567	827	643	114	123
PBANKA_130240	13	128359	131172	-	2814	202	339	0	7	67	30	300	273	299	230	102	117	321	459
PBANKA_130250	13	132787	133683	+	897	15	15	2	0	46	25	106	99	139	89	53	44	153	178
PBANKA_130260	13	135131	138622	+	3492	2	9	2	5	129	58	318	270	440	310	150	109	57	81
PBANKA_130270	13	142408	145567	+	3160	1	0	2	0	29	9	167	118	225	206	128	130	15	13
PBANKA_130280	13	147230	147817	+	588	3	13	9	25	1052	509	775	961	918	883	237	254	20	19
PBANKA_130290	13	149110	150175	+	1066	1	0	0	1	49	16	152	108	271	225	86	75	11	5
PBANKA_130300	13	151719	159349	+	7631	2	1	5	2	89	32	183	175	185	77	54	29	5	10
PBANKA_130310	13	159775	164101	+	4327	0	2	0	1	6	3	44	31	35	25	33	20	3	3
PBANKA_130320	13	165569	170768	+	5200	52	76	3	2	255	99	511	396	732	456	339	264	615	615
PBANKA_130330	13	171780	172853	-	1074	13	36	3	10	220	94	606	617	1116	691	762	670	79	48
PBANKA_130340	13	177514	180141	+	2628	33	29	1	0	37	24	115	136	178	136	254	248	50	22
PBANKA_130350	13	181580	182122	-	543	51	88	4	3	123	53	403	473	1627	1625	837	1073	82	71
PBANKA_130360	13	182946	184554	-	1609	33	44	0	9	75	34	355	292	376	329	97	91	23	15
PBANKA_130370	13	187073	188008	+	936	117	166	1	10	79	45	207	181	413	259	148	160	56	75
PBANKA_130380	13	190214	191358	+	1145	11	10	33	33	752	336	980	885	795	661	237	224	41	46
PBANKA_130390	13	191991	198569	-	6579	11	17	0	2	59	31	196	120	360	237	242	184	32	52
PBANKA_130400	13	200654	203605	-	2952	86	132	1	0	50	21	139	120	242	170	172	158	30	29
PBANKA_130410	13	206127	208435	+	2309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_130420	13	206127	213642	+	7516	258	392	3	1	100	32	94	93	102	66	56	43	31	27
PBANKA_130430	13	213967	217777	-	3811	10	13	0	0	27	15	114	100	255	182	142	120	26	10
PBANKA_130440	13	220928	222364	+	1437	2	2	0	1	37	6	108	93	102	52	51	38	14	9
PBANKA_130450	13	223493	226938	+	3446	34	102	6	0	35	10	98	62	124	64	61	54	39	4
PBANKA_130460	13	227236	229239	-	2004	22	33	0	3	63	22	145	127	219	107	64	51	10	2
PBANKA_130470	13	231096	233049	+	1954	10	6	1	0	40	11	135	97	226	156	99	126	17	10
PBANKA_130480	13	233966	235231	+	1266	0	0	2	0	35	19	107	108	235	211	155	151	25	20
PBANKA_130490	13	235526	237199	-	1674	10	7	8	1	69	27	91	50	199	151	248	196	57	26
PBANKA_130500	13	238653	239345	-	693	86	111	32	48	822	431	882	753	997	812	589	593	4246	4879
PBANKA_130510	13	242495	243635	+	1141	0	0	31	17	970	451	669	663	760	635	206	277	1442	2182
PBANKA_130520	13	246180	253320	+	7141	12	17	6	3	4	3	142	109	544	391	1153	925	177	117
PBANKA_130530	13	255543	257024	+	1482	3	0	2	3	97	34	225	222	237	232	81	76	6	22
PBANKA_130540	13	257528	259533	-	2006	10	8	0	0	35	10	137	111	246	163	78	93	10	11
PBANKA_130550	13	260242	262182	-	1941	322	515	0	3	6	0	32	30	109	52	200	216	15	27
PBANKA_130560	13	264555	265910	+	1356	64	84	1	7	97	37	171	148	199	110	58	57	15	9
PBANKA_130570	13	266590	267623	-	1034	72	70	1	1	44	37	71	72	99	46	22	25	5	2
PBANKA_130580	13	268432	268635	+	204	28	19	1	3	16	9	36	39	57	28	14	10	3	2
PBANKA_130590	13	268955	269651	-	697	7	2	4	7	25	6	130	107	111	92	32	36	5	4
PBANKA_130600	13	270530	271382	-	853	8	10	0	3	108	49	195	197	237	207	62	61	13	7
PBANKA_130610	13	272353	275139	-	2787	3	4	2	2	38	16	85	46	49	27	34	15	6	2
PBANKA_130620	13	276029	277523	-	1495	0	0	2	6	238	94	216	187	171	105	52	34	26	26
PBANKA_130630	13	279713	285712	+	6000	0	0	7	4	79	25	314	230	434	273	303	240	58	19
PBANKA_130640	13	286568	289697	-	3130	2	5	4	0	34	31	96	83	119	65	36	26	7	8
PBANKA_130650	13	292273	299389	+	7117	77	80	2	0	12	3	20	9	14	16	19	17	10	5
PBANKA_130660	13	300779	307215	+	6437	89	175	1	3	37	11	486	287	1350	937	941	663	196	146
PBANKA_130670	13	307820	309067	-	1248	0	3	1	0	2	5	21	14	12	16	15	11	1	0
PBANKA_130680	13	310737	319727	+	8991	101	175	12	12	288	101	701	513	874	469	334	230	55	44
PBANKA_130690	13	320127	324104	-	3978	14	16	1	0	36	19	333	353	726	460	291	262	44	33
PBANKA_130700	13	325370	326926	-	1557	154	243	4	1	112	36	303	190	429	259	315	269	50	28
PBANKA_130710	13	328220	330182	+	1963	13	23	1	2	44	19	248	208	260	179	90	60	14	11
PBANKA_130720	13	331129	331753	+	625	5	3	5	7	72	26	234	255	274	217	66	54	62	39
PBANKA_130730	13	332132	334722	-	2591	6	4	4	0	111	51	472	357	441	268	131	97	25	7
PBANKA_130740	13	335884	338232	-	2349	2	2	2	6	40	16	123	106	121	60	40	32	6	7
PBANKA_130750	13	339495	344807	-	5313	5	15	3	3	53	23	236	146	302	142	103	74	24	3
PBANKA_130760	13	345772	346733	-	962	261	286	3	10	101	34	207	160	320	214	162	98	21	9
PBANKA_130770	13	348308	349462	-	1155	81	83	5	4	32	8	131	80	168	129	78	62	26	17
PBANKA_130780	13	350837	353479	+	2643	120	144	4	2	184	76	362	462	579	414	196	187	58	47
PBANKA_130790	13	354240	355385	+	1146	6	1	0	0	4	0	8	2	14	5	3	2	1	0
PBANKA_130800	13	355479	377915	-	22437	14	32	3	5	32	16	71	67	102	63	148	102	30	21
PBANKA_130810	13	378447	379629	+	1183	0	2	0	1	5	1	11	5	8	11	2	4	3	1
PBANKA_130820	13	380482	381724	+	1243	7	15	3	6	64	32	155	181	263	219	93	77	19	16
PBANKA_130830	13	382652	384433	+	1782	14	18	4	2	22	3	46	16	36	23	21	15	6	12
PBANKA_130840	13	385238	389811	-	4574	349	457	9	9	69	19	242	128	256	160	175	130	18	15
PBANKA_130850	13	392164	393141	+	978	150	119	1	1	31	13	152	127	132	116	48	43	6	9
PBANKA_130860	13	394044	395494	-	1451	1153	1179	73	82	1297	684	1787	2117	1626	1183	445	405	200	240
PBANKA_130870	13	397995	398543	+	549	114	176	5	2	56	19	72	74	71	35	33	26	5	4
PBANKA_130880	13	399051	400253	-	1203	67	128	1	1	28	5	45	42	70	56	28	35	7	5
PBANKA_130890	13	401165	404371	-	3207	93	136	5	2	108	39	277	191	222	93	91	57	79	100
PBANKA_130900	13	405383	407982	+	2600	23	48	3	4	52	30	153	78	129	103	100	60	375	333
PBANKA_130910	13	408782	410639	+	1858	0	1	3	0	26	17	98	61	105	72	32	28	6	5
PBANKA_130920	13	411502	413925	-	2424	77	101	4	5	96	35	158	87	151	105	239	201	528	528
PBANKA_130930	13	415162	415614	+	453	19	17	2	0	7	2	32	20	49	19	50	32	15	30
PBANKA_130940	13	418241	420330	+	2090	278	303	5	8	42	13	209	140	490	338	410	324	278	203
PBANKA_130950	13	421345	422847	-	1503	168	299	4	12	361	100	408	288	452	253	135	128	916	958
PBANKA_130960	13	424191	428075	-	3885	7	7	0	2	8	1	25	9	21	11	18	7	9	5
PBANKA_130970	13	430920	433887	+	2968	273	331	2	1	126	53	194	149	230	144	123	112	762	876
PBANKA_130980	13	435895	437855	-	1961	7	3	0	0	3	2	17	6	10	9	39	39	11	5
PBANKA_130990	13	439201	441108	-	1908	44	47	12	4	402	191	579	540	508	324	136	136	43	30
PBANKA_131000	13	443135	446734	+	3600	208	245	2	2	18	1	58	26	43	28	94	66	32	51
PBANKA_131010	13	447108	448301	-	1194	1	1	0	0	30	12	244	274	280	192	79	81	11	12
PBANKA_131020	13	450772	454485	+	3714	240	364	3	11	107	47	281	174	438	255	240	172	49	25
PBANKA_131030	13	455490	459677	+	4188	159	230	7	3	97	32	278	133	350	204	243	177	431	485
PBANKA_131040	13	460720	461466	-	747	0	0	1	2	80	25	139	129	514	500	553	607	61	49
PBANKA_131050	13	463141	465061	-	1921	156	219	5	0	26	18	102	48	303	262	291	232	20	20
PBANKA_131060	13	466422	467292	+	871	13	14	5	1	49	16	163	163	168	164	89	75	14	1
PBANKA_131070	13	467763	469788	-	2026	2337	3372	1	2	18	9	150	102	234	185	115	79	5	14
PBANKA_131080	13	471616	473013	+	1398	227	307	78	83	2164	988	1577	1722	1647	1301	553	533	2812	3282
PBANKA_131090	13	473624	474270	-	647	84	96	1	5	75	24	72	60	75	45	35	33	100	129
PBANKA_131100	13	474953	476447	+	1495	94	119	4	4	60	18	121	97	143	113	58	58	98	83
PBANKA_131110	13	477443	478055	+	613	0	1	0	0	25	15	68	59	78	45	13	20	3	2
PBANKA_131120	13	478425	479801	-	1377	3	7	1	3	72	35	91	121	99	64	35	18	10	7
PBANKA_131130	13	481495	482148	+	654	3	6	0	0	3	0	19	17	35	23	11	17	1	10
PBANKA_131140	13	482553	483300	-	748	259	279	0	0	6	1	10	13	21	16	10	6	5	4
PBANKA_131150	13	484604	485629	-	1026	1	4	0	5	20	10	184	119	265	180	94	96	5	8
PBANKA_131160	13	487282	492549	+	5268	4	9	2	0	11	4	130	79	208	124	155	108	291	252
PBANKA_131170	13	493913	496759	-	2847	5	4	0	1	9	4	27	25	62	32	127	115	12	12
PBANKA_131180	13	499000	502644	-	3645	59	78	6	10	108	52	168	108	153	71	81	100	900	842
PBANKA_131190	13	504739	505212	+	474	2	0	0	0	0	0	32	8	25	13	11	6	16	17
PBANKA_131200	13	505587	510747	-	5161	6	3	0	1	1	2	28	24	31	24	36	32	7	8
PBANKA_131210	13	511685	515497	-	3813	21	12	6	3	27	12	168	87	384	210	202	117	92	37
PBANKA_131220	13	518229	520897	-	2669	3	11	8	10	113	45	267	290	218	169	73	41	13	13
PBANKA_131230	13	521806	522480	-	675	95	130	2	0	16	8	61	50	85	60	87	48	26	15
PBANKA_131240	13	523687	524559	+	873	137	192	2	3	40	11	107	72	129	89	51	66	48	41
PBANKA_131250	13	524618	525693	-	1076	38	42	4	1	62	17	121	73	130	77	48	27	13	5
PBANKA_131260	13	526566	527033	-	468	3	3	1	3	49	14	83	46	68	40	21	24	5	1
PBANKA_131270	13	528256	529360	-	1105	9756	13589	1	2	0	4	14	11	15	13	8	8	2	3
PBANKA_131280	13	531695	535273	+	3579	108	107	1	2	49	11	317	269	359	251	435	497	107	115
PBANKA_131290	13	536814	537566	+	753	3	7	0	0	1	0	80	40	256	149	1245	1226	160	156
PBANKA_131300	13	539608	541919	+	2312	41	48	1	9	46	23	140	127	135	99	113	113	978	1148
PBANKA_131310	13	542907	546655	-	3749	9	11	2	5	41	22	212	181	361	213	127	107	25	16
PBANKA_131320	13	551891	553860	+	1970	7	14	1	2	23	5	46	51	62	36	17	20	10	3
PBANKA_131330	13	555543	557000	-	1458	3	4	0	0	0	0	20	5	63	23	77	61	16	8
PBANKA_131340	13	558338	561601	-	3264	53	58	5	3	53	16	105	72	79	52	98	99	696	654
PBANKA_131350	13	562610	563059	+	450	28	35	0	1	14	6	35	52	67	36	42	75	138	139
PBANKA_131360	13	563674	564687	-	1014	0	1	1	0	13	5	55	35	99	88	54	53	5	9
PBANKA_131370	13	566631	568906	+	2276	1	2	4	4	19	3	55	45	115	108	225	191	53	29
PBANKA_131380	13	570119	571621	-	1503	81	119	3	1	53	16	117	84	178	116	59	53	58	52
PBANKA_131390	13	573427	574088	+	662	1	2	1	0	5	3	27	18	27	25	17	10	3	1
PBANKA_131400	13	574204	576486	+	2283	3	5	0	0	29	6	66	57	110	70	55	24	4	1
PBANKA_131410	13	577288	582362	-	5075	75	93	27	144	103	93	337	219	304	235	189	152	362	388
PBANKA_131420	13	584413	589440	-	5028	142	99	1	0	102	31	238	161	226	156	126	82	30	17
PBANKA_131430	13	590627	592222	-	1596	190	294	2	0	64	22	133	127	227	151	81	82	34	40
PBANKA_131440	13	593196	595526	+	2331	236	292	5	5	85	39	221	229	355	232	231	194	475	543
PBANKA_131450	13	596139	597452	-	1314	0	2	0	0	70	21	57	48	35	11	14	4	3	1
PBANKA_131460	13	598393	599953	+	1561	8	9	0	5	49	9	32	52	33	14	16	8	1	2
PBANKA_131470	13	600397	602793	-	2397	80	107	3	9	101	37	116	71	115	60	71	35	11	6
PBANKA_131480	13	605922	608420	+	2499	65	88	39	87	2724	1418	2667	3285	2511	1844	742	669	641	704
PBANKA_131490	13	609600	613712	-	4113	387	460	7	17	42	14	230	147	200	104	480	396	3053	3112
