"Geneid" "Chr" "Start" "End" "Strand" "Length" "SRR1571697" "SRR1571698" "SRR1571699" "SRR1571700" "SRR1571701" "SRR1571702" "SRR1571703" "SRR1571704" "SRR1571705" "SRR1571706" "SRR1571707" "SRR1571708" "SRR1571709" "SRR1571710" "SRR1571711" "SRR1571712" "SRR1571713" "SRR1571714" "SRR1571715" "SRR5298122" "SRR5298123" "SRR5298124" "SRR5298125" "SRR5298126" "SRR5298127" "SRR5298128" "SRR5298129" "SRR5298130" "SRR5298131" "SRR5298132" "SRR5298133" "SRR5298134" "SRR5298135"
"PVX_083250" "12" 280598 282743 "+" 2146 11 27 55 25 30 35 79 38 43 33 62 14 15 43 76 81 76 91 18 707 729 2139 2213 483 537 1533 1685 582 652 454 513 23 44
"PVX_083255" "12" 276566 278909 "-" 2344 43 115 319 150 100 153 193 97 74 121 369 99 52 105 182 302 313 350 47 962 1023 2100 2273 718 815 1379 1467 743 839 650 739 38 80
"PVX_083260" "12" 273419 275129 "+" 1711 2817 1473 1809 649 161 154 260 3550 2689 1465 2027 365 190 287 727 1985 1939 2118 352 823 886 2273 2619 570 686 1455 1578 537 636 459 607 17 42
"PVX_083265" "12" 267716 268198 "-" 483 73 40 61 45 26 28 59 110 93 58 109 30 17 37 94 109 104 116 17 205 228 602 688 139 172 398 467 171 187 132 159 5 10
"PVX_083270" "12" 263808 265943 "+" 2136 4450 2545 3175 1482 957 2022 3099 5721 4839 2427 3917 1094 800 1951 3485 4742 4776 5086 792 856 916 2423 2622 622 609 1638 1838 676 733 607 622 22 41
"PVX_083275" "12" 257724 260634 "-" 2911 302 106 132 68 99 417 1077 194 194 109 212 73 119 443 1172 505 478 550 88 1072 1307 3149 3682 753 997 2132 2496 833 966 735 813 30 77
"PVX_083280" "12" 250367 252776 "-" 2410 1159 414 457 142 140 722 939 1170 765 339 551 116 192 834 1272 1000 990 1047 157 1087 1140 2143 2402 831 867 1454 1531 804 810 628 690 28 56
"PVX_083285" "12" 248522 249650 "-" 1129 18 5 9 23 155 303 153 46 9 6 18 22 29 54 63 126 114 128 19 320 397 922 1213 254 286 638 794 254 286 221 227 23 24
"PVX_083290" "12" 242175 247839 "+" 5665 171 313 499 100 72 158 136 337 458 331 363 39 23 95 147 399 389 409 69 2307 2486 4450 4949 1666 1856 3361 3729 1764 2008 1519 1519 43 106
"PVX_083295" "12" 236348 241163 "+" 4816 125 28 28 33 102 237 449 208 65 29 85 63 76 208 428 216 237 238 33 1890 2103 4107 4446 1488 1515 2804 2984 1446 1561 1216 1340 59 90
"PVX_083300" "12" 233641 236033 "-" 2393 25 12 31 74 119 98 149 94 21 15 70 61 46 64 115 142 131 122 27 964 1151 2641 3212 758 926 1735 2172 775 838 666 709 38 60
"PVX_083305" "12" 231057 232761 "-" 1705 213 93 140 80 114 182 262 272 179 99 200 80 79 170 294 311 257 332 52 688 814 1973 2175 497 585 1257 1374 540 574 438 475 25 41
"PVX_083310" "12" 225457 230077 "+" 4621 157 206 316 119 71 78 84 303 307 190 372 74 30 71 172 289 310 349 56 1681 1876 3429 3726 1349 1360 2124 2352 1373 1422 1096 1202 49 84
"PVX_083315" "12" 212484 223572 "+" 11089 743 445 952 385 375 1063 2592 648 707 549 1128 310 375 1230 3085 1787 1806 1780 265 4150 4631 5663 6288 3226 3304 3886 4441 3393 3765 2874 3046 82 251
"PVX_083320" "12" 207999 209546 "-" 1548 125 124 277 170 92 61 60 278 230 163 402 113 61 57 88 277 308 292 44 677 710 1454 1578 499 540 1031 1101 519 609 419 490 20 47
"PVX_083325" "12" 204152 206242 "-" 2091 54 31 119 192 447 420 314 431 94 64 419 319 235 313 389 505 581 520 93 812 1042 2514 2870 660 698 1694 1909 739 772 555 693 21 42
"PVX_083330" "12" 200120 203955 "+" 3836 96 39 66 62 122 357 508 219 157 71 119 93 128 320 459 343 358 371 63 1515 1698 3290 3559 1176 1229 2233 2463 1183 1343 1070 1078 54 78
"PVX_083335" "12" 193456 199134 "-" 5679 108 42 71 37 179 523 677 129 156 65 127 84 118 346 574 419 396 381 68 2279 2384 3659 4006 1713 1918 2654 2976 1777 1910 1458 1675 67 157
"PVX_083340" "12" 191912 192775 "+" 864 112 86 108 31 9 24 43 204 152 83 106 13 9 43 74 118 122 131 19 344 373 1079 1121 274 272 626 647 260 287 245 275 6 23
"PVX_083345" "12" 188380 191701 "+" 3322 89 65 80 45 19 164 351 152 181 56 105 17 25 200 377 185 207 190 29 1223 1400 3236 3716 887 1007 2147 2487 1040 1082 821 954 33 87
"PVX_083350" "12" 187111 188123 "+" 1013 224 196 276 91 35 369 516 411 577 237 315 44 110 505 709 521 536 587 95 368 473 1027 1261 306 367 684 892 262 361 238 267 62 16
"PVX_083355" "12" 183225 185588 "+" 2364 1240 747 862 425 535 782 547 1684 1325 758 1276 430 361 698 939 1561 1495 1595 246 1084 1188 2231 2447 872 840 1473 1523 850 920 649 800 17 49
"PVX_083360" "12" 173642 179319 "-" 5678 167 278 972 318 377 656 748 347 332 529 1060 291 252 561 842 1132 1125 1135 189 2004 2130 2385 2698 1579 1554 1614 1850 1669 1702 1354 1479 60 112
"PVX_083365" "12" 171794 173279 "-" 1486 62 93 132 72 34 30 17 177 148 82 134 37 17 25 31 153 159 156 24 597 618 1544 1744 425 490 998 1196 481 531 394 434 31 29
"PVX_083370" "12" 162888 171053 "+" 8166 551 541 957 755 648 491 383 1293 741 537 1226 466 251 306 438 1342 1328 1341 218 3195 3398 3496 3898 2345 2606 2456 2609 2434 2712 2012 2227 130 883
"PVX_083375" "12" 160928 162273 "-" 1346 48 54 172 194 120 85 87 212 102 105 307 112 55 66 97 266 258 249 38 557 615 1597 1792 486 460 998 1096 491 486 406 460 12 26
"PVX_083380" "12" 159286 160482 "-" 1197 42 42 106 92 76 86 88 160 70 55 176 75 36 39 98 206 160 177 32 492 608 1374 1630 380 457 1025 1249 369 459 310 366 10 39
"PVX_083385" "12" 156764 158017 "-" 1254 135 91 125 29 13 16 28 183 149 93 124 25 12 20 51 103 109 120 26 718 746 1751 2001 532 573 1135 1330 539 587 451 479 17 35
"PVX_083390" "12" 154870 155993 "+" 1124 133 65 101 30 30 59 149 80 97 74 101 23 27 67 176 153 160 155 27 441 485 1418 1575 281 426 897 1056 382 426 246 295 8 22
"PVX_083395" "12" 152705 154799 "+" 2095 75 14 26 16 25 59 185 30 26 17 44 11 24 61 185 72 89 76 18 831 925 2272 2469 636 715 1484 1699 635 745 564 595 57 53
"PVX_083400" "12" 150042 152234 "+" 2193 567 369 595 349 288 219 285 892 635 361 775 303 147 172 355 774 768 829 148 752 972 1633 1956 555 675 1137 1320 636 729 495 594 21 37
"PVX_083405" "12" 148064 148815 "+" 752 100 70 115 30 15 40 56 138 104 77 115 15 9 27 76 105 117 103 14 250 285 801 928 182 218 587 632 216 284 193 176 4 9
"PVX_083410" "12" 146092 147114 "-" 1023 200 132 230 135 66 65 78 313 261 164 374 88 39 56 123 265 273 260 42 342 378 957 1193 253 342 655 728 240 272 217 238 7 11
"PVX_083415" "12" 143639 145396 "-" 1758 31 39 56 16 14 10 23 51 67 44 84 6 9 14 33 80 49 67 18 613 634 1109 1256 444 529 837 892 551 538 448 464 12 29
"PVX_083420" "12" 138969 142826 "+" 3858 50 116 256 246 1237 1605 724 968 142 142 373 604 802 1155 857 1513 1398 1479 220 1495 1602 2137 2363 1172 1312 1458 1626 1272 1365 1056 1165 27 110
"PVX_083425" "12" 134418 135330 "-" 913 44 68 141 30 61 117 61 127 115 73 88 40 55 76 91 183 162 195 35 409 425 826 973 278 320 583 707 299 327 251 256 7 18
"PVX_083430" "12" 131774 133006 "-" 1233 43 60 123 20 13 16 34 110 113 89 95 11 9 15 47 108 99 120 16 472 562 893 1007 375 421 629 687 405 471 325 340 8 26
"PVX_083435" "12" 130302 131483 "+" 1182 292 93 196 60 88 352 1065 203 226 111 191 69 102 397 1032 506 510 480 79 446 539 1053 1200 343 392 847 1019 375 385 300 373 6 18
"PVX_083440" "12" 127112 129094 "+" 1983 112 48 114 51 44 111 337 89 88 69 137 32 41 150 422 208 217 216 29 659 811 1824 2098 558 625 1452 1589 578 605 448 525 17 38
"PVX_083445" "12" 117244 120382 "-" 3139 992 514 707 508 368 703 1148 1084 1048 535 996 310 312 825 1107 1360 1346 1408 241 1161 1338 2416 2622 944 980 1728 1950 1033 1067 811 870 55 40
"PVX_083450" "12" 113981 117136 "+" 3156 638 382 539 175 97 164 260 826 835 404 613 118 74 236 352 630 631 686 109 1120 1239 3343 3713 883 997 2128 2334 875 957 802 840 34 62
"PVX_083455" "12" 108967 113193 "-" 4227 135 117 188 231 72 93 225 204 134 105 380 105 32 95 263 316 342 332 60 1806 1941 3173 3675 1421 1578 2157 2303 1473 1550 1115 1322 57 120
"PVX_083460" "12" 106660 108069 "+" 1410 165 97 122 21 34 191 351 205 222 96 110 27 89 333 712 322 308 340 65 506 577 1503 1704 338 404 1049 1206 426 476 320 373 10 21
"PVX_083465" "12" 100904 103317 "-" 2414 2052 1296 1718 1008 492 356 377 3178 2153 1294 2297 651 244 332 633 2203 2121 2371 360 948 1119 2568 3127 753 883 1654 1981 737 862 548 758 25 41
"PVX_083470" "12" 97746 99916 "-" 2171 427 127 289 142 184 483 1163 209 175 106 291 90 104 353 887 547 598 552 79 884 1020 2443 2577 641 667 1651 1720 746 746 652 659 37 46
"PVX_083475" "12" 90559 94714 "-" 4156 11 8 13 3 144 1031 888 18 79 15 21 70 271 1217 1086 678 591 650 130 1514 1591 2959 3495 1027 1223 2141 2501 1113 1298 985 1067 48 76
"PVX_083480" "12" 87566 89063 "-" 1498 1302 681 1102 533 232 857 1196 1994 1599 822 1632 387 315 1133 1679 1686 1791 1843 275 701 778 1504 1740 576 648 1043 1265 502 563 470 517 19 27
"PVX_083485" "12" 84907 86401 "+" 1495 170 115 178 76 71 154 153 268 183 112 226 54 63 155 241 276 267 304 53 484 524 1616 1720 385 408 1258 1347 493 504 333 392 10 25
"PVX_083490" "12" 79132 84706 "-" 5575 184 186 342 105 61 122 217 314 369 210 357 63 43 186 417 406 392 376 63 1844 1924 3063 3406 1345 1603 2106 2391 1422 1600 1219 1318 79 94
"PVX_083495" "12" 75466 78462 "+" 2997 149 86 88 9 18 18 44 203 151 77 70 9 7 34 81 96 107 115 14 1293 1462 3067 3272 1020 1183 2009 2221 1007 1142 884 897 66 50
"PVX_083500" "12" 70713 74423 "-" 3711 323 180 167 27 13 31 95 400 318 173 147 20 17 58 207 191 217 210 28 1526 1675 3993 4526 1189 1369 2758 3095 1129 1326 1005 1070 31 63
"PVX_083505" "12" 68427 70400 "+" 1974 48 41 60 18 19 18 26 75 84 61 95 23 6 23 47 80 79 76 15 833 976 2148 2361 663 775 1455 1624 653 789 573 623 28 44
"PVX_083510" "12" 62531 67918 "-" 5388 654 431 859 559 298 199 236 943 880 607 1255 344 167 248 475 1033 1127 1181 171 2462 2597 3709 4047 1865 2094 2557 2710 1877 2067 1638 1727 94 115
"PVX_083515" "12" 59343 60620 "+" 1278 433 250 472 304 163 182 384 603 497 331 768 205 110 252 490 690 706 707 94 572 563 1450 1508 403 516 945 1003 442 468 397 401 21 32
"PVX_083520" "12" 57576 58068 "+" 493 5 8 9 4 8 8 22 3 5 4 9 2 4 13 26 18 8 14 0 226 299 647 821 158 221 499 595 161 216 131 198 8 9
"PVX_083525" "12" 54398 55957 "+" 1560 19 3 12 10 10 26 102 19 19 19 21 3 8 18 77 40 33 36 7 650 811 1819 2173 534 662 1322 1535 561 650 430 536 120 37
"PVX_083530" "12" 45791 53156 "-" 7366 674 613 1144 522 202 169 299 1020 1011 780 1332 248 111 250 552 1169 1136 1156 190 3529 3723 5340 5777 2627 2796 3506 3751 2598 2804 2222 2244 85 168
"PVX_083535" "12" 41837 44844 "-" 3008 70 102 193 109 48 54 89 147 164 109 239 55 30 67 128 200 222 238 33 1383 1524 2909 3322 1063 1116 2176 2250 1100 1210 845 926 53 66
"PVX_083545" "12" 38669 40602 "+" 1934 153 51 30 11 8 346 550 210 271 63 63 14 93 520 623 329 352 341 68 1029 1148 1628 1827 826 914 1299 1445 740 875 655 589 42 60
"PVX_083550" "12" 32743 35808 "+" 3066 200 36 13 6 7 161 266 175 164 60 54 8 75 341 495 219 220 211 32 1610 1771 1988 2106 1320 1431 1602 1687 1328 1411 1141 1224 92 128
"PVX_083555" "12" 29014 30708 "+" 1695 2566 1412 1990 1400 925 730 1058 4638 2962 1792 3514 1044 521 839 1491 3369 3530 3536 545 923 1069 501 566 734 922 340 425 645 793 439 534 105 122
"PVX_083560" "12" 22630 24970 "-" 2341 5978 3114 4088 3072 1835 1518 2070 8564 5507 3634 6335 1782 894 1587 2830 6675 6974 7221 1087 1356 1405 660 720 993 1092 545 570 996 1138 726 778 85 182
"PVX_083565" "12" 19800 21272 "-" 1473 17 2 0 2 15 853 1520 21 445 105 65 2 208 1313 1711 810 752 751 129 795 953 376 427 615 708 264 249 606 669 526 581 56 109
"PVX_083570" "12" 16639 18566 "-" 1928 58 13 16 8 63 4995 10189 199 3622 1041 484 61 1473 9238 11333 5253 5383 5481 861 1135 1183 468 573 885 931 307 368 862 929 735 767 77 151
"PVX_083575" "12" 12944 14755 "-" 1812 7 6 19 4 10 24 67 17 10 10 15 6 3 55 216 62 58 62 7 1047 1159 415 456 757 913 238 282 721 859 620 730 66 143
"PVX_083580" "12" 8782 10790 "-" 2009 5 13 23 1 0 4 5 23 27 30 20 3 3 7 43 31 32 30 2 1265 1352 459 484 1050 1167 170 248 734 776 430 434 122 238
"PVX_083585" "12" 4615 6367 "+" 1753 45 8 12 12 18 49 181 36 22 11 25 11 13 39 96 50 66 65 8 1238 1398 504 554 1004 1031 316 365 1079 1163 808 860 212 243
"PVX_083590" "12" 377 3087 "-" 2711 67 26 28 26 30 50 61 66 47 38 37 11 4 32 68 76 85 73 11 7526 8344 2543 2840 5862 6798 1831 2110 7110 7934 3833 4472 350 544
"PVX_084090" "13" 6621 6974 "+" 354 29 0 1 2 0 9 14 17 4 0 8 3 2 14 33 19 10 7 2 208 260 561 591 139 183 319 387 160 184 112 137 5 20
"PVX_084095" "13" 8956 10445 "-" 1490 28 3 8 2 1 3 13 7 9 5 11 3 0 4 29 9 8 13 2 854 933 1753 1903 716 769 1100 1166 652 666 567 629 41 52
"PVX_084100" "13" 12179 14711 "+" 2533 343 251 290 126 32 66 122 432 419 294 447 75 30 81 236 347 380 392 53 1424 1505 3279 3653 1108 1190 2177 2395 1039 1225 910 937 39 87
"PVX_084105" "13" 15778 16765 "-" 988 664 208 283 136 200 821 2466 641 526 284 621 138 240 1162 3049 1428 1611 1625 224 584 620 1092 1184 488 549 807 811 449 468 339 388 27 43
"PVX_084110" "13" 18510 19805 "-" 1296 1 2 1 2 0 5 8 5 4 2 1 1 3 0 15 8 6 3 1 548 576 1212 1367 486 491 838 969 459 483 402 454 16 28
"PVX_084115" "13" 21590 22488 "-" 899 10 41 87 17 6 14 26 35 55 69 92 14 5 13 51 86 50 73 9 519 555 1171 1326 384 413 817 849 402 403 308 333 191 38
"PVX_084120" "13" 23506 24243 "-" 738 22 77 140 133 95 129 212 163 116 95 345 107 74 129 327 300 256 271 42 432 459 1062 1065 308 340 622 683 305 368 283 296 11 22
"PVX_084125" "13" 26191 29353 "-" 3163 28 146 251 54 33 140 207 126 320 239 273 33 47 206 474 360 323 335 48 1549 1711 3237 3665 1264 1367 2003 2194 1237 1266 951 1142 32 73
"PVX_084130" "13" 31101 33108 "+" 2008 55 84 176 53 29 106 202 51 94 91 161 37 33 121 322 197 208 209 25 938 1063 2353 2609 730 739 1623 1822 739 783 641 712 24 45
"PVX_084135" "13" 33860 34831 "-" 972 173 113 330 135 101 290 675 136 144 196 351 86 95 242 526 434 421 494 73 511 597 1077 1198 374 433 756 865 373 416 345 379 27 45
"PVX_084145" "13" 36951 47690 "+" 10740 63 12 41 27 124 412 645 95 86 40 82 68 127 305 434 304 346 315 69 4873 5526 6156 6997 3747 4008 4595 5075 3799 4172 3121 3510 195 252
"PVX_084160" "13" 48123 59181 "+" 11059 75 72 119 68 170 521 728 119 162 99 176 77 114 380 598 443 454 483 74 5299 5745 5048 5572 4139 4350 3649 3944 4118 4588 3498 3885 167 283
"PVX_084165" "13" 59237 61757 "-" 2521 15 89 176 50 22 25 54 62 118 95 153 17 12 33 87 130 140 132 20 1077 1102 2683 2999 749 823 1929 1992 775 895 677 785 26 64
"PVX_084170" "13" 62180 65299 "-" 3120 155 40 50 21 20 240 501 162 108 33 77 30 73 373 896 248 295 310 51 1441 1549 3570 3901 1161 1120 2264 2377 1123 1173 955 987 43 68
"PVX_084175" "13" 67726 74884 "-" 7159 739 767 1560 1063 779 693 828 1497 1206 898 1929 664 382 566 1154 1865 1901 2056 328 2978 3210 5546 6120 2338 2376 3735 4345 2299 2550 1956 2146 118 182
"PVX_084180" "13" 77824 80040 "+" 2217 216 113 124 40 12 15 67 256 212 138 171 17 16 40 98 154 147 151 27 1041 1136 3091 3430 839 931 2054 2299 840 952 785 742 31 53
"PVX_084185" "13" 80894 81511 "+" 618 229 65 77 32 42 121 403 180 163 82 106 30 45 148 392 225 204 219 51 191 230 661 813 172 151 456 551 166 219 143 130 5 15
"PVX_084190" "13" 83463 84114 "-" 652 1069 617 1570 1268 655 647 887 2149 1194 971 2853 922 382 633 1063 2093 2193 2291 319 265 277 796 898 203 226 481 578 199 223 135 171 15 21
"PVX_084195" "13" 89530 93018 "+" 3489 149 44 206 185 178 426 917 210 111 102 378 189 164 399 772 612 584 588 94 1306 1454 2508 2875 1001 1095 1896 2050 1149 1240 867 1006 29 77
"PVX_084200" "13" 93348 94955 "-" 1608 77 58 124 69 34 61 92 120 81 66 155 46 32 53 78 146 136 137 29 629 637 1966 2045 470 467 1298 1383 498 528 438 428 14 26
"PVX_084205" "13" 95050 96492 "+" 1443 291 251 385 205 114 128 94 529 362 244 430 122 63 91 142 486 420 435 76 461 538 1405 1838 348 393 1020 1212 403 457 309 394 21 16
"PVX_084210" "13" 96426 98843 "-" 2418 78 88 319 199 103 151 219 107 117 142 427 107 51 105 202 319 316 372 65 881 1042 2124 2456 671 767 1534 1605 716 878 592 716 32 47
"PVX_084215" "13" 99738 102584 "+" 2847 190 201 276 34 34 59 112 377 362 202 173 29 23 65 172 271 268 298 36 1033 1204 3348 3613 828 903 2248 2439 837 960 718 818 27 62
"PVX_084220" "13" 102909 104591 "-" 1683 302 193 134 29 16 23 47 382 307 131 99 19 6 46 107 184 156 208 31 656 672 1468 1504 487 497 941 1041 537 508 398 428 26 25
"PVX_084225" "13" 105146 106453 "+" 1308 97 108 135 58 20 28 37 170 151 97 143 20 19 31 68 125 119 156 23 395 456 1253 1416 290 336 875 1071 365 361 308 307 28 19
"PVX_084230" "13" 107910 111258 "-" 3349 839 662 1181 846 356 298 326 1294 1147 797 1705 439 210 259 456 1383 1374 1371 262 1508 1637 4146 4633 1188 1346 2647 2976 1154 1336 1006 1064 33 76
"PVX_084235" "13" 113748 115557 "+" 1810 561 375 586 320 263 388 505 1338 898 521 1035 312 217 390 708 897 956 1021 162 458 545 1393 1611 379 435 971 1084 413 468 354 392 15 25
"PVX_084240" "13" 117173 119155 "+" 1983 38 38 86 25 31 91 214 60 64 54 61 19 15 105 213 135 118 136 26 634 709 2030 2469 485 545 1520 1646 545 628 433 454 42 45
"PVX_084245" "13" 118990 121757 "-" 2768 34 33 132 40 33 67 135 37 53 82 103 20 13 67 127 127 107 107 24 901 1038 2435 2718 679 770 1592 1844 711 837 583 694 42 53
"PVX_084250" "13" 122718 124382 "+" 1665 35 85 119 22 25 46 98 95 119 95 72 12 9 46 103 119 110 122 18 716 813 2271 2541 567 608 1602 1801 546 600 488 551 18 37
"PVX_084255" "13" 124772 126511 "-" 1740 1347 793 1241 1159 1031 893 1107 3287 1795 967 2592 1196 685 878 1562 2501 2510 2673 442 662 768 1801 2347 417 557 1231 1545 494 583 383 440 16 19
"PVX_084260" "13" 128605 131751 "-" 3147 318 130 246 117 146 446 1215 228 184 114 253 79 106 355 871 552 521 565 85 1006 1170 2252 2485 736 833 1570 1793 830 925 604 712 38 58
"PVX_084265" "13" 131892 133183 "-" 1292 29 80 107 90 49 36 37 142 129 109 184 55 18 34 80 166 145 177 19 504 652 1426 1622 446 459 1051 1138 417 415 358 439 27 33
"PVX_084270" "13" 133885 135045 "+" 1161 98 74 112 48 22 10 17 187 148 108 153 18 17 21 70 129 127 128 23 408 497 1262 1483 272 373 866 1040 356 387 301 315 11 25
"PVX_084275" "13" 135631 137421 "+" 1791 25 51 104 21 28 54 101 36 62 72 130 28 17 48 112 116 122 140 19 542 614 1505 1698 406 476 1005 1206 463 513 354 411 18 19
"PVX_084280" "13" 140745 144171 "+" 3427 167 162 352 174 124 125 194 262 199 166 386 109 63 127 242 403 370 383 62 1213 1349 2698 2932 845 961 1800 2061 950 1047 739 826 29 67
"PVX_084285" "13" 144589 147341 "-" 2753 121 129 133 13 14 25 54 189 191 110 69 5 14 34 68 158 147 148 14 1164 1253 2115 2320 820 959 1521 1702 886 976 791 829 45 90
"PVX_084290" "13" 148391 149296 "-" 906 33 9 19 71 163 281 236 163 31 5 61 118 106 310 373 274 239 269 40 450 481 1303 1458 354 355 914 1120 377 406 312 352 15 27
"PVX_084295" "13" 153075 154880 "+" 1806 84 64 139 91 43 47 74 146 134 102 222 59 28 62 101 179 179 195 24 813 860 2496 2855 604 688 1769 1881 690 640 530 608 27 45
"PVX_084300" "13" 155549 158971 "-" 3423 310 347 532 336 212 161 194 618 554 321 798 278 122 151 247 702 657 785 131 1388 1433 3427 3860 1047 1058 2424 2664 1143 1228 979 1035 27 72
"PVX_084305" "13" 167631 173617 "+" 5987 1306 1401 3593 2066 870 1849 2997 2179 2370 1669 4519 909 565 2063 3605 4278 4144 4411 749 2234 2498 3018 3351 1727 1849 2042 2193 1883 1999 1530 1669 75 123
"PVX_084310" "13" 174654 177890 "-" 3237 543 715 1505 488 583 1737 2420 545 1108 1034 1603 317 388 1189 1717 2091 2086 2160 351 1008 1199 2511 2826 824 863 1618 1861 899 921 735 743 35 73
"PVX_084315" "13" 180010 181576 "+" 1567 34 34 87 25 23 33 106 38 59 49 81 16 16 37 112 87 85 86 13 613 725 1645 1926 491 618 1107 1186 471 564 388 478 10 40
"PVX_084320" "13" 181916 182086 "-" 171 13 9 43 39 18 27 15 15 15 20 94 22 6 15 23 54 53 55 8 97 104 221 247 85 105 114 160 73 76 63 73 3 6
"PVX_084325" "13" 184270 193564 "+" 9295 1460 975 1896 1621 1376 1322 995 2457 1495 1047 2928 1076 711 986 1293 3013 2804 3100 505 3261 3510 3957 4564 2426 2689 2699 2919 2637 2846 2168 2427 85 135
"PVX_084330" "13" 194641 198222 "-" 3582 405 272 443 167 254 491 422 769 558 314 505 164 219 473 655 773 771 784 136 1472 1378 2157 2438 1052 1091 1598 1741 1154 1211 979 1028 79 82
"PVX_084335" "13" 200635 201540 "-" 906 39 109 184 77 40 22 25 195 199 135 224 61 24 34 30 185 168 203 20 449 536 1152 1251 403 414 782 804 357 427 352 409 23 33
"PVX_084340" "13" 203048 205996 "-" 2949 90 50 114 69 142 314 443 89 81 47 108 49 65 186 414 271 261 272 43 1067 1218 2805 3164 868 983 1877 2175 847 975 784 862 39 69
"PVX_084345" "13" 206437 210992 "-" 4556 1926 1638 2404 794 249 269 377 2997 2916 1564 2389 352 173 340 776 2217 2225 2443 352 1697 1941 4098 4527 1291 1339 2630 2926 1382 1494 1193 1268 68 87
"PVX_084350" "13" 212461 220269 "-" 7809 99 134 219 65 560 956 673 387 191 117 166 232 362 679 789 794 764 801 106 2869 2999 5226 5673 2158 2233 3504 3976 2254 2371 1842 2007 137 182
"PVX_084355" "13" 222463 223476 "+" 1014 43 50 86 23 94 223 191 108 87 52 78 38 82 164 242 198 187 224 36 456 530 1188 1518 341 458 877 1027 365 435 313 365 25 35
"PVX_084360" "13" 223976 225652 "+" 1677 120 30 23 23 40 182 419 40 40 18 39 20 31 123 258 148 167 164 25 732 746 1803 1922 527 557 1363 1484 561 600 476 483 54 25
"PVX_084365" "13" 226722 231653 "-" 4932 480 419 563 181 48 73 161 570 647 416 521 69 46 122 315 504 502 552 106 1908 2064 3296 3664 1481 1538 2371 2579 1617 1634 1379 1444 101 100
"PVX_084370" "13" 233126 234655 "-" 1530 478 237 385 203 187 509 685 700 449 281 566 221 176 616 965 864 842 763 148 720 800 1012 1153 542 607 641 671 568 591 477 473 37 37
"PVX_084375" "13" 241308 243404 "+" 2097 14 88 339 457 522 363 195 490 71 196 750 456 249 231 290 770 813 781 117 1065 1178 2953 3229 868 945 1905 2093 835 953 702 849 20 52
"PVX_084380" "13" 243731 247209 "+" 3479 88 73 114 83 78 235 490 138 117 57 149 51 56 196 406 293 251 314 63 1276 1357 2692 3186 945 1021 1850 2078 981 1197 826 996 238 67
"PVX_084385" "13" 248336 256351 "-" 8016 329 100 596 671 1013 1463 1619 878 201 285 1279 554 631 974 1767 1683 1701 1837 306 3331 3423 3559 3950 2537 2700 2238 2409 2617 2902 2139 2383 115 159
