Geneid	Chr	Start	End	Strand	Length	SRR10438730	SRR10438731	SRR9041561	SRR9041562	SRR9041563	SRR9041564	SRR9041565	SRR9041566
PBANKA_132560	13	992756	995989	+	3234	850	897	244	401	142	393	347	393
PBANKA_132570	13	996552	996917	-	366	140	160	2682	3070	1678	1828	4228	5172
PBANKA_132580	13	997424	1001146	-	3723	1029	1124	473	1507	560	654	1277	1758
PBANKA_132590	13	1001935	1002156	+	222	105	122	879	953	533	1337	1989	1568
PBANKA_132600	13	1002943	1006836	-	3894	1006	1119	1517	5364	1928	3002	2718	4048
PBANKA_132610	13	1008677	1013820	-	5144	1335	1455	12389	20943	8021	9198	20804	30674
PBANKA_132620	13	1015023	1016697	+	1675	411	542	752	1919	781	1121	1622	2235
PBANKA_132630	13	1017880	1019343	-	1464	463	468	1927	4039	1498	2167	3263	3710
PBANKA_132640	13	1022627	1023877	+	1251	444	422	16176	30716	14166	10224	22591	31456
PBANKA_132650	13	1024589	1026868	-	2280	594	679	313	898	388	447	570	884
PBANKA_132660	13	1028307	1029257	-	951	306	360	7286	12941	5713	8980	12123	13887
PBANKA_132670	13	1030319	1048730	-	18412	4671	5148	932	1434	808	1210	1060	1045
PBANKA_132680	13	1051019	1052497	+	1479	452	489	1689	3214	1715	1904	4019	4813
PBANKA_132690	13	1053929	1055554	+	1626	445	535	2453	5826	2362	2336	4214	6647
PBANKA_132700	13	1056618	1057634	+	1017	0	0	2	2	0	2	1	1
PBANKA_132708	13	1063744	1064255	-	512	189	222	1355	1497	721	2885	3006	2328
PBANKA_132710	13	1067509	1072444	+	4936	261	318	106	170	142	408	266	158
PBANKA_132720	13	1074290	1074634	-	345	152	151	705	1157	415	904	1250	1301
PBANKA_132730	13	1081475	1083034	-	1560	553	577	2561	2914	1615	5506	4642	3459
PBANKA_132740	13	1088291	1090147	-	1857	429	573	309	657	280	698	501	521
PBANKA_132750	13	1091011	1093542	+	2532	664	728	174	240	144	281	281	260
PBANKA_132760	13	1093856	1095121	-	1266	353	421	1008	1417	646	874	1715	1920
PBANKA_132770	13	1096497	1099054	+	2558	595	731	1210	2196	1183	1054	1721	2167
PBANKA_132780	13	1099092	1099892	-	801	240	210	1380	1343	845	1754	2378	1948
PBANKA_132790	13	1101110	1110508	+	9399	2253	2447	2323	4616	2854	3998	2291	2658
PBANKA_132800	13	1111804	1115772	+	3969	994	1046	554	1015	483	781	550	808
PBANKA_132810	13	1117159	1118307	-	1149	376	395	3176	5452	2364	3954	5636	7169
PBANKA_132820	13	1120568	1121584	+	1017	291	331	3101	4912	2272	2374	6504	6830
PBANKA_132830	13	1122519	1124630	-	2112	606	631	1382	2224	1042	2038	1730	2189
PBANKA_132840	13	1127550	1128380	+	831	280	285	5310	6193	3318	5068	7735	7592
PBANKA_132850	13	1129339	1131783	+	2445	679	738	239	655	210	435	428	490
PBANKA_132860	13	1132331	1133380	-	1050	308	339	73	128	52	139	164	132
PBANKA_132870	13	1134353	1137898	+	3546	922	980	1660	1864	867	1434	2550	2810
PBANKA_132880	13	1138252	1138794	-	543	189	238	4169	6481	4679	10472	7535	7993
PBANKA_132890	13	1141973	1146379	+	4407	1056	1114	2638	4947	2066	2849	3289	4812
PBANKA_132900	13	1146555	1149175	-	2621	700	755	2634	6782	2735	2480	4851	7822
PBANKA_132910	13	1149560	1152090	-	2531	687	814	66138	71742	39934	130047	114372	113859
PBANKA_132920	13	1153870	1174835	+	20966	5303	5699	9940	16394	9693	8779	8797	11387
PBANKA_132930	13	1175944	1177217	+	1274	380	405	5245	5369	3196	5471	9430	7591
PBANKA_132940	13	1177861	1180164	-	2304	678	740	30730	33151	19958	50585	57236	52147
PBANKA_132950	13	1182183	1184928	+	2746	739	851	2292	4298	2347	3141	2695	3158
PBANKA_132960	13	1186182	1192529	-	6348	1877	2064	2145	4224	2475	2968	2015	2590
PBANKA_132970	13	1197211	1201087	+	3877	1058	1228	4300	9311	3794	6578	7160	8525
PBANKA_132980	13	1202577	1205408	-	2832	756	852	874	757	836	1029	572	481
PBANKA_132990	13	1211753	1212830	+	1078	361	393	39899	28935	21350	73731	65527	49893
PBANKA_133000	13	1213129	1213950	-	822	258	302	3940	5352	3424	3792	6401	8240
PBANKA_133010	13	1215642	1216857	+	1216	402	462	1022	1559	938	2392	2023	2111
PBANKA_133020	13	1217728	1220397	+	2670	726	862	895	1517	832	1366	1123	1450
PBANKA_133030	13	1221626	1224867	+	3242	933	963	1350	2424	1332	1766	1492	1701
PBANKA_133040	13	1225632	1227032	-	1401	379	460	113	164	68	204	262	169
PBANKA_133050	13	1227974	1229599	+	1626	433	505	55	102	40	105	110	90
PBANKA_133060	13	1230236	1231723	+	1488	388	464	102	332	133	440	400	317
PBANKA_133070	13	1231873	1232772	-	900	244	275	14152	17302	9041	24981	26044	23528
PBANKA_133080	13	1233874	1235409	+	1536	438	512	2531	3278	1888	3988	4083	4135
PBANKA_133090	13	1236085	1238616	-	2532	716	864	9319	16145	10822	9143	9905	14685
PBANKA_133100	13	1240198	1240742	+	545	193	240	510	820	399	841	1321	1217
PBANKA_133110	13	1241418	1242091	+	674	280	270	1355	1291	707	1675	2984	2231
PBANKA_133120	13	1244229	1249165	+	4937	1284	1504	2082	4924	3271	3156	2426	3532
PBANKA_133130	13	1250514	1257234	+	6721	1741	1947	12936	21789	11740	11915	12658	18439
PBANKA_133140	13	1258768	1266639	-	7872	1989	2177	4930	11080	5197	10074	6199	6660
PBANKA_133150	13	1271675	1272304	+	630	263	263	362	737	318	621	682	689
PBANKA_133160	13	1273112	1274143	+	1032	335	418	1426	2218	1179	1652	2177	3091
PBANKA_133170	13	1277967	1280192	+	2226	672	651	1001	678	778	1591	619	559
PBANKA_133180	13	1280902	1282266	-	1365	397	468	1956	3627	1601	2974	3492	4246
PBANKA_133190	13	1288733	1290314	+	1582	494	536	1943	3984	1740	2882	2994	3844
PBANKA_133200	13	1291663	1293756	-	2094	524	627	2041	4117	2019	2912	2824	3680
PBANKA_133210	13	1295193	1297532	-	2340	672	654	1926	2816	1914	2470	1964	2108
PBANKA_133220	13	1299548	1300042	-	495	194	221	510	920	384	600	1032	1002
PBANKA_133230	13	1301294	1302055	+	762	236	287	835	1707	713	1300	1604	1839
PBANKA_133240	13	1302900	1303988	-	1089	360	375	1551	2744	1464	3966	2393	2586
PBANKA_133250	13	1305373	1306137	-	765	247	312	858	1301	704	1601	1525	1606
PBANKA_133260	13	1307561	1309669	-	2109	702	684	590	1170	561	1433	987	971
PBANKA_133270	13	1311580	1314727	+	3148	837	1034	1014	1227	1158	4958	2637	1259
PBANKA_133280	13	1317227	1326642	+	9416	2379	2679	4763	7899	4701	7333	3877	4226
PBANKA_133290	13	1328167	1328823	+	657	222	250	184	431	178	393	559	515
PBANKA_133300	13	1329034	1330024	-	991	268	306	2788	3283	1619	3152	4586	5321
PBANKA_133310	13	1330109	1331639	+	1531	393	417	7775	14475	7937	6765	9501	15705
PBANKA_133320	13	1331926	1332805	-	880	238	287	766	1441	690	1144	1842	1924
PBANKA_133330	13	1333532	1340223	+	6692	1774	1884	1038	2809	1113	1787	1739	2195
PBANKA_133340	13	1340202	1341038	-	837	231	257	379	608	379	778	832	676
PBANKA_133350	13	1341988	1342329	+	342	173	184	384	519	391	839	871	662
PBANKA_133360	13	1342832	1343584	-	753	261	295	936	1564	720	1177	1629	1553
PBANKA_133370	13	1345557	1348608	+	3052	830	964	41956	76521	32279	46145	47988	63707
PBANKA_133380	13	1349941	1351128	-	1188	386	427	1413	1554	909	1886	2565	2069
PBANKA_133390	13	1352179	1353912	+	1734	483	608	1130	2045	1043	1620	1553	1721
PBANKA_133400	13	1354333	1357774	-	3442	943	1029	994	2796	1088	1199	1405	2399
PBANKA_133410	13	1359924	1360749	+	826	284	278	1645	2714	1142	2730	5075	3925
PBANKA_133420	13	1362353	1363837	+	1485	422	505	756	779	501	1491	1041	862
PBANKA_133430	13	1365233	1366261	-	1029	332	364	1071	1693	1087	3285	2216	1660
PBANKA_133440	13	1369487	1371970	+	2484	686	738	2027	5661	2141	2365	3878	6136
PBANKA_133450	13	1372284	1374388	-	2105	622	678	894	907	493	898	986	1066
PBANKA_133460	13	1375719	1377224	-	1506	456	529	1870	2152	1053	3571	2773	2573
PBANKA_133470	13	1378000	1380116	-	2117	561	675	23025	36957	18465	37344	31079	38479
PBANKA_133480	13	1381829	1385374	+	3546	853	961	24244	67373	18952	12327	18775	36723
PBANKA_133490	13	1385515	1388025	+	2511	656	730	63170	72262	53169	96874	52561	48689
PBANKA_133500	13	1388609	1389487	+	879	243	293	33014	32924	19808	54584	55252	48490
PBANKA_133510	13	1390125	1396195	-	6071	1593	1869	2567	6229	2863	3020	2606	4157
PBANKA_133520	13	1396825	1397954	+	1130	306	390	1538	2815	1187	1427	3714	4351
PBANKA_133530	13	1397951	1399635	-	1685	462	555	2726	3787	1984	3359	5002	5590
PBANKA_133540	13	1400903	1406095	+	5193	1290	1669	1384	3368	2071	2620	1566	2334
PBANKA_133550	13	1407040	1409684	+	2645	750	827	618	1045	494	1229	1229	1231
PBANKA_133560	13	1409923	1413584	+	3662	1001	1220	564	1514	536	1077	1090	1580
PBANKA_133570	13	1413781	1414626	-	846	317	337	5666	6963	3903	5480	12038	11234
PBANKA_133580	13	1415138	1417369	-	2232	661	774	1425	2456	1086	2122	3171	3200
PBANKA_133590	13	1418671	1421088	+	2418	666	787	823	1769	741	1451	1665	1536
PBANKA_133600	13	1421429	1423255	-	1827	579	648	385	872	416	1165	1367	1059
PBANKA_133610	13	1424124	1425209	+	1086	379	384	432	925	453	885	1107	1009
PBANKA_133620	13	1425504	1425953	-	450	171	203	9653	8196	4793	12388	20179	14326
PBANKA_133630	13	1426720	1428719	-	2000	598	718	2601	5596	2601	3885	5801	7346
PBANKA_133640	13	1431240	1432148	+	909	316	361	5997	6749	3964	6109	6257	9578
PBANKA_133650	13	1433028	1436406	+	3379	936	1083	1748	4687	2016	1770	2649	5119
PBANKA_133660	13	1438223	1440211	+	1989	585	662	2862	9879	4127	5477	7248	10881
PBANKA_133670	13	1441582	1443405	-	1824	579	657	841	2132	949	1356	1786	2152
PBANKA_133680	13	1444613	1444948	-	336	176	187	583	662	359	1058	925	912
PBANKA_133690	13	1446255	1447781	-	1527	447	558	6953	9174	5056	6149	11394	13778
PBANKA_133700	13	1449371	1451206	+	1836	587	667	2385	3597	1863	3431	3155	3934
PBANKA_133710	13	1453137	1455363	+	2227	623	704	4333	9077	4435	5950	5936	9726
PBANKA_133720	13	1458209	1459345	+	1137	351	423	1981	3892	1685	3650	4624	4935
PBANKA_133730	13	1461287	1462276	-	990	383	383	1105	1895	1061	1496	2410	2262
PBANKA_133740	13	1463228	1465272	+	2045	673	800	3230	5386	2377	4504	5111	6522
PBANKA_133750	13	1467563	1478702	+	11140	3210	3546	7963	13525	6914	8696	7476	10549
PBANKA_133760	13	1479573	1483783	-	4211	1216	1401	2111	4568	2789	2701	2718	4271
PBANKA_133770	13	1485803	1487006	+	1204	400	523	1587	2401	1270	2766	2806	2971
PBANKA_133780	13	1487469	1490250	+	2782	984	1034	2015	3575	1483	3286	3608	4041
PBANKA_133790	13	1490944	1492014	-	1071	395	448	1653	3091	1272	2568	2790	3115
PBANKA_133800	13	1493281	1493764	+	484	252	276	1512	2232	1292	3015	4389	3567
PBANKA_133810	13	1494298	1496588	+	2291	737	793	54842	47114	24846	74105	74400	69428
PBANKA_133820	13	1496735	1497520	-	786	269	342	1664	1566	1148	3170	2464	2040
PBANKA_133830	13	1498408	1499540	-	1133	390	490	2304	2986	1867	3896	5603	3958
PBANKA_133840	13	1501465	1502130	-	666	303	349	3536	5733	2821	5286	8064	8815
PBANKA_133850	13	1503704	1504714	+	1011	395	423	1314	3398	1372	2646	2336	3263
PBANKA_133860	13	1505125	1506263	-	1139	487	526	8278	8016	5686	12557	16513	11760
PBANKA_133870	13	1508548	1510104	+	1557	525	625	5517	9551	4844	11215	7376	8696
PBANKA_133880	13	1511408	1512724	+	1317	432	551	485	956	502	1305	862	916
PBANKA_133890	13	1515078	1516265	+	1188	482	504	48015	93045	40641	69229	62436	93569
PBANKA_133900	13	1517292	1520351	-	3060	981	1175	375	709	328	541	513	506
PBANKA_133910	13	1520948	1521901	+	954	386	365	241	382	237	578	530	452
PBANKA_133920	13	1522074	1525418	-	3345	1119	1201	179	306	186	340	180	199
PBANKA_133930	13	1528990	1530552	+	1563	486	649	1278	2825	1260	2085	2261	2771
PBANKA_133940	13	1531006	1532572	-	1567	509	585	4193	4665	3656	7314	4531	4932
PBANKA_133950	13	1533344	1546506	-	13163	4270	5042	708	2055	1037	792	586	1007
PBANKA_133960	13	1547670	1548952	+	1283	444	555	5616	7495	4128	8107	12611	11389
PBANKA_133970	13	1549564	1553736	-	4173	1368	1663	494	799	411	742	572	593
PBANKA_133980	13	1554272	1557916	+	3645	1283	1481	402	1060	471	653	837	876
PBANKA_133990	13	1558910	1559673	+	764	361	384	667	978	569	1106	1283	1199
PBANKA_134000	13	1560725	1562425	-	1701	666	776	48	158	25	104	161	125
PBANKA_134010	13	1564580	1565530	+	951	400	439	7052	12088	5712	6560	13947	14571
PBANKA_134020	13	1566198	1566431	-	234	173	150	1866	1916	1532	4527	3766	2989
PBANKA_134030	13	1567956	1569248	-	1293	516	588	303	707	304	481	533	729
PBANKA_134040	13	1571360	1572839	-	1480	589	629	9048	15389	8534	5271	21386	22172
PBANKA_134050	13	1575774	1585721	+	9948	2927	3497	708	2386	1248	1665	1035	1970
PBANKA_134060	13	1586340	1588620	+	2281	911	1166	4138	6708	2736	6901	5148	6756
PBANKA_134070	13	1589371	1589972	+	602	275	356	1251	1142	569	1458	1657	1392
PBANKA_134080	13	1590195	1590850	-	656	338	391	879	905	525	1197	1666	1294
PBANKA_134090	13	1592739	1597247	+	4509	1610	1958	318	889	655	791	290	454
PBANKA_134100	13	1597932	1605279	-	7348	2965	3412	2873	7659	4653	4688	3191	4369
PBANKA_134110	13	1606975	1607931	-	957	568	676	7346	7494	4471	9659	14499	11492
PBANKA_134120	13	1608936	1610432	+	1497	705	847	1611	2163	1074	2776	2364	2660
PBANKA_134130	13	1610796	1612925	+	2130	917	1138	542	1780	592	944	1155	1595
PBANKA_134140	13	1613125	1614147	-	1023	531	652	1396	3384	1511	1988	3685	4931
PBANKA_134150	13	1615084	1616903	-	1820	916	1057	860	1487	616	1025	1543	1810
PBANKA_134160	13	1617865	1620280	-	2416	1308	1543	596	652	411	899	973	841
PBANKA_134170	13	1621061	1627075	-	6015	3046	3602	1995	3673	1765	1998	1648	2430
PBANKA_134180	13	1629362	1641620	+	12259	7595	9014	3468	5974	3874	4131	2942	4027
PBANKA_134190	13	1643855	1645372	+	1518	1382	1488	1641	2553	1345	2091	1896	2385
PBANKA_134200	13	1646081	1647331	-	1251	1157	1485	1430	2572	1085	2641	3369	3263
PBANKA_134210	13	1647904	1651152	-	3249	3234	3706	149	393	167	211	206	262
PBANKA_134220	13	1651840	1655002	-	3163	3577	4261	113	239	136	228	266	277
PBANKA_134230.2	13	1655367	1658001	-	2635	690	828	6058	7242	5535	12206	11961	10464
PBANKA_134230.1	13	1655886	1658001	-	2116	0	0	0	0	0	0	0	0
PBANKA_134240	13	1659134	1659853	+	720	1173	1365	1449	1414	840	2740	2129	1905
PBANKA_134250	13	1661276	1665841	+	4566	6248	7005	44746	99231	52075	71585	42083	59576
PBANKA_134260	13	1666872	1667753	-	882	1958	2261	872	1317	628	1043	1160	1597
PBANKA_134270	13	1669036	1671870	+	2835	6876	7602	221	452	238	663	322	350
PBANKA_134280	13	1672838	1673524	+	687	2667	2917	798	600	403	1028	753	622
PBANKA_134290	13	1674238	1675071	-	834	3323	3914	497	676	277	467	494	594
PBANKA_134300	13	1677565	1679199	+	1635	9452	9898	1751	2993	1480	2895	2706	3347
PBANKA_134310	13	1680193	1681300	+	1108	10435	11096	1557	1572	907	1260	2939	2927
PBANKA_134320	13	1685820	1692737	-	6918	24262	26341	17570	40767	18655	14837	21480	35187
PBANKA_134330	13	1696636	1697448	+	813	1984	2169	2423	3319	1542	3258	3981	4015
PBANKA_134340	13	1699062	1706792	+	7731	10206	12050	2776	6909	3145	5520	3790	4520
PBANKA_134350	13	1708205	1709521	-	1317	1898	2129	2201	2884	1582	3881	4517	4211
PBANKA_134360	13	1711959	1713221	-	1263	1477	1725	1295	2216	906	1798	1838	2251
PBANKA_134370	13	1714564	1716690	-	2127	2099	2534	8328	9774	4528	9335	13722	13114
PBANKA_134380	13	1719116	1719952	+	837	770	835	891	1607	976	2693	1783	1657
PBANKA_134390	13	1720074	1721252	-	1179	898	1037	856	1105	659	1514	1169	1049
PBANKA_134400	13	1722356	1728727	-	6372	3975	4939	674	1510	769	1270	880	860
PBANKA_134410	13	1730217	1736592	-	6376	3534	4183	2114	4536	2875	4677	2535	3289
PBANKA_134420	13	1738618	1739608	-	991	647	724	5006	7855	3998	4831	9113	12156
PBANKA_134430	13	1740652	1742193	-	1542	812	1007	3350	9054	2799	3209	6488	10688
PBANKA_134440	13	1745164	1748115	+	2952	1501	1673	896	1411	814	2223	1413	1631
PBANKA_134450	13	1751177	1757595	+	6419	2694	3290	944	1539	1077	2085	963	843
PBANKA_134460	13	1758552	1759493	-	942	507	660	1515	3671	1805	2750	2699	3988
PBANKA_134470	13	1761789	1763081	-	1293	624	780	775	1829	718	943	1479	1776
PBANKA_134480	13	1765473	1768625	+	3153	1519	1721	117	342	194	309	248	232
PBANKA_134490	13	1769203	1770783	+	1581	762	930	587	924	535	1159	1116	1000
PBANKA_134500	13	1771665	1773173	+	1509	691	779	708	1273	622	1566	1929	1682
PBANKA_134510	13	1773782	1774360	+	579	279	390	412	706	310	645	774	790
PBANKA_134520	13	1774619	1775498	+	880	394	477	172	404	201	440	389	453
PBANKA_134530	13	1775743	1777675	-	1933	806	944	2028	2807	1428	2837	3369	3833
PBANKA_134540	13	1779072	1780457	-	1386	573	683	1563	3155	1336	3331	3974	3807
PBANKA_134550	13	1782928	1784658	+	1731	698	821	9863	13469	6831	9384	14970	14874
PBANKA_134560	13	1784860	1786293	-	1434	568	606	2052	3970	1834	3213	3637	4051
PBANKA_134570	13	1787459	1789869	+	2411	1008	1147	1579	3263	1183	2543	3568	3656
PBANKA_134580	13	1791305	1793198	+	1894	714	886	1907	2833	1713	3674	3002	2688
PBANKA_134590	13	1793829	1795472	-	1644	637	751	882	1002	576	1566	1084	1010
PBANKA_134600	13	1795982	1800283	-	4302	1601	1708	287	870	298	505	581	650
PBANKA_134610	13	1801367	1802233	+	867	361	373	407	916	466	1022	912	969
PBANKA_134620	13	1803756	1804558	+	803	366	413	2397	2830	1713	3719	4628	3487
PBANKA_134630	13	1805376	1806782	+	1407	486	658	25002	34695	15146	24820	29356	35567
PBANKA_134640	13	1807782	1809230	+	1449	578	606	3294	4176	3620	7102	3850	3272
PBANKA_134650	13	1809642	1810749	-	1108	439	499	1143	1728	764	2113	2643	2351
PBANKA_134660	13	1811761	1814319	-	2559	894	972	1893	4320	1675	2674	2931	3445
PBANKA_134670	13	1815889	1816790	+	902	336	436	4942	6335	3878	9266	15543	10851
PBANKA_134680	13	1817760	1819118	-	1359	537	606	2444	3927	1771	3328	4435	4746
PBANKA_134690	13	1820613	1822208	+	1596	536	673	1164	1893	857	1782	1957	2202
PBANKA_134700	13	1823314	1826584	+	3271	987	1224	14312	18075	8422	21856	12953	15467
PBANKA_134710	13	1827292	1827753	+	462	172	218	154	227	109	269	217	242
PBANKA_134720	13	1828092	1830122	-	2031	663	746	1020	3667	1455	2513	2940	3752
PBANKA_134730	13	1830873	1831511	+	639	225	281	523	845	527	920	1192	1146
PBANKA_134740	13	1831613	1833142	-	1530	471	552	284	790	369	517	572	637
PBANKA_134750	13	1834193	1835647	-	1455	503	558	503	988	467	966	1054	938
PBANKA_134760	13	1837434	1838177	+	744	282	337	167	438	198	434	393	421
PBANKA_134770	13	1839409	1843236	-	3828	1258	1423	1264	2937	1232	1763	1665	2086
PBANKA_134780	13	1844129	1845687	+	1559	532	608	2884	3829	1810	4446	4706	4506
PBANKA_134790	13	1846883	1851703	+	4821	1467	1739	746	1464	675	1638	1682	1461
PBANKA_134800	13	1852080	1852724	-	645	255	339	397	909	413	748	1232	1018
PBANKA_134810	13	1853530	1854225	+	696	249	320	925	1513	786	1351	2197	1907
PBANKA_134820	13	1855046	1856143	+	1098	403	484	1831	2946	1735	2738	2573	2870
PBANKA_134830	13	1856533	1860003	-	3471	1118	1241	1087	1683	858	2000	1602	1594
PBANKA_134840	13	1861332	1861832	-	501	224	232	2616	3026	1463	3006	4091	3985
PBANKA_134850	13	1863473	1864213	+	741	277	310	1080	1194	788	1614	1780	1557
PBANKA_134860	13	1865349	1869067	+	3719	1166	1381	923	2478	1114	1777	1624	2009
PBANKA_134870	13	1869698	1871068	-	1371	469	554	3842	5996	2807	3943	4312	5525
PBANKA_134880	13	1872602	1875259	-	2658	819	1009	5063	9901	4667	5054	6216	8748
PBANKA_134890	13	1877554	1879083	+	1530	493	559	2852	5276	2799	5091	4818	6267
PBANKA_134900	13	1879670	1880695	-	1026	430	434	600	934	582	4695	2966	1108
PBANKA_134910	13	1881543	1882550	-	1008	386	396	885	692	1376	7008	2630	906
PBANKA_134920	13	1884393	1885247	-	855	370	369	5536	8926	4480	7896	11439	11565
PBANKA_134930	13	1887105	1887776	-	672	261	313	6892	8305	4410	4995	9817	12164
PBANKA_134940	13	1889536	1891255	+	1720	585	624	2970	5926	2348	2605	5336	7337
PBANKA_134950	13	1892215	1893403	+	1189	427	526	415	645	282	913	916	912
PBANKA_134960	13	1893767	1897921	-	4155	1258	1454	578	1855	742	1067	1189	1712
PBANKA_134970	13	1898421	1900463	+	2043	624	696	1285	2286	1181	1488	2130	2535
PBANKA_134980	13	1901079	1902899	-	1821	684	618	219	409	204	638	342	312
PBANKA_134990	13	1905908	1907506	+	1599	553	558	1038	1999	836	2135	2477	2345
PBANKA_135000	13	1908242	1909070	+	829	310	357	1134	1591	783	1962	2857	2212
PBANKA_135010	13	1910024	1911335	+	1312	417	488	530	1047	637	1372	1359	1370
PBANKA_135020	13	1911851	1912927	+	1077	378	408	1745	3907	2438	2755	4298	5577
PBANKA_135030	13	1913287	1915431	-	2145	671	792	4116	5262	2677	5046	8246	7338
PBANKA_135040	13	1916195	1916919	+	725	266	290	2013	1811	1017	2980	4153	2893
PBANKA_135050	13	1917468	1917833	-	366	193	225	1948	3013	1383	2075	3330	3664
PBANKA_135060	13	1920323	1921390	+	1068	360	448	2486	3927	2057	3935	4585	4873
PBANKA_135070	13	1921815	1924040	-	2226	630	705	734	1491	616	1109	1362	1503
PBANKA_135080	13	1924641	1927632	-	2992	887	1082	224	515	213	489	502	618
PBANKA_135090	13	1928431	1930262	+	1832	580	656	304	453	210	825	677	616
PBANKA_135100	13	1930886	1933978	+	3093	947	1170	556	1219	731	1759	946	930
PBANKA_135110	13	1935542	1938147	+	2606	810	945	866	2275	974	1543	1211	1596
PBANKA_135120	13	1939055	1941201	+	2147	620	705	888	1313	882	1264	1243	1265
PBANKA_135130	13	1941732	1947326	-	5595	1560	1807	4320	7958	6247	8013	4758	4220
PBANKA_135140	13	1952999	1955197	+	2199	660	769	1496	2075	1382	2751	1875	2061
PBANKA_135150	13	1955426	1957114	-	1689	551	597	409	336	388	1414	481	309
PBANKA_135160	13	1960045	1960857	+	813	322	315	57	105	68	223	181	79
PBANKA_135170	13	1961493	1965225	+	3733	1133	1241	5339	7383	3488	7577	8133	8514
PBANKA_135180	13	1966767	1968359	+	1593	493	590	2243	3300	1552	2678	3204	3497
PBANKA_135190	13	1968975	1969670	-	696	257	307	2013	3960	2037	3734	5318	4522
PBANKA_135200	13	1972561	1974023	+	1463	468	545	3608	5348	2591	5065	7553	6273
