Geneid	Chr	Start	End	Strand	Length	SRR1571697	SRR1571698	SRR1571699	SRR1571700	SRR1571701	SRR1571702	SRR1571703	SRR1571704	SRR1571705	SRR1571706	SRR1571707	SRR1571708	SRR1571709	SRR1571710	SRR1571711	SRR1571712	SRR1571713	SRR1571714	SRR1571715
PVX_116565	12	1095482	1096713	+	1232	15	8	29	41	79	122	159	49	20	24	59	32	28	75	102	134	132	123	20
PVX_116570	12	1096772	1098415	-	1644	73	24	82	102	182	205	303	136	50	34	140	98	65	154	213	254	242	271	43
PVX_116575	12	1098966	1100816	-	1851	147	158	181	50	29	54	94	222	184	112	146	25	22	55	82	174	186	177	22
PVX_116580	12	1101111	1102557	+	1447	70	105	157	137	106	134	220	146	147	115	218	86	45	95	165	280	254	269	47
PVX_116585	12	1111610	1118611	+	7002	118	81	249	366	400	350	403	407	86	91	494	289	141	211	327	583	565	632	98
PVX_116590	12	1119126	1124348	-	5223	20	27	114	119	206	193	117	241	33	42	102	108	113	163	141	274	240	284	44
PVX_116595	12	1127252	1128722	+	1471	83	96	156	95	54	59	119	175	148	93	187	49	30	55	126	192	186	166	26
PVX_116600	12	1128631	1129877	-	1247	30	60	163	192	100	56	60	145	73	86	343	97	42	49	72	253	217	229	39
PVX_116605	12	1130456	1142444	-	11989	165	212	660	542	897	1183	932	719	284	260	843	469	460	779	910	1411	1380	1420	252
PVX_116610	12	1143482	1144552	-	1071	179	224	274	107	49	105	125	308	412	200	297	43	41	69	111	301	309	321	47
PVX_116615	12	1146375	1147750	+	1376	345	95	301	446	567	1515	2230	439	312	231	699	304	340	985	1170	1272	1360	1290	217
PVX_116620	12	1149986	1151427	+	1442	538	565	622	78	35	25	58	880	858	463	475	39	21	71	127	516	541	595	82
PVX_116625	12	1152320	1153515	+	1196	190	132	149	35	4	8	16	260	228	128	134	23	9	17	47	159	195	179	28
PVX_116630	12	1153739	1155045	-	1307	6397	5585	7568	3419	1651	1177	622	8663	9133	5437	8730	1729	746	1031	1324	7974	7830	8495	1334
PVX_116635	12	1156258	1158729	+	2472	252	389	769	222	74	41	51	528	554	443	739	71	31	39	68	537	505	546	86
PVX_116640	12	1159650	1160309	-	660	90	55	85	127	133	114	77	274	113	63	223	125	72	72	75	228	206	246	39
PVX_116645	12	1161382	1164657	-	3276	31	31	100	48	27	31	56	44	31	31	84	21	12	27	41	106	84	84	23
PVX_116650	12	1165243	1170084	+	4842	108	129	418	162	126	176	272	122	145	128	309	91	46	134	256	335	327	342	60
PVX_116655	12	1173110	1186754	+	13645	179	477	1005	284	197	483	542	372	485	418	849	151	156	507	688	966	919	928	159
PVX_116660	12	1187551	1189327	+	1777	459	294	441	226	140	231	248	618	526	282	549	118	122	235	382	565	555	626	115
PVX_116665	12	1189819	1191312	-	1494	19	37	306	299	247	146	130	349	57	153	584	287	165	175	175	461	474	471	81
PVX_116670	12	1195707	1199879	+	4173	244	306	546	150	39	50	55	476	447	324	450	67	29	51	96	383	419	458	75
PVX_116675	12	1199646	1200842	-	1197	187	150	216	145	74	47	30	272	213	137	276	83	41	31	55	283	272	270	33
PVX_116680	12	1201585	1204872	+	3288	190	248	415	204	78	58	51	360	352	254	464	96	39	37	86	396	352	406	69
PVX_116685	12	1205438	1207142	-	1705	504	210	346	313	849	1579	1756	760	272	177	424	352	441	1181	1519	1458	1327	1432	267
PVX_116690	12	1210098	1211696	-	1599	225	176	282	98	27	41	43	350	369	199	222	32	17	45	105	288	257	275	38
PVX_116695	12	1212479	1214089	-	1611	130	103	205	369	380	265	149	598	120	119	503	296	158	164	194	517	497	576	96
PVX_116700	12	1217573	1218951	+	1379	2120	1411	1775	940	405	355	517	3046	2338	1249	2099	483	227	369	711	2068	1990	2127	345
PVX_116705	12	1219119	1220305	-	1187	189	175	357	208	115	147	226	347	275	205	414	115	66	112	208	457	403	408	71
PVX_116710	12	1221366	1222678	+	1313	313	220	357	192	143	164	189	569	381	229	462	139	83	120	200	456	445	481	64
PVX_116715	12	1224839	1226177	+	1339	1130	749	951	484	220	137	140	1721	1324	775	1180	338	132	182	262	1192	1114	1180	202
PVX_116720	12	1226608	1227201	+	594	6	6	10	1	3	2	16	8	11	8	6	2	3	7	12	11	14	20	1
PVX_116725	12	1227102	1230563	-	3462	234	79	87	52	68	234	724	148	141	78	150	35	92	281	743	332	332	363	73
PVX_116730	12	1231428	1231840	-	413	15	30	38	11	11	12	34	16	43	35	54	10	4	11	35	40	35	54	5
PVX_116735	12	1233446	1234537	+	1092	50	60	104	34	21	64	74	85	99	88	124	28	13	58	92	109	115	118	19
PVX_116740	12	1235280	1236716	+	1437	11	11	32	45	62	41	41	73	16	24	53	34	17	17	38	74	77	77	10
PVX_116745	12	1236744	1239509	-	2766	69	73	111	97	179	253	202	289	137	116	253	160	128	198	250	395	347	359	68
PVX_116750	12	1240224	1241575	-	1352	33	22	24	11	11	34	87	20	41	22	35	11	17	55	134	74	70	76	10
PVX_116755	12	1244077	1249039	+	4963	134	41	258	143	109	361	829	103	91	121	341	83	85	344	580	441	386	466	80
PVX_116760	12	1250156	1262201	-	12046	322	330	1046	635	688	1150	1853	720	502	503	1417	446	378	863	1491	1710	1623	1704	259
PVX_116765	12	1264937	1274600	-	9664	579	401	711	524	350	476	594	855	768	380	948	304	199	520	606	1109	1098	1077	186
PVX_116770	12	1278560	1280959	-	2400	77	168	453	349	145	133	191	266	198	272	728	174	70	105	223	514	469	553	94
PVX_116775	12	1284221	1285900	+	1680	496	310	504	387	235	509	534	731	498	319	727	234	183	428	607	824	848	862	151
PVX_116780	12	1287962	1288731	-	770	165	105	145	114	93	121	168	308	227	120	300	100	62	140	226	272	294	296	47
PVX_116785	12	1293026	1296985	-	3960	756	549	786	331	110	149	190	777	857	522	790	131	72	152	345	796	725	796	144
PVX_116790	12	1298424	1300193	-	1770	92	49	65	30	12	31	51	84	85	46	61	12	8	37	71	108	79	95	16
PVX_116795	12	1302364	1304293	+	1930	65	31	80	100	56	102	302	96	65	57	185	65	36	136	283	191	201	220	43
PVX_116800	12	1304754	1305714	+	961	53	39	37	13	3	14	34	94	101	31	43	11	9	10	40	64	47	55	6
PVX_116805	12	1307254	1309209	+	1956	187	142	232	106	56	70	78	317	255	154	279	69	34	59	138	223	268	302	41
PVX_116810	12	1310589	1313234	-	2646	68	16	56	40	59	176	224	46	41	27	54	36	58	245	271	180	186	185	36
PVX_116815	12	1314814	1318258	-	3445	42	12	39	13	28	79	213	42	29	17	25	15	25	92	216	95	112	113	16
PVX_116820	12	1318690	1320053	-	1364	175	138	313	317	195	144	145	376	181	184	579	174	103	114	180	471	437	487	58
PVX_116825	12	1322559	1325003	+	2445	237	195	345	247	199	165	211	525	371	253	504	198	101	144	227	558	459	511	83
PVX_116830	12	1326105	1328626	-	2522	221	223	300	60	17	50	62	370	367	206	235	34	24	58	102	300	268	305	42
PVX_116835	12	1326316	1326813	+	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PVX_116840	12	1328899	1331420	+	2522	60	114	209	58	18	32	45	143	200	135	199	20	14	32	87	180	191	201	39
PVX_116845	12	1331990	1335172	-	3183	49	244	603	280	143	213	222	254	338	371	800	177	129	185	287	650	606	628	118
PVX_116850	12	1336041	1338216	+	2176	22	49	134	100	170	250	183	156	94	103	236	96	93	211	245	286	302	341	48
PVX_116855	12	1338773	1340028	+	1256	96	25	35	11	33	155	246	84	56	25	41	13	32	129	248	138	128	141	28
PVX_116860	12	1340105	1342293	-	2189	29	42	91	25	7	31	50	69	51	54	64	12	8	28	53	73	74	78	9
PVX_116865	12	1344058	1347002	-	2945	279	224	355	266	316	436	297	698	351	227	589	260	240	370	472	705	631	746	98
PVX_116870	12	1348405	1353131	-	4727	408	227	341	220	136	164	228	516	342	223	462	127	68	148	312	484	438	491	87
PVX_116875	12	1354673	1355721	+	1049	145	76	94	68	66	32	58	250	119	67	161	67	33	32	66	172	134	159	26
PVX_116880	12	1356497	1357814	-	1318	126	71	116	81	88	85	88	260	124	82	183	63	49	88	133	180	190	163	37
PVX_116882	12	1358328	1360181	+	1854	59	28	93	25	25	69	152	74	74	50	90	22	26	74	152	116	115	112	14
PVX_116885	12	1360412	1364614	+	4203	89	129	163	41	77	157	329	180	157	111	222	38	59	183	274	303	276	294	44
PVX_116890	12	1365248	1366609	-	1362	460	144	152	91	107	403	1273	276	235	146	237	74	131	512	1277	555	553	610	110
PVX_116895	12	1374854	1377709	+	2856	74	33	65	32	64	88	236	73	69	41	79	31	46	95	265	154	148	155	23
PVX_116900	12	1379155	1380790	+	1636	145	110	183	191	363	408	318	426	174	116	315	254	168	269	294	472	476	473	71
PVX_116905	12	1382047	1384111	+	2065	18	94	157	40	14	16	26	122	169	140	168	15	10	21	47	130	138	136	16
PVX_116910	12	1384975	1387754	-	2780	208	195	301	214	77	105	161	410	345	223	498	97	48	141	300	395	403	455	62
PVX_116915	12	1394229	1396672	+	2444	2056	1358	1760	929	535	1957	2589	3970	3321	1582	2463	740	695	2795	4616	3490	3609	3709	597
PVX_116920	12	1397629	1399616	-	1988	147	88	94	22	6	19	39	189	149	77	71	9	8	40	84	84	100	91	18
PVX_116925	12	1401585	1403065	-	1481	319	376	678	455	162	113	76	731	606	421	916	228	74	72	154	770	721	827	157
PVX_116930	12	1403249	1407206	+	3958	212	383	668	323	148	187	247	527	550	467	939	211	87	185	343	734	778	774	136
PVX_116935	12	1407394	1409538	-	2145	110	122	224	77	38	61	98	147	170	135	175	29	16	55	93	174	173	183	25
PVX_116940	12	1409765	1411635	+	1871	134	148	159	26	12	31	56	173	201	109	85	16	12	29	88	136	130	145	20
PVX_116945	12	1413241	1417330	-	4090	156	48	166	145	112	334	645	169	109	83	310	92	84	292	547	397	354	381	52
PVX_116950	12	1418926	1420474	+	1549	63	25	147	120	89	138	193	123	53	63	307	90	60	82	151	208	221	246	40
PVX_116955	12	1420769	1421915	-	1147	168	102	141	104	110	151	280	269	160	94	281	119	82	163	299	296	271	313	61
PVX_116960	12	1422474	1423424	+	951	99	78	125	29	21	25	37	131	126	72	129	21	16	20	54	105	109	133	20
PVX_116965	12	1423496	1430259	-	6764	147	234	461	124	64	124	151	267	316	277	426	55	30	86	162	394	369	368	61
PVX_116970	12	1432132	1434003	-	1872	155	89	162	54	65	237	587	185	186	101	177	40	54	234	511	300	291	330	40
PVX_116975	12	1434189	1434673	+	485	51	50	98	36	16	21	45	84	87	71	100	16	9	25	45	104	105	104	14
PVX_116980	12	1434860	1436128	-	1269	56	85	153	69	25	48	41	154	130	92	174	40	14	31	71	154	150	176	30
PVX_116985	12	1437325	1446862	-	9538	170	73	244	221	142	327	705	182	138	90	463	83	95	343	787	523	476	479	86
PVX_116990	12	1449812	1451791	+	1980	71	61	49	25	24	66	111	67	74	39	54	15	22	73	103	114	94	111	15
PVX_116995	12	1452530	1453843	-	1314	37	10	53	109	94	74	80	100	34	22	142	76	48	42	67	129	124	145	18
PVX_117000	12	1454898	1457504	+	2607	372	291	450	135	47	57	102	489	452	338	512	68	28	90	150	446	429	454	71
PVX_117005	12	1458772	1459982	+	1211	26	14	41	91	319	570	304	249	30	13	140	181	223	436	386	450	390	498	83
PVX_117010	12	1460286	1461457	-	1172	69	47	113	103	71	52	78	192	105	68	233	78	48	59	87	198	171	169	32
PVX_117015	12	1462297	1462912	+	616	65	52	117	86	68	42	27	179	127	76	197	63	31	30	63	160	163	193	28
PVX_117020	12	1464543	1467065	+	2523	380	314	378	137	43	67	115	508	477	340	436	65	31	78	185	422	415	439	74
PVX_117025	12	1468666	1471857	+	3192	591	491	818	396	190	185	224	884	853	565	1039	253	140	196	376	836	906	914	157
PVX_117030	12	1473013	1476729	-	3717	4645	2433	3035	1072	385	306	467	5917	4776	2623	3919	722	313	547	1115	3683	3521	3912	575
PVX_117035	12	1478732	1484834	-	6103	77	37	59	26	31	137	315	81	63	46	66	35	46	145	318	177	158	158	24
PVX_117040	12	1487182	1488536	+	1355	80	42	73	59	38	46	66	94	59	56	115	37	22	49	61	122	106	112	11
PVX_117045	12	1489514	1492120	-	2607	39	20	16	2	72	521	356	46	49	17	27	55	131	584	523	322	344	352	57
PVX_117050	12	1498228	1499514	-	1287	50	10	26	9	26	118	169	41	30	24	30	13	23	88	156	98	86	98	11
PVX_117055	12	1500101	1500982	-	882	147	89	116	27	48	170	153	277	199	95	84	41	61	213	291	234	231	257	40
PVX_117060	12	1509434	1518631	+	9198	2767	2440	3538	1809	1996	2172	1659	5402	4200	2222	4002	1510	1090	1799	2646	5032	4911	5409	864
PVX_117065	12	1528154	1533936	-	5783	368	488	841	598	649	780	833	1095	857	569	1228	527	327	762	1030	1532	1463	1536	239
PVX_117070	12	1535975	1537104	+	1130	65	82	132	52	51	82	102	179	141	95	169	49	50	100	158	187	172	205	31
PVX_117075	12	1538286	1539655	-	1370	34	53	155	117	89	83	82	175	98	131	303	79	52	68	104	235	266	218	44
PVX_117080	12	1540271	1541512	-	1242	18	33	49	11	12	17	50	29	33	34	33	14	9	15	46	42	45	41	9
PVX_117085	12	1542774	1545935	+	3162	65	48	78	53	47	112	367	74	77	59	119	27	35	157	386	204	166	190	27
PVX_117090	12	1546921	1548304	-	1384	99	85	146	83	55	69	66	210	135	92	182	54	40	62	115	168	173	197	23
PVX_117095	12	1549497	1550432	+	936	101	86	168	99	73	43	52	198	138	131	251	76	37	37	84	219	203	217	30
PVX_117100	12	1550772	1552358	-	1587	22	74	171	67	21	25	20	70	124	113	206	36	12	22	49	147	113	151	22
PVX_117105	12	1553197	1555157	-	1961	250	184	327	41	16	21	29	356	363	234	199	27	11	46	67	278	263	248	36
PVX_117110	12	1556313	1557888	+	1576	146	111	147	19	6	35	39	206	195	120	106	14	12	37	63	142	138	155	25
PVX_117115	12	1558391	1560958	-	2568	66	36	48	40	51	86	157	74	66	39	60	24	23	63	98	101	94	120	18
PVX_117120	12	1562126	1565762	-	3637	262	264	412	257	219	268	281	500	375	251	558	221	128	236	433	603	635	627	108
PVX_117125	12	1567238	1570198	-	2961	485	222	310	72	48	101	220	427	360	257	323	46	53	142	293	375	397	406	73
PVX_117130	12	1571438	1572691	-	1254	106	59	72	17	6	8	42	127	91	44	55	11	0	28	71	70	69	74	11
PVX_117135	12	1574777	1575598	+	822	27	6	12	4	9	89	122	15	22	7	18	17	19	64	131	48	64	53	6
PVX_117140	12	1575909	1577600	-	1692	339	154	213	87	94	381	1169	226	227	146	189	67	112	433	1081	467	482	541	86
PVX_117145	12	1588169	1591840	+	3672	962	562	594	298	233	1192	1660	1127	1229	447	841	203	344	1379	2198	1606	1584	1630	300
PVX_117150	12	1593719	1598015	-	4297	958	1301	2251	1373	1008	786	637	2098	1694	1313	2631	757	436	449	675	2656	2401	2715	447
PVX_117155	12	1604147	1610866	+	6720	155	71	104	68	135	388	718	145	141	88	245	58	85	244	563	381	379	405	64
PVX_117160	12	1612662	1615217	-	2556	89	123	273	310	371	264	231	412	186	152	519	283	173	168	253	547	553	575	104
PVX_117165	12	1617262	1620168	+	2907	212	67	83	40	52	213	595	114	117	62	103	31	75	248	614	291	282	295	46
PVX_117170	12	1620833	1622788	-	1956	2193	1419	1892	925	325	230	322	3454	2544	1498	2347	554	200	312	539	2031	2029	2068	345
PVX_117175	12	1623108	1644061	-	20954	231	114	170	110	318	780	1540	322	278	134	289	138	202	704	1305	833	744	815	125
PVX_117180	12	1645882	1648646	+	2765	150	55	57	29	44	223	662	173	109	67	104	42	82	298	732	246	260	298	53
PVX_117185	12	1649056	1651792	+	2737	30	6	30	77	53	132	175	49	33	24	128	27	37	86	192	125	108	144	27
PVX_117190	12	1652643	1656992	-	4350	56	11	15	16	42	179	286	38	39	16	42	22	35	137	229	119	121	141	16
PVX_117195	12	1662726	1667255	-	4530	236	147	232	114	64	83	83	394	324	200	312	87	52	95	162	340	311	331	52
PVX_117200	12	1669929	1671023	+	1095	101	108	162	56	17	14	25	176	165	98	149	13	7	21	55	131	131	151	23
PVX_117205	12	1671406	1673913	-	2508	83	138	253	126	49	41	55	181	229	171	345	63	30	32	60	239	242	291	47
PVX_117210	12	1674489	1675784	-	1296	52	115	397	222	166	150	170	187	192	222	597	149	69	114	205	395	415	414	46
PVX_117215	12	1679370	1681478	+	2109	401	221	277	73	29	37	100	481	443	246	312	42	27	70	186	316	335	308	45
PVX_117220	12	1682199	1683871	-	1673	20	14	17	8	15	76	141	32	35	37	32	9	14	55	149	59	75	92	16
PVX_117225	12	1686177	1687325	+	1149	232	150	213	167	274	341	446	525	274	180	339	180	145	277	532	520	512	551	83
PVX_117230	12	1689009	1694093	-	5085	1031	331	337	83	89	865	1133	1193	997	331	510	150	347	1839	2910	1294	1269	1319	203
PVX_117240	12	1694869	1704662	-	9794	803	500	877	645	404	404	510	1397	856	636	1533	393	269	387	915	1270	1299	1401	214
PVX_117245	12	1705902	1707332	+	1431	110	64	115	67	29	45	50	173	146	94	198	49	15	37	87	146	144	132	35
PVX_117250	12	1707400	1710228	-	2829	46	30	30	22	23	103	140	67	61	43	84	15	23	71	109	95	113	131	23
PVX_117255	12	1710160	1713010	+	2851	87	66	105	48	27	79	124	133	124	80	130	23	27	62	162	145	164	157	22
PVX_117260	12	1713302	1715830	-	2529	54	55	73	27	9	19	30	86	103	59	104	24	13	18	70	86	89	99	19
PVX_117265	12	1716951	1719685	+	2735	207	192	332	284	157	128	117	413	331	203	594	191	101	105	204	482	438	469	66
PVX_117270	12	1721846	1727236	+	5391	50	39	61	40	790	1292	689	705	87	43	80	361	609	982	834	965	999	1025	167
PVX_117275	12	1728066	1728410	+	345	23	46	95	14	7	18	30	54	68	69	86	20	4	9	38	66	78	86	10
PVX_117280	12	1728902	1730663	-	1762	96	95	154	43	11	17	27	137	117	122	187	27	12	25	51	164	142	155	24
PVX_117285	12	1730725	1731905	+	1181	66	51	83	27	14	20	21	94	97	54	98	18	13	18	54	78	70	99	13
PVX_117290	12	1732307	1735250	-	2944	91	36	46	94	280	359	299	292	66	40	181	209	181	267	355	366	382	461	82
PVX_117292	12	1735694	1737756	-	2063	214	124	203	92	56	68	96	363	281	196	371	85	33	72	138	274	276	296	35
PVX_117295	12	1738208	1739851	-	1644	80	114	202	147	78	193	295	137	205	153	360	76	75	141	325	330	312	303	42
PVX_117300	12	1741770	1743481	-	1712	141	192	342	155	77	172	267	269	302	268	499	88	57	159	237	408	396	454	86
PVX_117305	12	1745628	1759049	+	13422	20	50	671	406	183	133	167	127	68	314	1213	232	93	120	213	576	615	589	104
PVX_117310	12	1759234	1764442	+	5209	24	20	233	136	60	71	87	46	49	107	408	74	25	42	120	215	183	215	31
PVX_117315	12	1766443	1767511	+	1069	306	98	140	70	76	223	598	405	237	143	251	73	94	278	715	394	430	431	63
PVX_117320	12	1769066	1771562	+	2497	82	81	137	45	23	20	20	155	165	99	156	46	11	34	60	109	137	143	21
PVX_117325	12	1777763	1779977	+	2215	96	132	378	318	209	206	296	259	257	243	775	209	122	152	341	521	549	577	105
PVX_117330	12	1781782	1783495	-	1714	10	33	34	11	18	51	100	24	39	37	28	4	14	46	92	73	59	73	14
PVX_117335	12	1785011	1791114	+	6104	79	34	40	23	71	277	496	98	113	52	73	37	72	248	395	236	271	252	47
PVX_117340	12	1795847	1809343	+	13497	1993	1162	2429	1013	595	1280	1431	2405	1956	1483	3457	666	499	1518	2408	3057	3001	3209	514
PVX_117345	12	1811955	1816317	+	4363	776	566	1118	945	608	411	387	1390	1050	763	1760	571	300	376	709	1530	1466	1639	286
PVX_117350	12	1817481	1818172	-	692	45	65	108	65	68	65	79	87	96	70	151	50	30	45	73	151	140	166	39
PVX_117355	12	1818584	1823791	+	5208	236	336	588	285	174	248	367	527	508	388	677	171	105	207	350	678	643	709	133
PVX_117360	12	1823814	1827838	-	4025	565	523	836	281	131	135	117	890	864	538	776	123	79	113	252	781	782	778	111
PVX_117365	12	1828424	1834798	-	6375	183	52	114	59	135	249	607	127	116	73	169	70	75	238	525	401	310	387	64
PVX_117370	12	1835609	1837425	+	1817	262	104	111	88	116	357	1053	173	139	68	117	69	108	318	782	443	415	452	94
PVX_117375	12	1837851	1840460	+	2610	295	216	410	259	153	202	220	443	400	228	547	117	80	150	269	506	469	520	84
PVX_117380	12	1841108	1842682	+	1575	133	45	46	26	36	144	388	88	64	53	62	22	24	153	372	160	181	184	32
PVX_117385	12	1843393	1845677	+	2285	273	78	174	317	564	1066	1184	578	205	104	439	383	434	1004	1309	1084	1026	1132	178
PVX_117390	12	1845742	1846969	-	1228	1925	1268	2004	1210	769	882	1050	3646	2623	1527	2910	977	480	948	1284	2840	2900	3054	492
PVX_117395	12	1848253	1849693	-	1441	224	145	213	131	91	78	106	429	314	189	366	103	58	60	157	312	303	373	54
PVX_117400	12	1850063	1852516	-	2454	56	22	43	28	71	102	119	120	39	18	70	38	44	91	151	130	135	158	20
PVX_117405	12	1853264	1855387	-	2124	39	45	79	52	24	35	84	138	113	61	174	31	14	48	90	115	119	137	20
PVX_117410	12	1856003	1858016	-	2014	26	76	168	101	50	50	35	151	137	89	248	45	29	39	60	173	171	205	43
PVX_117415	12	1858163	1859962	+	1800	27	51	93	80	26	17	29	95	102	72	170	52	18	23	49	139	115	102	32
PVX_117420	12	1860902	1862916	+	2015	1661	1015	1296	811	311	256	286	2820	1968	1055	1822	494	169	267	470	1637	1775	1806	282
PVX_117425	12	1863217	1864328	-	1112	8	13	30	107	94	305	238	57	40	15	106	99	103	348	442	300	311	295	60
PVX_117430	12	1866413	1871587	-	5175	30	13	28	13	23	54	51	71	23	11	40	18	15	19	70	58	52	66	12
PVX_117435	12	1874889	1878067	-	3179	174	174	292	127	32	78	124	305	285	177	297	47	34	59	159	282	270	282	43
PVX_117440	12	1878373	1879777	+	1405	1473	875	1203	723	330	256	301	2393	1592	980	1707	449	173	238	418	1426	1428	1526	219
PVX_117445	12	1881072	1881932	+	861	18	77	100	24	7	37	52	43	84	84	118	16	5	27	64	96	104	100	15
PVX_117450	12	1882118	1883896	-	1779	9	22	50	12	7	6	18	27	41	30	52	2	2	10	21	47	39	44	4
PVX_117455	12	1885370	1886293	-	924	174	82	73	21	26	113	253	220	198	92	68	23	39	200	347	225	204	238	47
PVX_117460	12	1887282	1888728	-	1447	75	11	31	12	16	46	118	48	28	15	20	7	8	44	104	54	67	74	14
PVX_117465	12	1890215	1890796	+	582	17	8	6	1	68	83	76	52	19	7	15	22	36	95	93	78	70	73	14
PVX_117470	12	1892620	1894312	+	1693	545	305	482	315	304	301	522	896	551	359	615	235	164	246	485	717	747	827	125
PVX_117475	12	1895027	1897078	+	2052	82	184	310	49	21	17	29	208	268	220	198	15	12	31	59	218	220	240	30
PVX_117480	12	1897509	1901333	-	3825	421	460	824	413	259	232	234	892	660	504	922	298	169	235	367	891	866	878	147
PVX_117485	12	1901971	1905455	-	3485	107	155	248	120	74	35	28	245	226	158	292	89	29	33	55	264	255	286	39
PVX_117490	12	1907278	1908303	+	1026	111	89	130	136	99	59	38	311	140	108	262	117	58	37	75	250	255	250	39
PVX_117495	12	1909083	1910194	-	1112	47	66	92	57	35	38	68	117	95	77	138	45	18	41	98	122	144	132	14
PVX_117500	12	1911854	1914160	+	2307	189	206	353	92	33	50	72	349	350	263	516	57	31	83	172	356	337	361	42
PVX_117505	12	1914479	1916866	-	2388	93	118	176	37	16	31	33	135	179	127	213	14	16	38	88	150	164	164	19
PVX_117510	12	1917920	1920899	-	2980	715	544	870	448	187	136	150	934	879	568	1020	209	124	145	290	805	816	950	168
PVX_117515	12	1922428	1923518	-	1091	51	34	86	67	41	31	49	104	69	39	161	48	22	20	54	124	111	129	28
PVX_117525	12	1924525	1927802	+	3278	299	232	322	210	98	99	149	473	378	236	457	121	55	120	204	431	411	421	62
PVX_117530	12	1928473	1930086	+	1614	57	122	248	100	76	149	226	125	165	169	315	60	46	134	246	292	294	273	48
PVX_117535	12	1930567	1934508	-	3942	248	195	277	109	114	133	124	353	324	240	338	93	73	92	172	420	384	414	70
